verb_up,ftp
hyped up,0.21839080459770116
blow up,0.09916476841305999
gather up,0.019084378685536613
ran up,0.013554903877484523
support up,0.0010699207680296109
mash up,0.15370595382746052
tearing up,0.11087113030957524
hitting up,0.012154696132596685
team up,0.004698298232675025
giving up,0.0408747354630656
locks up,0.012463718627283592
rolled up,0.06734329995885338
woke up,0.7906073446327684
waking up,0.5798217179902755
stand up,0.11594167679222357
opens up,0.15510204081632653
pinned up,0.02457627118644068
ground up,0.026471246363839785
showing up,0.05808673868795992
counts up,0.002971508477538892
taking up,0.01595764060090111
thumbs up,0.5955642530984997
ice up,0.0004972186829920134
charge up,0.005049442457395329
speeding up,0.2149478563151796
freshen up,0.6347305389221557
drives up,0.009252366266085292
comes up,0.018509881653355098
takes up,0.016775138301334203
hanging up,0.015985790408525755
wind up,0.06496150101778919
offer up,0.003909211171722877
lasts up,0.029128550794415023
step up,0.03086787144248458
gobble up,0.38626609442060084
gobbling up,0.56
provide up,0.0015172595429899746
work up,0.0013058860424547717
done up,0.001521941320706857
stitched up,0.018315018315018316
lines up,0.005834755325590356
built up,0.033392917681141554
closed up,0.006657789613848202
linking up,0.08189365043751402
showed up,0.09212671278142485
tuned up,0.012263489838822705
met up,0.020447445647029126
chewed up,0.16179775280898875
move up,0.01472082651160165
cost up,0.0014447481452557595
hands up,0.005915924276169265
call up,0.007393209200438116
polished up,0.007056451612903226
backing up,0.1218344965104686
lighten up,0.24832962138084633
holds up,0.04905858963863875
offers up,0.004059668671832877
lived up,0.020195838433292534
setting up,0.17697450898453823
are up,0.0010606257736018904
drive up,0.010843860850084012
prop up,0.1016949152542373
warmed up,0.35930047694753575
meet up,0.022216636644184714
muster up,0.1
handle up,0.003143287075739843
round up,0.020703438986769785
starting up,0.01049642949324615
led up,0.002224694104560623
hike up,0.03738029039233858
head up,0.009224461906388794
sums up,0.2715671260847371
pops up,0.24659665499805522
snaking up,0.045454545454545456
ascending up,0.011583011583011582
float up,0.008398807911135195
propped up,0.59
points up,0.0020384113131827883
rocks up,0.0015906680805938495
fed up,0.07744423598082134
containing up,0.001699854298203011
turn up,0.02009788607726752
shape up,0.0033601703373477942
adds up,0.044649896079696126
backs up,0.06716212496559318
patch up,0.025157955198161976
beef up,0.020944792259533294
catch up,0.20017126953543138
stampin up,0.7203389830508474
shooting up,0.00566468035018024
piling up,0.38780804150453957
link up,0.014319809069212411
lace up,0.11675794085432639
remaining up,0.0006012900404504209
filling up,0.06088544837783769
floats up,0.0096
perk up,0.13524185587364265
paying up,0.002838722093918399
freshened up,0.5833333333333334
ramp up,0.18930041152263374
involve up,0.0009530869427088849
called up,0.004764332005284456
stuck up,0.00882178301806769
sit up,0.018052377320111872
forcing up,0.0016420361247947454
pony up,0.03564356435643564
accommodates up,0.08179723502304148
clear up,0.009898786025941646
hooking up,0.3550561797752809
sends up,0.005059392872855257
curl up,0.20930232558139536
spit up,0.04460966542750929
speeds up,0.1200119563592886
loosen up,0.1764234161988773
chin up,0.037173202614379085
stands up,0.024075936635655017
growing up,0.10065995600293313
dress up,0.0730694713534459
save up,0.02125514944342186
climbing up,0.04138752419234777
building up,0.013308773669881688
heads up,0.08786372157470046
working up,0.0014736241647199434
makes up,0.01167848921877202
speeded up,0.8245614035087719
clearing up,0.03735561563037602
right up,0.00842377721550378
bake up,0.006569162121963312
baking up,0.0023405500292568754
mixed up,0.034727186085299025
brush up,0.0294401121528082
squad up,0.00249500998003992
stood up,0.09636261891438165
continuing up,0.002357621749060635
drove up,0.03782945736434108
site up,0.000908299587480604
taken up,0.018600150521449307
popping up,0.3665139525197834
goes up,0.023773779381119898
fold up,0.03289932573820042
hurry up,0.15738284703801944
saved up,0.012932287125835513
allows up,0.0016349348663045199
double up,0.005540623379072947
tightening up,0.046875
travelled up,0.010910330719399931
photos up,0.0006572809770163684
shut up,0.07371152258521052
laid up,0.00900360144057623
finish up,0.017859573657128855
cutting up,0.0053478489232679175
push up,0.018605370303561304
sprung up,0.24258064516129033
tie up,0.04075634368570589
climbed up,0.0967741935483871
trip up,0.005168301086668434
used up,0.0020802046832415597
clogs up,0.0413625304136253
seal up,0.008017231063778867
tear up,0.03225278323510151
dressing up,0.07056598283136913
boarded up,0.11982082866741321
gets up,0.007118064288948137
increase up,0.0008494077311547312
lighting up,0.01232317972750152
covered up,0.01014691235059761
headed up,0.03186296263424159
welded up,0.008580858085808581
lift up,0.03861725319215198
lasted up,0.00333667000333667
sweeping up,0.016738030362008563
connect up,0.003430363618543566
map up,0.0003736455349358575
drying up,0.02353663528448629
heating up,0.02424987066735644
racked up,0.7352380952380952
lit up,0.14479206409767265
held up,0.018136089106369872
warms up,0.31728045325779036
jutting up,0.02564102564102564
serves up,0.020883091432420845
lining up,0.11088668955766512
park up,0.0007100720996285777
pushed up,0.022426912294753704
go up,0.01248281949689844
feet up,0.010124671403659457
following up,0.006470434654285812
shaken up,0.09632571996027806
drew up,0.01920838183934808
trips up,0.0044459081178988965
teamed up,0.7832131822863028
mock up,0.12769866789159393
trained up,0.001997439180537772
bound up,0.014017326973620169
pair up,0.006833010051137366
filled up,0.02084668451012176
bubbles up,0.008218154650728428
compare up,0.0009373621526246141
receive up,0.004328349173678794
fuel up,0.003735632183908046
closing up,0.005998500374906273
list up,0.00035008348144557547
leading up,0.03632343651295009
fit up,0.0023882700702777832
drink up,0.004539559014267186
chat up,0.0021855876108405146
whip up,0.2155737704918033
dished up,0.06840390879478828
size up,0.003558157865105281
rounded up,0.11086111679280017
blown up,0.061278648974668275
finishing up,0.04607418366268625
freeing up,0.2762008733624454
doing up,0.0007166645588297289
welcome up,0.0003411960057320929
got up,0.009994293504105507
steps up,0.007256554307116105
shook up,0.041927409261576974
wise up,0.002573292895873541
shot up,0.009705782888062226
jump up,0.026122448979591838
gearing up,0.6220322886989553
risen up,0.017188693659281894
contain up,0.0031878860330743176
spruce up,0.2433718558803535
steam up,0.0013854253255749516
plugs up,0.0030272452068617556
count up,0.004110006088897909
read up,0.004169472002076624
stock up,0.01998195760036085
shored up,0.7105263157894737
cover up,0.01982703395259449
power up,0.004442409344322874
wrap up,0.1232713915298185
extended up,0.002800336040324839
managing up,0.0002708265626692666
sat up,0.014535561601243684
colored up,0.0012305627027631727
runs up,0.004562555030817258
knocked up,0.018330733229329172
loading up,0.021475770925110133
rounding up,0.14052953156822812
point up,0.0006487800471392085
stir up,0.031783528401159666
hang up,0.04427614331488494
high up,0.00222539098082474
scoop up,0.03923647932131495
load up,0.023358348968105066
loaded up,0.03183238800787128
adding up,0.008109275815081923
slip up,0.019861935327600822
rate up,0.0022013390213909425
traded up,0.016577165538174177
glow up,0.002269117313365101
popped up,0.30883678990081154
ends up,0.1337361296694359
like up,0.00010061915476440372
dice up,0.005773672055427252
check up,0.007333927196934972
hear up,0.00011938872970391595
armor up,0.0009900990099009901
whips up,0.15261044176706828
snatching up,0.10897435897435898
plumps up,0.2608695652173913
soaking up,0.17483577564426478
track up,0.0011819849195027511
wired up,0.017971014492753623
gear up,0.021773430104133795
fix up,0.008699216615048279
freed up,0.09864864864864865
run up,0.011889264065741834
hit up,0.00766390952848264
sprang up,0.3062200956937799
bottom up,0.017379341325771402
search up,0.0009073186282323227
level up,0.004916795742483816
snap up,0.019246861924686193
lapped up,0.17857142857142858
lead up,0.009124114796869176
turning up,0.020833333333333332
live up,0.01269189706586165
writing up,0.002338198011218096
records up,0.001351796900758325
prettying up,0.4
conjured up,0.5021645021645021
involving up,0.00036003600360036
allow up,0.003395276927274381
wakes up,0.6699889258028793
side up,0.003902740086586373
lock up,0.03056707188532078
booked up,0.015092419874512463
wandered up,0.02346938775510204
followed up,0.02680264104072694
scale up,0.02173297688315773
tying up,0.057750759878419454
bakes up,0.03498542274052478
gas up,0.0005999100134979754
hair up,0.0023616003778560604
runner up,0.2202243190315115
rising up,0.017522511559990267
maintain up,0.0021420921099607284
free up,0.00341232446771594
sped up,0.36329588014981273
snuggling up,0.19678714859437751
moving up,0.011660723271128224
facing up,0.0098941156049297
marked up,0.00881453498830725
pooled up,0.003205128205128205
brought up,0.04617388653307835
split up,0.041721467192751716
screwed up,0.28949691085613416
bulk up,0.012267788293024886
standing up,0.0409790725546234
worked up,0.005507459589958317
mixing up,0.021460943748333777
inched up,0.24087591240875914
ramps up,0.07626392459297343
pass up,0.014856729452497223
play up,0.001855175508231802
journey up,0.0017729972518542596
racking up,0.3531799729364005
mattress up,0.0010789602746444336
kicking up,0.028320702034303948
experience up,0.00020485237497439346
teams up,0.0065156774597393725
pumped up,0.13324360699865412
hand up,0.002029459202529347
loosened up,0.15709969788519637
last up,0.0019447296916603812
singled up,0.06541490006056935
packing up,0.039987836399574275
reading up,0.002711558016043385
catches up,0.08534975802903652
lights up,0.020290340124670545
swept up,0.08394954327968682
fetch up,0.011821974965229486
flares up,0.059854014598540145
putting up,0.03618477331052181
prizes up,0.008956631049654306
fluff up,0.052489905787348586
growed up,0.6363636363636364
brew up,0.013162843174125612
boot up,0.026215550078422585
booted up,0.1192214111922141
boots up,0.006189111747851003
cancelled up,0.004723169771713461
hook up,0.13481873111782477
carved up,0.009182209469153515
ranging up,0.0036788982171493253
hooked up,0.23566249176005274
grant up,0.0006714789323484975
holding up,0.026909378709932725
starts up,0.007311468560685189
use up,0.0019847712253904374
access up,0.00037920208825708136
summed up,0.7245508982035929
upload up,0.0024857954545454545
revved up,0.6847826086956522
clamber up,0.15476190476190477
tighten up,0.10441267868241144
pointing up,0.009938676252907591
flies up,0.007908889591901298
brushing up,0.026871401151631478
knotted up,0.0267639902676399
builds up,0.07589793596619535
sum up,0.0776981910889887
stocking up,0.0893048128342246
tricks up,0.014540647719762063
bottle up,0.002751891925698918
tripped up,0.1309823677581864
leveled up,0.06984126984126984
hopes up,0.00965929048120829
conjuring up,0.2248062015503876
supplies up,0.0009339362957137239
operate up,0.0016848185811420664
switching up,0.011572013530354282
sizing up,0.030668677727501256
shares up,0.0017543859649122807
dig up,0.058975304091411725
blowing up,0.0724812030075188
flips up,0.022684310018903593
climbs up,0.06434782608695652
rose up,0.011151424607832675
affect up,0.0003283918183524113
boxed up,0.02723404255319149
gunked up,1.0
faced up,0.0032411992437201766
curling up,0.11317418213969938
serve up,0.00965476887068461
loom up,0.006550218340611353
ringing up,0.017955801104972375
reaching up,0.008184325237968153
house up,0.0009637227232050664
card up,0.0013506175246104791
listen up,0.007116971575776099
accounts up,0.0010360457586876754
runners up,0.08272556782663054
having up,0.00022668469721959494
marching up,0.007936507936507936
running up,0.00542321905645587
cook up,0.010801488608514114
allowed up,0.0012516427811502598
face up,0.008374091113594473
staring up,0.025435073627844713
glance up,0.004509283819628647
messed up,0.7523900573613767
fucked up,0.5341614906832298
blows up,0.061366806136680614
dial up,0.08313387585766714
pin up,0.013099292638197537
sticks up,0.006212510711225364
dream up,0.00582400240474938
spiked up,0.017094017094017096
spike up,0.007867132867132868
trending up,0.01663306451612903
stacks up,0.13069544364508393
blended up,0.0022142264046498754
m up,0.0006127384724069449
change up,0.0025834568899672015
printed up,0.0020395550061804695
trade up,0.002717574396406513
discount up,0.0020608439646712462
cooped up,0.9696969696969697
partnered up,0.03922183871979919
prettied up,0.7777777777777778
pulls up,0.033930254476908575
cake up,0.0009361834919644251
stuffed up,0.008952794357026587
kick up,0.015422077922077922
dry up,0.0075164242476403595
hung up,0.14832645575424117
spinning up,0.010908018867924528
firing up,0.027333527188136086
eat up,0.00685383980181668
bright up,0.0002831657935721365
jacking up,0.23837209302325582
let up,0.0016493990882718607
post up,0.0020022484265117386
sneaking up,0.12121212121212122
amounts up,0.0026690391459074734
choose up,0.0014250863505712423
established up,0.001013142712408184
painting up,0.0010195659562072146
paint up,0.0016612579199505486
cleaned up,0.16536767197560148
slice up,0.008111031002162941
lather up,0.06310679611650485
warming up,0.07580225498699046
grease up,0.003332323538321721
website up,0.0011613243372257886
grows up,0.05956012200995344
gobbled up,0.5857142857142857
captured up,0.0016673079389508785
broke up,0.05380710659898477
join up,0.005718675315807443
group up,0.0003949282893369362
winds up,0.04441985456844768
moved up,0.019499885294792383
hiked up,0.10319767441860465
acts up,0.001246623727404945
offered up,0.00669180519411546
checked up,0.003064443442992339
freeze up,0.015393963945716021
polish up,0.005282620179609086
mark up,0.006787082649151614
dredge up,0.06497175141242938
wrapping up,0.16268311488049345
snatches up,0.05263157894736842
totaled up,0.008849557522123894
woken up,0.6791979949874687
trend up,0.0009627727856225931
bunged up,0.7142857142857143
summing up,0.5423728813559322
locked up,0.08775029446407538
reviews up,0.0006265485717540512
land up,0.0012280462369154597
label up,0.0001375137513751375
using up,0.0013357971369414698
rest up,0.0018624097301406309
touching up,0.013285641287685232
bought up,0.003854170763361781
ate up,0.02000388424936881
wall up,0.0005661011552001698
legs up,0.004873830673689176
rearing up,0.017660044150110375
learning up,0.00011631814304546747
crisp up,0.012077750518965842
needs up,0.000215336578763199
scooped up,0.2552742616033755
firm up,0.0038374275230385704
reached up,0.004094215114878859
bumping up,0.0914179104477612
brightening up,0.1090146750524109
muscled up,0.009345794392523364
tone up,0.006072382803011902
earn up,0.01704203300012044
strike up,0.013282537067545305
levels up,0.0027580172708943584
bulked up,0.717948717948718
think up,0.0007192251806567303
turns up,0.017049066635843494
carrying up,0.0022172949002217295
draw up,0.020692974013474495
redeemed up,0.007377049180327869
sealing up,0.007993909402360106
rack up,0.025377449405717956
fined up,0.05516014234875445
sleep up,0.004022930705018606
coupled up,0.0019005384859043396
re up,0.001914951963522954
bump up,0.05489171023151606
checking up,0.006140691799455888
tore up,0.07158119658119658
review up,0.00036582105722285537
changed up,0.0019735485581313145
picks up,0.18982742960944596
name up,0.0006406851959569393
bike up,0.0024188296585728906
force up,0.0003926495994974085
flare up,0.1460843373493976
jumped up,0.047372142352109355
geared up,0.10637495284798189
measures up,0.0030575539568345324
scattered up,0.0009165902841429881
stored up,0.005489160644802668
mix up,0.016981367233750856
lay up,0.016630445053387507
sketch up,0.010212765957446808
performed up,0.0009637006103437199
struggling up,0.00111123458162018
dreamed up,0.06646525679758308
staying up,0.025974025974025976
pushing up,0.015490757615204374
dug up,0.12390414962010521
produce up,0.0030429392539163755
issue up,0.000655437847725021
dating up,0.0003524539607013834
rustle up,0.2608695652173913
tune up,0.0641124871001032
snuggled up,0.31048387096774194
covering up,0.017618323055978217
splitting up,0.06055461233729485
stick up,0.005769332557031705
parked up,0.034227926876701675
pump up,0.012879690291840381
straighten up,0.058091286307053944
glue up,0.005199928276851354
matches up,0.008729777350632708
stitching up,0.006509764646970456
stitch up,0.014301430143014302
weigh up,0.05282280603689212
places up,0.00045494870453356386
heights up,0.0021347971942665446
spool up,0.026615969581749048
mop up,0.10546500479386385
threw up,0.03863080684596577
linked up,0.014069759832471697
making up,0.006540040353440479
lifts up,0.02664092664092664
stayed up,0.024826539462272333
bags up,0.0013412017167381974
total up,0.0011155556263844843
fixed up,0.0048
brings up,0.022117105599590896
brace up,0.006118286879673691
rolling up,0.012040321075228672
cooking up,0.009027611044417768
spiced up,0.06606606606606606
pricked up,0.12931034482758622
crept up,0.16930022573363432
screw up,0.04768186958160573
filtered up,0.0010045203415369162
screen up,0.0006162921224660489
scroll up,0.025727069351230425
pointed up,0.00316147859922179
dolled up,0.8484848484848485
win up,0.002538497433504433
drawn up,0.0429664508534432
suit up,0.008012248022454708
answer up,0.0001867878712408941
beginning up,0.0004477218856992362
taped up,0.03232533889468196
perform up,0.0012742363191789786
temperatures up,0.011439007978467749
generate up,0.0022899306659881686
ratcheted up,0.8409090909090909
man up,0.0015098823034368387
target up,0.0005104185432054285
barking up,0.04363207547169811
ball up,0.005048663506577286
em up,0.03822083147071972
range up,0.0011112764796348663
crank up,0.09814126394052045
enable up,0.0003334921391138637
boost up,0.008867849046539538
pairs up,0.0040145985401459855
deliver up,0.0033170219054812966
releases up,0.002651560805110281
paired up,0.03766105054509415
added up,0.0027566702850939837
earning up,0.004619648906683092
pulling up,0.0337995337995338
cooked up,0.017982963508255338
eating up,0.004329351399021887
welling up,0.3359375
ramped up,0.8006756756756757
button up,0.006789208419804328
marry up,0.004654493376297888
occur up,0.001163534818779452
keeps up,0.011730745608647586
tip up,0.002983533191806759
shift up,0.0015147523709167544
facilitate up,0.00012029351617947793
hiding up,0.0016513328615239443
sell up,0.0019136721241760578
send up,0.0026638869585360204
dresses up,0.010262257696693273
scraping up,0.03482045701849837
fills up,0.08716513394642143
lightening up,0.023140495867768594
wiring up,0.002894076789504148
claim up,0.0015539787720635664
pays up,0.004004672117470382
pay up,0.004095082319511933
jack up,0.006635137996753018
sprint up,0.004168002564924655
require up,0.0009186267598111475
connecting up,0.0016489745439554778
top up,0.004263568161453362
shake up,0.0642009769713887
pipe up,0.0026970954356846473
piles up,0.0281437125748503
seat up,0.005718517299543342
seats up,0.008220537169584012
houses up,0.0011504601840736295
host up,0.0018266356692128861
construct up,0.003903345724907063
topped up,0.02905793077919674
producing up,0.002594488465044527
buzzed up,0.014018691588785047
tacking up,0.031578947368421054
winding up,0.12111233077204538
packages up,0.0010579611577117812
dialed up,0.08244680851063829
plants up,0.0008526893823118114
achieve up,0.000722739181497877
yield up,0.0036068530207394047
yields up,0.0063805104408352666
shaped up,0.0026896606281148643
stocked up,0.06072026800670017
leads up,0.005574087078651685
age up,0.0005223996498510455
raise up,0.012263489838822705
polishing up,0.010610079575596816
balls up,0.001810422863054442
tightened up,0.09510869565217392
travels up,0.006989247311827957
blew up,0.14048729911871435
posts up,0.0013193636010865348
livened up,0.7142857142857143
bounced up,0.02109300095877277
spicing up,0.547945205479452
switches up,0.0036540803897685747
dive up,0.0005780346820809249
racing up,0.0016586248492159229
toning up,0.029503105590062112
cues up,0.0031665611146295125
bundle up,0.02162478082992402
touch up,0.010103223293407343
display up,0.0010762646109178284
moves up,0.012040557667934094
cleared up,0.059636044727033544
spend up,0.0027061408581010755
throughput up,0.007508532423208191
dried up,0.05424460431654676
buying up,0.0038397709153623377
faces up,0.007639552044448303
pieces up,0.0006709771867756496
sucking up,0.08791208791208792
boning up,0.07446808510638298
grind up,0.014579439252336448
scraped up,0.028169014084507043
driving up,0.0068318940021294215
revving up,0.2896551724137931
mooring up,0.006741573033707865
puts up,0.013757989383598743
staircase up,0.006334841628959276
divide up,0.01963927855711423
measure up,0.013464058193647495
throw up,0.019591415866469033
bending up,0.0009394081728511038
tunnel up,0.001012555690562981
banging up,0.005042016806722689
haul up,0.004054897067997504
folds up,0.0655307994757536
applying up,0.00015144631228229593
delivering up,0.0022907488986784142
brightens up,0.25161290322580643
bringing up,0.019188376753507014
packed up,0.034655432795485254
mind up,0.0011652474550227288
lifting up,0.025097360450021637
well up,0.00033791499457005563
heats up,0.35508849557522126
gaze up,0.008853910477127398
chop up,0.04795877923107412
water up,0.000784716655187598
blend up,0.0022276516240298935
scheme up,0.0008492846410139152
pluck up,0.05277777777777778
follows up,0.011450381679389313
present up,0.0003318328716528162
stuff up,0.006175656353624776
booting up,0.1252371916508539
game up,0.001044103189938642
invest up,0.003798947983635301
bumped up,0.13618677042801555
lets up,0.0024958402662229617
blog up,0.0007601210112649934
breaks up,0.0195094124358243
curled up,0.383448275862069
beating up,0.016933638443935927
walking up,0.011289475658240192
messing up,0.17857142857142858
notch up,0.007377208309066201
draws up,0.008668849932575612
tucked up,0.024586689275116574
establish up,0.00089126559714795
foaming up,0.004098360655737705
speak up,0.025107604017216643
cooks up,0.024710830704521555
creep up,0.12534059945504086
coached up,0.0078003120124804995
liven up,0.7761194029850746
cranked up,0.2702702702702703
wheels up,0.002536295259751618
plump up,0.06738131699846861
drum up,0.024434840425531915
provides up,0.002217899755675214
inch up,0.000870033558437254
conjures up,0.6133333333333333
priced up,0.001506348181622552
chalked up,0.3612565445026178
tack up,0.005741626794258373
pressing up,0.0025343953656770456
outputs up,0.0014992503748125937
control up,0.0004619983694175197
oil up,0.000384736936119928
snatched up,0.12854030501089325
boiled up,0.00466804979253112
pressed up,0.004675876726886291
locking up,0.034227039361095266
jumps up,0.04111755403268318
soaks up,0.35546875
scuffed up,0.14634146341463414
cosy up,0.01481859989780276
research up,0.00012431535148337464
beat up,0.021763024840624312
harden up,0.020737327188940093
knees up,0.013596004439511655
thumb up,0.010150891632373114
ventured up,0.020524515393386546
tablet up,0.0008061265618702137
orders up,0.0011327259295739966
com up,0.0005625899595958119
screwing up,0.21951219512195122
scrolling up,0.0137524557956778
tricked up,0.01092896174863388
queueing up,0.14285714285714285
totalling up,0.0171990171990172
plays up,0.002565125691158867
buy up,0.0013810131614739177
fab up,0.0009523809523809524
measured up,0.003960194963444354
finished up,0.012884168185532022
claims up,0.0009545992592309749
rises up,0.03743961352657005
stirring up,0.03311065930874237
amp up,0.01670445054289464
bandaged up,0.06666666666666667
served up,0.008988035598514764
thread up,0.0013386880856760374
cropping up,0.18037974683544303
drawing up,0.014018691588785047
class up,0.00045505460655278633
loosens up,0.1937984496124031
cash up,0.0008476906158357771
create up,0.0006608738220536042
carry up,0.0035736330853448554
enjoy up,0.0008971156029979559
matched up,0.03225806451612903
messes up,0.13664596273291926
crops up,0.014072494669509595
means up,0.0003217229208656239
adjust up,0.0018270987594961054
monitor up,0.001179311506710844
ripped up,0.033315128345166575
eliminates up,0.0034883720930232558
price up,0.0010453202481123763
revised up,0.006293965198074787
acting up,0.0121901994025995
reduce up,0.00025370407956159933
own up,0.0006714372436121485
roasted up,0.0004765308553728854
upgrade up,0.00044732721986132855
service up,0.00023738526378916857
continue up,0.0010881054529627556
sweeten up,0.06109324758842444
choked up,0.14505494505494507
ganging up,0.7647058823529411
creeping up,0.13745271122320302
trading up,0.0035012119579854563
front up,0.00020130715445626938
train up,0.002608144863817579
leveling up,0.0943952802359882
tag up,0.0007395902669920864
holed up,0.5244444444444445
powered up,0.013728150690398276
strung up,0.06366459627329192
rock up,0.0016120514744712192
vacuum up,0.0028098195800059155
blazing up,0.003913894324853229
sealed up,0.010290916287354047
tidying up,0.4897959183673469
balled up,0.23076923076923078
frowned up,0.006787330316742082
impact up,0.00010831693535284242
passing up,0.004136429608127721
time up,0.0003888595923128893
views up,0.0008393173552177563
hitch up,0.01170671595810228
walled up,0.013169446883230905
jumbled up,0.17256637168141592
trim up,0.0018305439330543933
remove up,0.0010159532112358934
snapped up,0.14166130070830651
saving up,0.01065602525872654
becoming up,0.000231000231000231
meaning up,0.00018356033628253606
said up,0.00013526753725341093
observe up,0.0018967026553837175
wait up,0.0025100401606425703
remained up,0.0010762156344780354
feature up,0.0004311141220668843
weighing up,0.0563922942206655
developed up,0.00025967281225655674
frozen up,0.0022056120573459136
washed up,0.04989839692932942
gives up,0.006161480409386954
shoots up,0.01905972045743329
submit up,0.0024112805996750015
stop up,0.0008054023914255622
fly up,0.004453663595875785
flip up,0.017266419235113763
sewn up,0.043010752688172046
results up,0.00037024534198691074
greening up,0.06
shaking up,0.03525913338997451
saves up,0.004579701580735707
redeem up,0.0015159171298635675
rolls up,0.01234953884633422
hole up,0.0020108168076549715
paid up,0.006351952545724172
flown up,0.004410838059231254
buckled up,0.10606060606060606
record up,0.001293817975983504
steamed up,0.012628255722178374
hype up,0.009923319801533603
stepping up,0.12351029252437704
stretching up,0.0034413535990823058
study up,0.0006003232509812976
puddle up,0.0018796992481203006
carries up,0.0041120925982333235
hop up,0.008171603677221655
amped up,0.5698324022346368
snow up,0.0017874875868917578
supports up,0.009208712434518887
submitted up,0.00042765502494654313
reaches up,0.006940639269406392
spring up,0.0035530789090258428
book up,0.0011791078540922583
ratchet up,0.10964083175803403
folded up,0.04632050803137841
walks up,0.010063217649335569
cast up,0.0010280272697759983
providing up,0.0012059352989496129
dance up,0.00028629856850715746
burst up,0.0030386740331491712
scrambles up,0.027777777777777776
flame up,0.0021301775147928993
ranking up,0.001288659793814433
hidden up,0.0005173305742369374
sticking up,0.02522212668386357
straightening up,0.01584507042253521
pacing up,0.010638297872340425
sneaked up,0.058823529411764705
reach up,0.005086780919113634
beaten up,0.04766160262138815
whizz up,0.051470588235294115
choke up,0.01556420233463035
slicing up,0.027649769585253458
