Model,Parameter,Estimate,Est.Error,Q2.5,Q97.5,% > 0
OLMo-3 7B,Intercept,12.340327790039968,0.03965217124897965,12.260811051290018,12.418649515558926,100
OLMo-3 7B,c_log_freq,-0.484774642314643,0.04203057545555797,-0.5669577835459841,-0.40271781260464934,0
OLMo-3 7B,c_log_predic,-1.0412068354681507,0.03971849218460555,-1.1202326081160912,-0.964181637284984,0
OLMo-3 7B,c_log_freq:c_log_predic,-0.0523116395414802,0.039246290440060144,-0.12899268467209235,0.025294922240230652,9.3
BabyLM 125M,Intercept,12.262531552081544,0.06913532859802926,12.128085152393133,12.40088993898787,100
BabyLM 125M,c_log_freq,-0.45325927959209766,0.07013045396184836,-0.5911171118229238,-0.31834200551053415,0
BabyLM 125M,c_log_ftp,0.10574034999721638,0.07063765446245694,-0.03295958887725109,0.24439090061300514,93.2
BabyLM 125M,c_log_freq:c_log_ftp,-0.17331340205296455,0.07375740226852213,-0.31815648701325017,-0.030419904722816964,0.9
BabyLM 350M,Intercept,12.695574138529905,0.062249290226409765,12.573526429761262,12.818251622873596,100
BabyLM 350M,c_log_freq,-0.48354521767419656,0.0616243886947548,-0.6006677013650846,-0.3606954150754554,0
BabyLM 350M,c_log_ftp,0.00410314979487911,0.062293162563995044,-0.11557911577379261,0.12711031988657764,52.2
BabyLM 350M,c_log_freq:c_log_ftp,-0.12072962282854291,0.06515722040830352,-0.24876474034768067,0.009296050237602929,3.4
BabyLM 1.3B,Intercept,10.975783510023655,0.048967045679524535,10.879307343041987,11.07144026640195,100
BabyLM 1.3B,c_log_freq,-0.21550277773039578,0.04942731585773457,-0.3134643079410257,-0.11871329047340805,0
BabyLM 1.3B,c_log_ftp,-0.07377848270842344,0.048312210806104636,-0.16861663794187637,0.021616922591541462,6.2
BabyLM 1.3B,c_log_freq:c_log_ftp,-0.03505777399691846,0.05200526354092313,-0.13748000561084156,0.06856592706711533,24.5
