Model,Predictor,edf,f_stat,p_value
OLMo-3 7B,Frequency,23.208153138041805,52988.01597590954,0
BabyLM 125M,Frequency,18.334462845583946,543.5870994285368,0
BabyLM 350M,Frequency,21.436674844590797,6564.499221556427,0
BabyLM 1.3B,Frequency,20.683416912354257,20878.027517004535,0
OLMo-3 7B,Predictability,23.128676602085505,54126.20708944717,0
BabyLM 125M,Predictability,22.1528637706519,517.3426676636823,0
BabyLM 350M,Predictability,22.29845724429867,6379.067628527108,0
BabyLM 1.3B,Predictability,21.512899159393992,20339.52160598768,0
