Model,Parameter,Estimate,Est.Error,Q2.5,Q97.5,% > 0
OLMo-3 7B,Intercept,9.779279436667835,0.00978831480143739,9.760325362945876,9.798811573627063,100
OLMo-3 7B,c_log_freq,-0.07858404959008591,0.008256684659644851,-0.0947044376970062,-0.06280176437787778,0
OLMo-3 7B,Ic_log_freqE2,-0.041323152805315753,0.004712984894564186,-0.05071205692454395,-0.0320910654678267,0
OLMo-3 7B,c_log_predic,0.024342868152514054,0.008448789379378202,0.0077527116200960255,0.04086770848915793,99.9
OLMo-3 7B,Ic_log_predicE2,-0.004139604957163333,0.006003677387092158,-0.01601728061424092,0.007743738025135728,24.4
OLMo-3 7B,c_log_freq:c_log_predic,0.007547101950837419,0.00907005879683324,-0.009927605773431358,0.02548912921496275,79.5
BabyLM 125M,Intercept,12.28890174988526,0.06352767587730164,12.166935980771232,12.414387456652506,100
BabyLM 125M,c_log_freq,0.1703366669612114,0.0451096133798276,0.0836235144822605,0.2610350746322569,100
BabyLM 125M,Ic_log_freqE2,-0.026355440317188478,0.03495582199783895,-0.09407530377664047,0.04297790121910505,22.6
BabyLM 125M,c_log_ftp,-0.16843517143753534,0.044705504854010585,-0.2571764105400206,-0.08197480392759857,0
BabyLM 125M,Ic_log_ftpE2,0.14233552385253812,0.02911466870820301,0.08537213500169752,0.20033845389209634,100
BabyLM 125M,c_log_freq:c_log_ftp,-0.11884895939102845,0.049006635319296034,-0.21442364407253053,-0.024936251191718897,0.7
BabyLM 350M,Intercept,14.470924050980113,0.022786019981640416,14.427257802802085,14.515981151490209,100
BabyLM 350M,c_log_freq,-0.06636815755720944,0.016019832029397066,-0.09759215064880089,-0.03509863757031369,0
BabyLM 350M,Ic_log_freqE2,0.0033062340732957904,0.012510114100552586,-0.02113296793655601,0.027863300058093673,60.5
BabyLM 350M,c_log_ftp,0.0481379994605704,0.01581019030346155,0.017691657760010596,0.07883200564623243,99.9
BabyLM 350M,Ic_log_ftpE2,-0.00368648108263752,0.010358600496790566,-0.023887037457169562,0.01661984118892445,36.6
BabyLM 350M,c_log_freq:c_log_ftp,-0.0027173708308579556,0.01737411411252276,-0.03672151963566586,0.03149509727954282,43.8
BabyLM 1.3B,Intercept,17.65432848745902,0.055012737094805766,17.545853128086378,17.761683276616818,100
BabyLM 1.3B,c_log_freq,-0.026728336035337804,0.038487347632414966,-0.1024136014432295,0.04942641559384506,24.3
BabyLM 1.3B,Ic_log_freqE2,-0.11467351002925777,0.030507336589205618,-0.17475549075067354,-0.055456499065019246,0
BabyLM 1.3B,c_log_ftp,-0.017359088130613636,0.03879116849499197,-0.09419082988978218,0.05772012549779048,33.1
BabyLM 1.3B,Ic_log_ftpE2,-0.011660872953307764,0.024979996397571133,-0.060992071081972854,0.036076877674064756,32.1
BabyLM 1.3B,c_log_freq:c_log_ftp,0.033778590549611395,0.04250883981005236,-0.050317752314256226,0.11676616318751788,78.3
