layer,log_freq,fit,panel
0,8.225235324101668,17.463241847021806,OLMo-3 7B
1,8.225235324101668,16.26199265587699,OLMo-3 7B
2,8.225235324101668,15.093106885349217,OLMo-3 7B
3,8.225235324101668,13.98894795605553,OLMo-3 7B
4,8.225235324101668,12.98187928861297,OLMo-3 7B
5,8.225235324101668,12.10426430363858,OLMo-3 7B
6,8.225235324101668,11.388466421749403,OLMo-3 7B
7,8.225235324101668,10.86684906356248,OLMo-3 7B
8,8.225235324101668,10.571595716098072,OLMo-3 7B
9,8.225235324101668,10.513117901165538,OLMo-3 7B
10,8.225235324101668,10.659542745329933,OLMo-3 7B
11,8.225235324101668,10.97413916804313,OLMo-3 7B
12,8.225235324101668,11.420176088757016,OLMo-3 7B
13,8.225235324101668,11.960922426923462,OLMo-3 7B
14,8.225235324101668,12.55964710199435,OLMo-3 7B
15,8.225235324101668,13.179619033421556,OLMo-3 7B
16,8.225235324101668,13.78458963354782,OLMo-3 7B
17,8.225235324101668,14.349407651205652,OLMo-3 7B
18,8.225235324101668,14.860019171717333,OLMo-3 7B
19,8.225235324101668,15.302852773296008,OLMo-3 7B
20,8.225235324101668,15.66433703415482,OLMo-3 7B
21,8.225235324101668,15.930900532506907,OLMo-3 7B
22,8.225235324101668,16.088971846565418,OLMo-3 7B
23,8.225235324101668,16.124979554543494,OLMo-3 7B
24,8.225235324101668,16.027567816931953,OLMo-3 7B
25,8.225235324101668,15.804664565897735,OLMo-3 7B
26,8.225235324101668,15.474126824555896,OLMo-3 7B
27,8.225235324101668,15.053893674624376,OLMo-3 7B
28,8.225235324101668,14.561904197821113,OLMo-3 7B
29,8.225235324101668,14.016097475864038,OLMo-3 7B
30,8.225235324101668,13.434412590471089,OLMo-3 7B
31,8.225235324101668,12.834788623360206,OLMo-3 7B
0,8.359405582862589,17.425742471679552,OLMo-3 7B
1,8.359405582862589,16.22453345392904,OLMo-3 7B
2,8.359405582862589,15.055771787326872,OLMo-3 7B
3,8.359405582862589,13.9519048230214,OLMo-3 7B
4,8.359405582862589,12.945379912160961,OLMo-3 7B
5,8.359405582862589,12.068644405893906,OLMo-3 7B
6,8.359405582862589,11.35414565536858,OLMo-3 7B
7,8.359405582862589,10.834331011733326,OLMo-3 7B
8,8.359405582862589,10.541467225814529,OLMo-3 7B
9,8.359405582862589,10.48596840948101,OLMo-3 7B
10,8.359405582862589,10.635807598940223,OLMo-3 7B
11,8.359405582862589,10.954081621706608,OLMo-3 7B
12,8.359405582862589,11.403887305294605,OLMo-3 7B
13,8.359405582862589,11.948321477218656,OLMo-3 7B
14,8.359405582862589,12.550480964993202,OLMo-3 7B
15,8.359405582862589,13.173462596132683,OLMo-3 7B
16,8.359405582862589,13.78084962356994,OLMo-3 7B
17,8.359405582862589,14.347413084860959,OLMo-3 7B
18,8.359405582862589,14.859111802184879,OLMo-3 7B
19,8.359405582862589,15.302391023139231,OLMo-3 7B
20,8.359405582862589,15.663695995321554,OLMo-3 7B
21,8.359405582862589,15.929471966329377,OLMo-3 7B
22,8.359405582862589,16.08616418376024,OLMo-3 7B
23,8.359405582862589,16.12021789521167,OLMo-3 7B
24,8.359405582862589,16.020297785275577,OLMo-3 7B
25,8.359405582862589,15.794385860531893,OLMo-3 7B
26,8.359405582862589,15.460410493350139,OLMo-3 7B
27,8.359405582862589,15.036382257469992,OLMo-3 7B
28,8.359405582862589,14.540311726631128,OLMo-3 7B
29,8.359405582862589,13.990209474573227,OLMo-3 7B
30,8.359405582862589,13.40408607503597,OLMo-3 7B
31,8.359405582862589,12.799952101759033,OLMo-3 7B
0,8.49357584162351,17.39049493214202,OLMo-3 7B
1,8.49357584162351,16.188848862689863,OLMo-3 7B
2,8.49357584162351,15.019738405043096,OLMo-3 7B
3,8.49357584162351,13.91569917100713,OLMo-3 7B
4,8.49357584162351,12.909266772387358,OLMo-3 7B
5,8.49357584162351,12.032976820989175,OLMo-3 7B
6,8.49357584162351,11.319364928617981,OLMo-3 7B
7,8.49357584162351,10.800966707079173,OLMo-3 7B
8,8.49357584162351,10.510136465741752,OLMo-3 7B
9,8.49357584162351,10.457290919170664,OLMo-3 7B
10,8.49357584162351,10.61024070937752,OLMo-3 7B
11,8.49357584162351,10.93190131259121,OLMo-3 7B
12,8.49357584162351,11.38518820504062,OLMo-3 7B
13,8.49357584162351,11.933016862954647,OLMo-3 7B
14,8.49357584162351,12.538302762562173,OLMo-3 7B
15,8.49357584162351,13.16396138009209,OLMo-3 7B
16,8.49357584162351,13.773399171330517,OLMo-3 7B
17,8.49357584162351,14.341315121879843,OLMo-3 7B
18,8.49357584162351,14.85370074715873,OLMo-3 7B
19,8.49357584162351,15.297038542143063,OLMo-3 7B
20,8.49357584162351,15.657811001808739,OLMo-3 7B
21,8.49357584162351,15.92250062113164,OLMo-3 7B
22,8.49357584162351,16.077589895087662,OLMo-3 7B
23,8.49357584162351,16.10956131865269,OLMo-3 7B
24,8.49357584162351,16.007118131319224,OLMo-3 7B
25,8.49357584162351,15.778292274853904,OLMo-3 7B
26,8.49357584162351,15.441067916449647,OLMo-3 7B
27,8.49357584162351,15.013511473096273,OLMo-3 7B
28,8.49357584162351,14.513689361783605,OLMo-3 7B
29,8.49357584162351,13.95966799950147,OLMo-3 7B
30,8.49357584162351,13.369513803239686,OLMo-3 7B
31,8.49357584162351,12.76129318998808,OLMo-3 7B
0,8.627746100384432,17.357538638689533,OLMo-3 7B
1,8.627746100384432,16.15496994033223,OLMo-3 7B
2,8.627746100384432,14.985029520346389,OLMo-3 7B
3,8.627746100384432,13.88034565710348,OLMo-3 7B
4,8.627746100384432,12.87354662897496,OLMo-3 7B
5,8.627746100384432,11.997260714332295,OLMo-3 7B
6,8.627746100384432,11.284116191546953,OLMo-3 7B
7,8.627746100384432,10.766741338990393,OLMo-3 7B
8,8.627746100384432,10.477582394474634,OLMo-3 7B
9,8.627746100384432,10.427058688118557,OLMo-3 7B
10,8.627746100384432,10.582810018570905,OLMo-3 7B
11,8.627746100384432,10.907561089375339,OLMo-3 7B
12,8.627746100384432,11.364036604075523,OLMo-3 7B
13,8.627746100384432,11.914961266215121,OLMo-3 7B
14,8.627746100384432,12.523059779337794,OLMo-3 7B
15,8.627746100384432,13.151056846987204,OLMo-3 7B
16,8.627746100384432,13.76217333889344,OLMo-3 7B
17,8.627746100384432,14.33104194707429,OLMo-3 7B
18,8.627746100384432,14.843707185835258,OLMo-3 7B
19,8.627746100384432,15.286709735668268,OLMo-3 7B
20,8.627746100384432,15.646590277065238,OLMo-3 7B
21,8.627746100384432,15.909889490518092,OLMo-3 7B
22,8.627746100384432,16.063148056518756,OLMo-3 7B
23,8.627746100384432,16.09290665555915,OLMo-3 7B
24,8.627746100384432,15.987925428396117,OLMo-3 7B
25,8.627746100384432,15.756282040314463,OLMo-3 7B
26,8.627746100384432,15.416000626675107,OLMo-3 7B
27,8.627746100384432,14.985187525070998,OLMo-3 7B
28,8.627746100384432,14.481949073095091,OLMo-3 7B
29,8.627746100384432,13.924391608340331,OLMo-3 7B
30,8.627746100384432,13.330621468399668,OLMo-3 7B
31,8.627746100384432,12.718744990866057,OLMo-3 7B
0,8.761916359145353,17.326913001602396,OLMo-3 7B
1,8.761916359145353,16.122927745028917,OLMo-3 7B
2,8.761916359145353,14.951667915085245,OLMo-3 7B
3,8.761916359145353,13.845858938401193,OLMo-3 7B
4,8.761916359145353,12.83822624160657,OLMo-3 7B
5,8.761916359145353,11.961495251331183,OLMo-3 7B
6,8.761916359145353,11.248391394204843,OLMo-3 7B
7,8.761916359145353,10.731640096857358,OLMo-3 7B
8,8.761916359145353,10.443783970608065,OLMo-3 7B
9,8.761916359145353,10.395244974208753,OLMo-3 7B
10,8.761916359145353,10.553483468449464,OLMo-3 7B
11,8.761916359145353,10.881023800737402,OLMo-3 7B
12,8.761916359145353,11.34039031847977,OLMo-3 7B
13,8.761916359145353,11.894107369083766,OLMo-3 7B
14,8.761916359145353,12.504699299956593,OLMo-3 7B
15,8.761916359145353,13.134690458505455,OLMo-3 7B
16,8.761916359145353,13.747107188322595,OLMo-3 7B
17,8.761916359145353,14.316521745256289,OLMo-3 7B
18,8.761916359145353,14.829052297410842,OLMo-3 7B
19,8.761916359145353,15.271319009075599,OLMo-3 7B
20,8.761916359145353,15.629942044539911,OLMo-3 7B
21,8.761916359145353,15.891541568093125,OLMo-3 7B
22,8.761916359145353,16.042737744024585,OLMo-3 7B
23,8.761916359145353,16.070150736623646,OLMo-3 7B
24,8.761916359145353,15.962616249839483,OLMo-3 7B
25,8.761916359145353,15.728253388364271,OLMo-3 7B
26,8.761916359145353,15.385110156847214,OLMo-3 7B
27,8.761916359145353,14.951316616961952,OLMo-3 7B
28,8.761916359145353,14.445002830382126,OLMo-3 7B
29,8.761916359145353,13.884298858781376,OLMo-3 7B
30,8.761916359145353,13.287334763833345,OLMo-3 7B
31,8.761916359145353,12.672240607211672,OLMo-3 7B
0,8.896086617906274,17.298657431160933,OLMo-3 7B
1,8.896086617906274,16.0927533349527,OLMo-3 7B
2,8.896086617906274,14.919676371108167,OLMo-3 7B
3,8.896086617906274,13.812253671991032,OLMo-3 7B
4,8.896086617906274,12.803312369964992,OLMo-3 7B
5,8.896086617906274,11.925679597393747,OLMo-3 7B
6,8.896086617906274,11.212182486640998,OLMo-3 7B
7,8.896086617906274,10.69564817007044,OLMo-3 7B
8,8.896086617906274,10.408720152736931,OLMo-3 7B
9,8.896086617906274,10.36182303532531,OLMo-3 7B
10,8.896086617906274,10.522229000942287,OLMo-3 7B
11,8.896086617906274,10.85225229535581,OLMo-3 7B
12,8.896086617906274,11.314207164333821,OLMo-3 7B
13,8.896086617906274,11.870407853644272,OLMo-3 7B
14,8.896086617906274,12.483168609055104,OLMo-3 7B
15,8.896086617906274,13.114803676334267,OLMo-3 7B
16,8.896086617906274,13.728135781681871,OLMo-3 7B
17,8.896086617906274,14.297682701237829,OLMo-3 7B
18,8.896086617906274,14.809657261081856,OLMo-3 7B
