Model,Predictor,edf,f_stat,p_value
OLMo-3 7B,Frequency,23.478759219760047,39510.17279760645,0
BabyLM 125M,Frequency,21.523161629121333,3529.762261538029,0
BabyLM 350M,Frequency,21.62373562258796,26424.27361247558,0
BabyLM 1.3B,Frequency,21.00310563402281,28461.840055222132,0
OLMo-3 7B,Predictability,23.442576865484813,41912.50341069621,0
BabyLM 125M,Predictability,22.51638247392472,3421.2204024333596,0
BabyLM 350M,Predictability,22.982290451085156,25267.09134493039,0
BabyLM 1.3B,Predictability,22.468693136058743,27285.85447098928,0
