layer,fit_low,fit_high,se_low,se_high,diff,se_diff,lo95,hi95,lo80,hi80,panel
0,10.028051075060784,9.749995314981541,0.06132050489478749,0.07167877727572222,-0.2780557600792424,0.09432948336704834,-0.4629415474786571,-0.09316997267982763,-0.39879749878906423,-0.1573140213694205,OLMo-3 7B
1,10.007997291707031,9.398725767648646,0.06057399521014103,0.07058311046602914,-0.6092715240583857,0.09301174323050751,-0.7915745407901804,-0.426968507326591,-0.7283265553934353,-0.49021649272333606,OLMo-3 7B
2,10.002354912812397,9.068476330752258,0.060081252285756656,0.06987301783281842,-0.9338785820601387,0.09215202383719036,-1.1144965487810319,-0.7532606153392456,-1.0518331725717425,-0.8159239915485351,OLMo-3 7B
3,10.025535342835994,8.780267114728884,0.05982538121320375,0.06952316338544148,-1.2452682281071095,0.09171993504371852,-1.4250393007927977,-1.0654971554214212,-1.3626697449630691,-1.1278667112511498,OLMo-3 7B
4,10.09194998623694,8.55511823001504,0.05976005799409535,0.06946158279695348,-1.5368317562219005,0.09163064998195562,-1.7164278301865334,-1.3572356822572675,-1.6541189881988037,-1.4195445242449973,OLMo-3 7B
5,10.216010247474351,8.414049787047226,0.05981769143343427,0.06958276895537469,-1.801960460427125,0.09176011085391413,-1.9818102777007969,-1.6221106431534533,-1.9194134023201352,-1.684507518534115,OLMo-3 7B
6,10.412127531007341,8.378081896261957,0.05992108863472411,0.06976639525331371,-2.034045634745384,0.09196676992159754,-2.214300503791715,-1.8537907656990529,-2.151763100245029,-1.9163281692457392,OLMo-3 7B
7,10.694713241295029,8.468234668095738,0.05999753671474793,0.06989939905051862,-2.226478573199291,0.09211748150845836,-2.4070288369558694,-2.0459283094427123,-2.3443889495301176,-2.108568196868464,OLMo-3 7B
8,11.078083536606963,8.705378087888674,0.05999492888130507,0.06990064461593391,-2.372705448718289,0.09211672817244403,-2.5532542359362793,-2.1921566615002988,-2.4906148607790173,-2.254796036657561,OLMo-3 7B
9,11.565029786275417,9.09221700431597,0.05991182937006156,0.0697680313116831,-2.4728127819594476,0.09196197851055274,-2.653058259840131,-2.2925673040787644,-2.590524114452955,-2.3551014494659404,OLMo-3 7B
10,12.135960505085052,9.596176868397858,0.05980425546450157,0.06959010536789204,-2.5397836366871935,0.09175691656097475,-2.719627193146704,-2.359940080227683,-2.6572324898852413,-2.4223347834891458,OLMo-3 7B
11,12.76871256070229,10.180629753551663,0.05973106674628338,0.06946016496805117,-2.588082807150627,0.09161066996828396,-2.767639720288464,-2.4085258940127905,-2.7053444647100306,-2.470821149591224,OLMo-3 7B
12,13.44112282079356,10.808947733194708,0.05972772201485541,0.06943566107143076,-2.632175087598851,0.09158991104652547,-2.8116913132500407,-2.4526588619476613,-2.749410173738404,-2.514940001459298,OLMo-3 7B
13,14.13102815302528,11.444502880744317,0.05979451454754671,0.0695198847198586,-2.6865252722809636,0.09169731916168108,-2.8662520178378585,-2.5067985267240687,-2.8038978408079154,-2.569152703754012,OLMo-3 7B
14,14.816265425063879,12.050667269617806,0.05989664301346784,0.06966198380616705,-2.7655981554460727,0.09187164868496421,-2.9456665868686027,-2.5855297240235426,-2.883193865762827,-2.6480024451293183,OLMo-3 7B
15,15.474671504575781,12.590812973232506,0.05997612719091013,0.06977543144726418,-2.883858531343275,0.0920094922628752,-3.0641971361785107,-2.7035199265080396,-3.0016306814397553,-2.766086381246795,OLMo-3 7B
16,16.084383669299555,13.029284673221305,0.05997612719091014,0.06977543144726418,-3.05509899607825,0.09200949226287522,-3.2354376009134858,-2.8747603912430146,-3.1728711461747303,-2.93732684598177,OLMo-3 7B
17,16.63044862863312,13.35279704017525,0.05989664301346783,0.06966198380616698,-3.277651588457868,0.09187164868496416,-3.4577200198803975,-3.0975831570353383,-3.395247298774622,-3.160055878141114,OLMo-3 7B
18,17.10482252363375,13.57043473364354,0.05979451454754669,0.06951988471985851,-3.5343877899902107,0.091697319161681,-3.7141145355471057,-3.354661044433316,-3.6517603585171625,-3.417015221463259,OLMo-3 7B
19,17.49976190543086,13.692255021390935,0.059727722014855385,0.06943566107143068,-3.807506884039924,0.09158991104652539,-3.9870231096911137,-3.6279906583887342,-3.9247419701794763,-3.6902717979003716,OLMo-3 7B
20,17.807523325153866,13.728315171182205,0.059731066746283354,0.06946016496805106,-4.079208153971662,0.09161066996828386,-4.258765067109498,-3.8996512408338253,-4.196469811531065,-3.961946496412258,OLMo-3 7B
21,18.02036333393219,13.688672450782114,0.05980425546450153,0.06959010536789192,-4.331690883150074,0.09175691656097464,-4.5115344396095844,-4.1518473266905636,-4.449139736348122,-4.214242029952026,OLMo-3 7B
22,18.13053848289523,13.583384127955433,0.05991182937006151,0.06976803131168297,-4.547154354939796,0.09196197851055261,-4.7273998328204785,-4.366908877059113,-4.664865687433303,-4.429443022446288,OLMo-3 7B
23,18.130305323172422,13.422507470466925,0.05999492888130502,0.06990064461593377,-4.707797852705497,0.0921167281724439,-4.888346639923487,-4.527249065487506,-4.8257072647662245,-4.589888440644769,OLMo-3 7B
24,18.013554371756776,13.215782867374715,0.05999753671474789,0.06989939905051848,-4.797771504382061,0.09211748150845823,-4.978321768138639,-4.617221240625482,-4.915681880712887,-4.679861128051234,OLMo-3 7B
25,17.788397700380035,12.970192689364296,0.05992108863472408,0.0697663952533136,-4.818205011015738,0.09196676992159743,-4.998459880062069,-4.637950141969408,-4.935922476515383,-4.7004875455160935,OLMo-3 7B
26,17.470269968533035,12.691299221065464,0.05981769143343427,0.06958276895537457,-4.7789707474675716,0.09176011085391406,-4.958820564741243,-4.5991209301939,-4.8964236893605815,-4.661517805574562,OLMo-3 7B
27,17.07466635296082,12.38465301085962,0.05976005799409536,0.06946158279695337,-4.690013342101199,0.09163064998195554,-4.869609416065832,-4.510417268136567,-4.807300574078102,-4.572726110124297,OLMo-3 7B
28,16.61708203040843,12.055804607128167,0.05982538121320379,0.06952316338544141,-4.561277423280263,0.09171993504371849,-4.741048495965951,-4.381506350594575,-4.678678940136223,-4.443875906424303,OLMo-3 7B
29,16.113012177620913,11.710304558252506,0.06008125228575671,0.06987301783281838,-4.402707619368407,0.09215202383719036,-4.5833255860893,-4.222089652647513,-4.52066220988001,-4.284753028856803,OLMo-3 7B
30,15.577951971343307,11.353703412614042,0.06057399521014112,0.07058311046602911,-4.224248558729265,0.09301174323050755,-4.40655157546106,-4.04194554199747,-4.343303590064314,-4.105193527394215,OLMo-3 7B
31,15.02739658832066,10.991551718594176,0.06132050489478758,0.07167877727572224,-4.035844869726484,0.09432948336704841,-4.220730657125898,-3.8509590823270687,-4.156586608436306,-3.9151031310166617,OLMo-3 7B
0,12.06133566512861,11.722023198817089,0.0994978411989248,0.09643017800868205,-0.33931246631152057,0.13855901137794166,-0.6108881286122863,-0.06773680401075494,-0.5166680008752859,-0.16195693174775525,BabyLM 125M
1,12.313479620895547,12.41156361378846,0.09533457608114024,0.09248229460300345,0.09808399289291181,0.1328218965818793,-0.1622469244075716,0.3584149101933952,-0.07192803473189369,0.2680960205177173,BabyLM 125M
2,12.452049826356212,12.902286751613326,0.09619220088548008,0.0932863900006995,0.4502369252571139,0.13399735098335028,0.18760211732974735,0.7128717331844805,0.2787203159984255,0.6217535345158023,BabyLM 125M
3,12.364307065510776,12.996914182472104,0.0964546591533632,0.09352880480412437,0.6326071169613279,0.13435452579083249,0.3692722464112962,0.8959419875113596,0.4606333239490623,0.8045809099735934,BabyLM 125M
4,12.038490773438864,12.684368003101362,0.09530180488419118,0.09244030857497153,0.6458772296624975,0.13276914047933128,0.3856497143230082,0.9061047450019868,0.47593272984895346,0.8158217294760415,BabyLM 125M
5,11.658955947233917,12.315199432061625,0.09616227466904424,0.09326477303552462,0.6562434848277086,0.13396081874523097,0.39368028008705586,0.9188066895683613,0.4847736368338129,0.8277133328216042,BabyLM 125M
6,11.426180002249968,12.26627074413308,0.09616227466904423,0.0932647730355246,0.8400907418831114,0.13396081874523094,0.5775275371424587,1.102653946623764,0.6686208938892158,1.011560589877007,BabyLM 125M
7,11.393210169534406,12.56397431713658,0.09530180488419111,0.09244030857497153,1.1707641476021742,0.13276914047933122,0.910536632262685,1.4309916629416635,1.0008196477886302,1.3407086474157182,BabyLM 125M
8,11.465663495827974,12.88423263193367,0.09645465915336311,0.09352880480412436,1.4185691361056971,0.1343545257908324,1.1552342655556656,1.6819040066557287,1.2465953430934316,1.5905429291179627,BabyLM 125M
