Model,Parameter,Estimate,Est.Error,Q2.5,Q97.5,% > 0
Encoder,Intercept,12.47782214652102,0.08330001127197226,12.312993164270258,12.640799648901652,100
Encoder,c_log_freq,-0.28743720912901705,0.06422478100147842,-0.41282937461281827,-0.15965694599878774,0
Encoder,Ic_log_freqE2,0.025488402338654848,0.0505505937567946,-0.07213600631875307,0.12391215308599318,69.4
Encoder,c_log_ftp,0.338863570856708,0.06800344316877166,0.20485641191232984,0.4725244323569996,100
Encoder,Ic_log_ftpE2,-0.06335461006970323,0.04148730616552975,-0.1454902978379078,0.017980466459233447,6.3
Encoder,c_log_freq:c_log_ftp,0.0010153946124216715,0.07704718148123312,-0.15001367057883777,0.15251366854389417,50.4
Decoder,Intercept,9.291429870209896,0.022220143958979217,9.24794947506461,9.334702779093147,100
Decoder,c_log_freq,0.030098995503634787,0.016544192927639575,-0.0022301104966473396,0.06260873431954135,96.4
Decoder,Ic_log_freqE2,-0.03239527120661222,0.013391485538943726,-0.05844347077601181,-0.006033935251283279,0.8
Decoder,c_log_ftp,-0.03859705328235944,0.018309484113363146,-0.07377485306192035,-0.0024532437806371998,1.8
Decoder,Ic_log_ftpE2,-0.029774205262899662,0.010669099327918808,-0.050438153344914124,-0.00858710757271975,0.3
Decoder,c_log_freq:c_log_ftp,0.0385890754281129,0.020516475213255295,-0.0011310605873216268,0.07962270020910478,97.1
