Model,Parameter,Estimate,Est.Error,Q2.5,Q97.5,% > 0
OLMo-3 7B,Intercept,18.589957499879247,0.010618502021274828,18.56910616464553,18.610774810312115,100
OLMo-3 7B,c_log_freq,-0.11076837902525752,0.011182047838819861,-0.13204194481808418,-0.08862183120633217,0
OLMo-3 7B,c_log_predic,-0.1345385738036435,0.010570907655173411,-0.15544175142123606,-0.1135063509611684,0
OLMo-3 7B,c_log_freq:c_log_predic,-0.1037784175793993,0.01034431149181578,-0.12461801169557628,-0.08366017912581314,0
BabyLM 125M,Intercept,10.764653043293414,0.020701279348953706,10.723476014752503,10.804414675987354,100
BabyLM 125M,c_log_freq,-0.05503761881900091,0.020302124198673305,-0.09474321005910939,-0.015195341631394417,0.4
BabyLM 125M,c_log_ftp,-0.023153726484180334,0.0206824237768297,-0.06361953413076762,0.017359553457793303,13.3
BabyLM 125M,c_log_freq:c_log_ftp,-0.10814906910109685,0.021428948659666654,-0.14928649522809181,-0.06602733441564726,0
BabyLM 350M,Intercept,13.340638996548405,0.00773164519529428,13.325470522725597,13.355655392731377,100
BabyLM 350M,c_log_freq,-0.04969060663760047,0.007602751583376559,-0.06436625806199221,-0.03476163586834554,0
BabyLM 350M,c_log_ftp,0.04505877129528144,0.007684216055992628,0.02998649992124774,0.06010738639388021,100
BabyLM 350M,c_log_freq:c_log_ftp,-0.010678772755520474,0.008040874746115013,-0.02648470370862681,0.004984719911438348,9.3
BabyLM 1.3B,Intercept,18.04495285481893,0.031206185817840997,17.98488343290208,18.105711359818926,100
BabyLM 1.3B,c_log_freq,0.0878598404518272,0.03105558624551618,0.02636040469759699,0.14847362994076757,99.7
BabyLM 1.3B,c_log_ftp,-0.043060085797297004,0.031149753580513338,-0.10360160432826232,0.01736483691709933,8.5
BabyLM 1.3B,c_log_freq:c_log_ftp,0.013619760991190905,0.031886510845824785,-0.048076023412789874,0.07604045831830546,66.6
