layer,fit_low,fit_high,se_low,se_high,diff,se_diff,lo95,hi95,lo80,hi80,panel
0,10.033367002540757,9.708368825865023,0.060143148860338655,0.07636588855857168,-0.3249981766757344,0.09720569577024303,-0.5155213403854108,-0.13447501296605804,-0.44942146726164545,-0.20057488608982332,OLMo-3 7B
1,10.014438467369178,9.372120387688218,0.05943054606712211,0.07529124712254422,-0.64231807968096,0.09592060101513306,-0.8303224576706207,-0.4543137016912992,-0.7650964489803304,-0.5195397103815896,OLMo-3 7B
2,10.009891741683003,9.056258537633074,0.05895926999717723,0.0745908085287938,-0.9536332040499289,0.09507883169023071,-1.139987714162781,-0.7672786939370767,-1.0753341086134243,-0.8319322994864335,OLMo-3 7B
3,10.034108634967634,8.781169863821248,0.058713237407807845,0.07423973291319025,-1.2529387711463862,0.09465084357747389,-1.438454424558235,-1.0674231177345375,-1.3740918509255529,-1.1317856913672195,OLMo-3 7B
4,10.101470956708473,8.567240954374405,0.058648503607402494,0.07416864236835452,-1.534230002334068,0.09455492840752605,-1.719557662012819,-1.348902342655317,-1.6552603106957013,-1.4131996939724347,OLMo-3 7B
5,10.226360516390924,8.434858397414203,0.05870098142927506,0.0742760675897296,-1.7915021189767213,0.09467174571831964,-1.9770587405846278,-1.6059454973688148,-1.9126819534961705,-1.670322284457272,OLMo-3 7B
6,10.423159123500389,8.404408781062305,0.0587974714892553,0.0744462420125194,-2.018750342438084,0.09486509159494022,-2.204685921964167,-1.832814762912001,-2.1401776596796074,-1.8973230251965605,OLMo-3 7B
7,10.706248587522268,8.496278693440363,0.05886900746739657,0.07457027363543756,-2.2099698940819046,0.09500676686563134,-2.396183157138542,-2.0237566310252673,-2.3315785556699127,-2.0883612324938965,OLMo-3 7B
8,11.08991489064531,8.730709120919478,0.05886617651449542,0.07457002012073075,-2.3592057697258326,0.09500481376352422,-2.54541520470234,-2.172996334749325,-2.4808119313431436,-2.2375996081085217,OLMo-3 7B
9,11.576848912162639,9.110323238051722,0.05878760474166609,0.07444337619986975,-2.466525674110917,0.09485672739082714,-2.6524448597969386,-2.2806064884248958,-2.587942285171176,-2.3451090630506584,OLMo-3 7B
