layer,fit_low,fit_high,se_low,se_high,diff,se_diff,lo95,hi95,lo80,hi80,panel
0,18.37983554005926,15.513297240547297,0.05545816581878513,0.07308913995259919,-2.866538299511964,0.09174764593707295,-3.046363685548627,-2.6867129134753007,-2.9839752863114173,-2.7491013127125106,OLMo-3 7B
1,17.01527296719539,14.148556011989928,0.054865568664706835,0.07221673100397058,-2.8667169552054617,0.09069446985236479,-3.0444781161160965,-2.688955794294827,-2.9828058766164887,-2.7506280337944347,OLMo-3 7B
2,15.685815967642345,12.822890628404057,0.05447373099645581,0.07164549369602784,-2.862925339238288,0.09000257849429534,-3.0393303930871065,-2.686520285389469,-2.978128639710986,-2.74772203876559,OLMo-3 7B
3,14.426570114710952,11.575376934761184,0.05426888920505516,0.07135471457532093,-2.8511931799497674,0.08964712838499664,-3.026901551584361,-2.675484808315174,-2.965941504282563,-2.7364448556169716,OLMo-3 7B
4,13.272640981712039,10.445090776032806,0.05421443015768417,0.07128879090736844,-2.8275502056792323,0.08956168905484595,-3.0030911162267304,-2.6520092951317342,-2.942189167669435,-2.7129112436890295,OLMo-3 7B
5,12.25913414195643,9.471107997190424,0.054257227360593324,0.07136695626903428,-2.7880261447660057,0.08964981409888906,-2.963739780399828,-2.6123125091321833,-2.9027779068125836,-2.673274382719428,OLMo-3 7B
6,11.421155168754952,8.692504443205536,0.05433666541347571,0.07149713009265483,-2.728650725549416,0.08980151902803214,-2.904661702844359,-2.552639748254473,-2.8435966699052972,-2.613704781193535,OLMo-3 7B
7,10.79380963541843,8.14835595904964,0.05439561936035773,0.07159260652885768,-2.64545367636879,0.08991320656718212,-2.821683561240467,-2.469223791497113,-2.7605425807747834,-2.530364771962797,OLMo-3 7B
8,10.412013220947312,7.877491745963812,0.05439314836374629,0.0715911578902365,-2.5345214749835003,0.08991055820639357,-2.710746169068032,-2.3582967808989688,-2.649606989487684,-2.4194359604793165,OLMo-3 7B
9,10.287704392786077,7.888897113807973,0.05432811785247695,0.07149108064265557,-2.3988072789781043,0.08979153078574452,-2.5747986793181634,-2.222815878638045,-2.5137404383838575,-2.283874119572351,OLMo-3 7B
10,10.388196455439926,8.133596095792686,0.0542444419403068,0.07135961511160577,-2.25460035964724,0.08963623235216789,-2.430287375057489,-2.078913344236991,-2.369334737058015,-2.139865982236465,OLMo-3 7B
11,10.675675567033807,8.555953344407108,0.05418822315506261,0.07126746065332888,-2.1197222226266987,0.08952884717607305,-2.295198763091802,-1.9442456821615957,-2.2343191470120725,-2.005125298241325,OLMo-3 7B
12,11.112327885692661,9.100333512140388,0.054187124944118564,0.07125755965607362,-2.011994373552273,0.08952030114922764,-2.1874541638047593,-1.836534583299787,-2.1265803590232846,-1.8974083880812618,OLMo-3 7B
13,11.660339569541437,9.711101251481677,0.05424115424930503,0.07133112902382532,-1.9492383180597592,0.08961156611794326,-2.124876987650928,-1.7735996484685905,-2.0639411226907267,-1.834535513428792,OLMo-3 7B
