layer,log_freq,fit,panel
0,9.195632743103909,12.897089104687428,Encoder
1,9.195632743103909,12.418342964476652,Encoder
2,9.195632743103909,11.959034016574037,Encoder
3,9.195632743103909,11.538742730360374,Encoder
4,9.195632743103909,11.19438610100452,Encoder
5,9.195632743103909,10.99655123574308,Encoder
6,9.195632743103909,11.012629081157224,Encoder
7,9.195632743103909,11.147523826650808,Encoder
8,9.195632743103909,11.143652904450374,Encoder
9,9.195632743103909,10.766983282857197,Encoder
10,9.195632743103909,10.04993866192877,Encoder
11,9.195632743103909,9.162139612116217,Encoder
0,9.329778464096705,12.874529654322938,Encoder
1,9.329778464096705,12.400220280244008,Encoder
2,9.329778464096705,11.945009203633067,Encoder
3,9.329778464096705,11.528141010440052,Encoder
4,9.329778464096705,11.18656119293061,Encoder
5,9.329778464096705,10.991593036628155,Encoder
6,9.329778464096705,11.011400970153947,Encoder
7,9.329778464096705,11.150650566089723,Encoder
8,9.329778464096705,11.15050854097772,Encoder
9,9.329778464096705,10.775795562169385,Encoder
10,9.329778464096705,10.059080824058224,Encoder
11,9.329778464096705,9.170795528578536,Encoder
0,9.463924185089503,12.85211864058283,Encoder
1,9.463924185089503,12.38218894469419,Encoder
2,9.463924185089503,11.931032215231063,Encoder
3,9.463924185089503,11.517570589688892,Encoder
4,9.463924185089503,11.178775905024555,Encoder
5,9.463924185089503,10.986675199628305,Encoder
6,9.463924185089503,11.010172161837222,Encoder
7,9.463924185089503,11.153698194339416,Encoder
8,9.463924185089503,11.157212414174033,Encoder
9,9.463924185089503,10.784429256321015,Encoder
10,9.463924185089503,10.0680623193634,Encoder
11,9.463924185089503,9.179331154207519,Encoder
0,9.5980699060823,12.829864148481201,Encoder
1,9.5980699060823,12.36425393338759,Encoder
2,9.5980699060823,11.91710565626472,Encoder
3,9.5980699060823,11.507033172903299,Encoder
4,9.5980699060823,11.171032395309132,Encoder
5,9.5980699060823,10.981799923178523,Encoder
6,9.5980699060823,11.00894261822593,Encoder
7,9.5980699060823,11.156662402388664,Encoder
8,9.5980699060823,11.163756257826876,Encoder
9,9.5980699060823,10.792874638174009,Encoder
10,9.5980699060823,10.076874396678303,Encoder
11,9.5980699060823,9.187739937027954,Encoder
0,9.732215627075098,12.807774263032151,Encoder
1,9.732215627075098,12.346420221884593,Encoder
2,9.732215627075098,11.903232131630729,Encoder
3,9.732215627075098,11.49653046487968,Encoder
4,9.732215627075098,11.163332821807112,Encoder
5,9.732215627075098,10.9769694057138,Encoder
6,9.732215627075098,11.007712301338954,Encoder
7,9.732215627075098,11.159538881226245,Encoder
8,9.732215627075098,11.170131805723804,Encoder
9,9.732215627075098,10.801121980590288,Encoder
10,9.732215627075098,10.085508304836942,Encoder
11,9.732215627075098,9.196015325064632,Encoder
0,9.866361348067894,12.785857069249777,Encoder
1,9.866361348067894,12.328692785745588,Encoder
2,9.866361348067894,11.88941424622578,Encoder
3,9.866361348067894,11.48606417041444,Encoder
4,9.866361348067894,11.155679342541266,Encoder
5,9.866361348067894,10.972185845669133,Encoder
6,9.866361348067894,11.006481173195175,Encoder
7,9.866361348067894,11.162323321840937,Encoder
8,9.866361348067894,11.17633079165238,Encoder
9,9.866361348067894,10.809161556431782,Encoder
10,9.866361348067894,10.093955292673325,Encoder
11,9.866361348067894,9.20415076634234,Encoder
0,10.000507069060692,12.764120652148177,Encoder
1,10.000507069060692,12.311076600530969,Encoder
2,10.000507069060692,11.875654604946565,Encoder
3,10.000507069060692,11.47563599430399,Encoder
4,10.000507069060692,11.148074115534369,Encoder
5,10.000507069060692,10.967451441479515,Encoder
6,10.000507069060692,11.005249195813473,Encoder
7,10.000507069060692,11.165011415221517,Encoder
8,10.000507069060692,11.18234494940016,Encoder
9,10.000507069060692,10.81698363856041,Encoder
10,10.000507069060692,10.102206609021456,Encoder
11,10.000507069060692,9.212139708885864,Encoder
