component,verb_up,frequency,predic,log_freq,log_predic
encoder,owns up,52204,0.00198001821628896,10.862914399287419,-6.222667253128334
encoder,pace up,176709,0.00373256745316257,12.082259590796784,-5.586919406003078
encoder,paced up,34015,0.006522408591363,10.43455688277916,-5.025967782962789
encoder,pacing up,56086,0.01134140654795053,10.934641505999714,-4.467888743417727
encoder,pack up,1579560,0.0093031757291126,14.272656885207454,-4.6680527403150744
encoder,package up,165004,0.00146167739111757,12.013724995013117,-6.526707858030813
encoder,packaged up,137511,0.01502950684645838,11.831459192888934,-4.1825962925877285
encoder,packaging up,39985,0.00124976628417181,10.59625966276599,-6.683548169918705
encoder,packed up,1614467,0.04576959006845649,14.294515429206939,-3.0372852638429855
encoder,packing up,903083,0.05339182521536862,13.713569744011222,-2.8752276049861076
encoder,paddled up,19957,0.02836622376866966,9.901335237967984,-3.5337798265750058
encoder,paid up,787180,0.00511539096554684,13.576212217893366,-5.270372928029214
encoder,painted up,107292,0.00366945643671333,11.583309368523318,-5.604035532365309
encoder,pair up,565674,0.00515708771769754,13.245773219518435,-5.262212823224317
encoder,paired up,724856,0.04296482266110238,13.493728293419455,-3.1034584454706318
encoder,pairing up,177657,0.01840388222186655,12.087610003994019,-3.976618305716682
encoder,partner up,341270,0.0025177402492233,12.74042923182253,-5.981872591169953
encoder,partnered up,415561,0.03905531036660551,12.937384693572948,-3.2029379963602707
encoder,pass up,2029815,0.00957646542840615,14.52345521386018,-4.638824093632174
encoder,passed up,466902,0.00380039870561693,13.053874664522354,-5.568841656653498
encoder,passing up,244944,0.00400780696397365,12.408784891971862,-5.515495219295157
encoder,patch up,311137,0.00551985178822639,12.647988608632811,-5.193869126548343
encoder,patched up,240998,0.09028549935413488,12.39254391368317,-2.3101539502141866
encoder,pay up,1582186,0.00305983556953363,14.274317993091403,-5.786329573470484
encoder,peel up,26156,0.00288686355673598,10.171833888681167,-5.844693602095978
encoder,peered up,42530,0.0363544667356202,10.657964988247679,-3.277406445167944
encoder,peering up,32033,0.01978198013712081,10.37452190040887,-3.9030035869412196
encoder,penned up,32558,0.00854192279579405,10.390778393168455,-4.754190530681531
encoder,pent up,468138,0.05964991996142756,13.056518403228512,-2.757759424764178
encoder,perk up,412701,0.10509820559318717,12.930478638805342,-2.1418187809258806
encoder,perked up,358934,0.6965967224822811,12.790893806557893,0.831143783414354
encoder,phone up,308722,0.00133668170103438,12.640196474552786,-6.61622750288147
encoder,phoned up,49228,0.02841285562243015,10.804217846292227,-3.532089260138557
encoder,pick up,47130414,0.18714754015819168,17.66842908307521,-1.4686523262968152
encoder,picked up,35329217,0.535351418035351,17.38022085662158,0.1416420052380556
encoder,picking up,13412545,0.3811726385549722,16.41170102099468,-0.4845739425996144
encoder,picks up,5320969,0.2274923620095375,15.487165987588973,-1.222525231846366
encoder,pile up,1390646,0.07250206430625494,14.145278945346316,-2.548875534166993
encoder,piled up,1196533,0.29473158120056026,13.99493876639319,-0.8725134183370866
encoder,piles up,203468,0.0318890169177858,12.22326402334275,-3.413085079390182
encoder,piling up,1226832,0.4531868161095067,14.01994579500334,-0.1878027774880044
encoder,pin up,155103,0.00270685963078625,11.951844691337337,-5.909255594055517
encoder,pinned up,98071,0.01791842204022002,11.493446985132584,-4.003845030304518
encoder,piped up,174612,0.12161227572748186,12.07032164854828,-1.97725017941497
encoder,plastered up,7451,0.00497135681811813,8.916103530553727,-5.299078719377922
encoder,play up,835403,0.00140812833821,13.63566952213285,-6.564084755420663
encoder,played up,412469,0.00221938933322429,12.929916330417704,-6.10830134023443
encoder,playing up,529868,0.00232912397688842,13.180383197904785,-6.059931217080237
encoder,plays up,198693,0.00226028947717867,12.199516198930928,-6.089999538866034
encoder,ploughed up,18217,0.03362807354352802,9.81011050303083,-3.3581875369045053
encoder,pluck up,72525,0.01666772767104788,11.191686608989604,-4.077472706680987
encoder,plucked up,107774,0.05946755422343565,11.587791720982635,-2.761015289930968
encoder,plucking up,20324,0.02286966854509119,9.919557732713622,-3.7548085278629086
encoder,plugged up,85307,0.01161098050018939,11.35401179341874,-4.444125119466015
encoder,plump up,106243,0.03823563918725649,11.573484202263385,-3.225001429790926
encoder,point up,301104,5.1840014934684e-4,12.615210999004635,-7.564244590269192
encoder,pointed up,174488,0.00383758952013086,12.069611250351688,-5.559065866659483
encoder,pointing up,362443,0.0152699783898985,12.800622499533834,-4.166478809836991
encoder,points up,404751,0.00136554897706514,12.91102734219773,-6.5948322680094815
encoder,polish up,154355,0.01395999043498047,11.947010423315579,-4.257501519270861
encoder,polished up,95031,0.00855769390091298,11.461958433142733,-4.752330008004748
encoder,polishing up,74275,0.01797609608807234,11.215529700330809,-4.000572769905254
encoder,pony up,381526,0.06192516184657176,12.85193427941586,-2.7179031416731574
encoder,pop up,7739681,0.08667882982788504,15.861871030246286,-2.3548779166275278
encoder,popped up,3217845,0.3269936062455739,14.984222438811337,-0.7218142120373807
encoder,popping up,3615667,0.41212965042122934,15.10078690554563,-0.355168444337761
encoder,pops up,2983019,0.3168486348403817,14.908446432903352,-0.7682922858889148
encoder,post up,893779,0.0016164275989191,13.703213820016392,-6.425919015165447
encoder,posted up,263856,0.00257481424237943,12.483158778768551,-5.95939975157271
encoder,posting up,140903,0.00319210216883658,11.855826989356345,-5.743878384330949
encoder,power up,1316553,0.00263892625741778,14.090527515368699,-5.934740750871052
encoder,powered up,486334,0.01806098854475635,13.094650909637792,-3.995774916776411
encoder,press up,124189,0.00092058106411992005,11.729559877731544,-6.989584490797318
encoder,pressed up,180080,0.00971338135329603,12.101156475580614,-4.624489959209296
encoder,pressing up,73127,0.00351309055839197,11.199952934587492,-5.647739851999728
