layer,log_predic,fit,panel
0,-8.218156486710424,11.376128185312124,Encoder
1,-8.218156486710424,11.193715686176454,Encoder
2,-8.218156486710424,10.999530533061513,Encoder
3,-8.218156486710424,10.782150994091129,Encoder
4,-8.218156486710424,10.57261691186335,Encoder
5,-8.218156486710424,10.484434823203012,Encoder
6,-8.218156486710424,10.632150246322645,Encoder
7,-8.218156486710424,10.936282645330966,Encoder
8,-8.218156486710424,11.123325430232882,Encoder
9,-8.218156486710424,10.943164893140409,Encoder
10,-8.218156486710424,10.42271574887623,Encoder
11,-8.218156486710424,9.731532878850219,Encoder
0,-8.060973634434161,11.445701418935636,Encoder
1,-8.060973634434161,11.254588985752786,Encoder
2,-8.060973634434161,11.05175435986989,Encoder
3,-8.060973634434161,10.825826441486827,Encoder
4,-8.060973634434161,10.607916371695168,Encoder
5,-8.060973634434161,10.511642123070327,Encoder
6,-8.060973634434161,10.65164708856218,Encoder
7,-8.060973634434161,10.948130638875856,Encoder
8,-8.060973634434161,11.126848122471733,Encoder
9,-8.060973634434161,10.937024235173833,Encoder
10,-8.060973634434161,10.405735794751436,Encoder
11,-8.060973634434161,9.703123903039248,Encoder
0,-7.9037907821578965,11.513532239003455,Encoder
1,-7.9037907821578965,11.313725346054207,Encoder
2,-7.9037907821578965,11.102305718759903,Encoder
3,-7.9037907821578965,10.868011502306114,Encoder
4,-7.9037907821578965,10.642037265084651,Encoder
5,-7.9037907821578965,10.538034265185395,Encoder
6,-7.9037907821578965,10.670657906227238,Encoder
7,-7.9037907821578965,10.959762750475004,Encoder
8,-7.9037907821578965,11.130402518839455,Encoder
9,-7.9037907821578965,10.931175982123381,Encoder
10,-7.9037907821578965,10.389327953616869,Encoder
11,-7.9037907821578965,9.67557631529495,Encoder
0,-7.746607929881633,11.579526758591626,Encoder
1,-7.746607929881633,11.371031175128861,Encoder
2,-7.746607929881633,11.151094491706615,Encoder
3,-7.746607929881633,10.908625869660474,Encoder
4,-7.746607929881633,10.674916087028874,Encoder
5,-7.746607929881633,10.5635673261905,Encoder
6,-7.746607929881633,10.689156510728939,Encoder
7,-7.746607929881633,10.971167347705236,Encoder
8,-7.746607929881633,11.133990327657893,Encoder
9,-7.746607929881633,10.925635889719395,Encoder
10,-7.746607929881633,10.37352305278596,Encoder
11,-7.746607929881633,9.648936530015131,Encoder
0,-7.5894250776053696,11.643591090776193,Encoder
1,-7.5894250776053696,11.42641288102489,Encoder
2,-7.5894250776053696,11.198030560685085,Encoder
3,-7.5894250776053696,10.947589236661397,Encoder
4,-7.5894250776053696,10.706489332524916,Encoder
5,-7.5894250776053696,10.588197382727925,Encoder
6,-7.5894250776053696,10.707116713478406,Encoder
7,-7.5894250776053696,10.98233279814338,Encoder
8,-7.5894250776053696,11.137613257248887,Encoder
9,-7.5894250776053696,10.92041971369221,Encoder
10,-7.5894250776053696,10.358351919572135,Encoder
11,-7.5894250776053696,9.623250961597593,Encoder
0,-7.432242225329106,11.705631348633204,Encoder
1,-7.432242225329106,11.479776871790438,Encoder
2,-7.432242225329106,11.243023807670374,Encoder
3,-7.432242225329106,10.984821296420364,Encoder
4,-7.432242225329106,10.736693496569853,Encoder
5,-7.432242225329106,10.611880511439953,Encoder
6,-7.432242225329106,10.724512325886764,Encoder
7,-7.432242225329106,10.99324746936626,Encoder
8,-7.432242225329106,11.141273015934283,Encoder
9,-7.432242225329106,10.915543209772169,Encoder
10,-7.432242225329106,10.34384538128883,Encoder
11,-7.432242225329106,9.598566024440139,Encoder
0,-7.275059373052843,11.765553645238702,Encoder
1,-7.275059373052843,11.53102955547365,Encoder
2,-7.275059373052843,11.285984114637541,Encoder
3,-7.275059373052843,11.020241742048865,Encoder
4,-7.275059373052843,10.765465074160762,Encoder
5,-7.275059373052843,10.634572788968867,Encoder
6,-7.275059373052843,10.741317159365133,Encoder
7,-7.275059373052843,11.003899728950703,Encoder
8,-7.275059373052843,11.14497131203592,Encoder
9,-7.275059373052843,10.911022133689613,Encoder
10,-7.275059373052843,10.330034265249473,Encoder
11,-7.275059373052843,9.57492813294057,Encoder
0,-7.117876520776579,11.823264093668735,Encoder
1,-7.117876520776579,11.580077340122669,Encoder
2,-7.117876520776579,11.326821363561645,Encoder
3,-7.117876520776579,11.053770266658384,Encoder
4,-7.117876520776579,10.79274056029472,Encoder
5,-7.117876520776579,10.656230291956954,Encoder
6,-7.117876520776579,10.757505025324637,Encoder
7,-7.117876520776579,11.014277944473537,Encoder
8,-7.117876520776579,11.148709853875644,Encoder
9,-7.117876520776579,10.906872241174879,Encoder
10,-7.117876520776579,10.316949398767497,Encoder
11,-7.117876520776579,9.552383701496693,Encoder
0,-6.960693668500316,11.878668806999345,Encoder
1,-6.960693668500316,11.62682663378564,Encoder
2,-6.960693668500316,11.365445436417746,Encoder
3,-6.960693668500316,11.085326563360407,Encoder
4,-6.960693668500316,10.818456449968803,Encoder
5,-6.960693668500316,10.676809097046494,Encoder
6,-6.960693668500316,10.773049735176398,Encoder
7,-6.960693668500316,11.024370483511587,Encoder
8,-6.960693668500316,11.152490349775295,Encoder
9,-6.960693668500316,10.903109287958308,Encoder
10,-6.960693668500316,10.304621609156328,Encoder
11,-6.960693668500316,9.530979144506308,Encoder
0,-6.803510816224052,11.93167389830658,Encoder
1,-6.803510816224052,11.671183844510708,Encoder
2,-6.803510816224052,11.401766215180906,Encoder
3,-6.803510816224052,11.11483032526642,Encoder
4,-6.803510816224052,10.84254923818009,Encoder
5,-6.803510816224052,10.696265280879775,Encoder
6,-6.803510816224052,10.78792510033154,Encoder
7,-6.803510816224052,11.034165713641682,Encoder
8,-6.803510816224052,11.156314508056719,Encoder
9,-6.803510816224052,10.899749029770241,Encoder
10,-6.803510816224052,10.293081723729399,Encoder
11,-6.803510816224052,9.510760876367218,Encoder
0,-6.646327963947789,11.982185480666482,Encoder
1,-6.646327963947789,11.713055380346013,Encoder
2,-6.646327963947789,11.435693581826182,Encoder
3,-6.646327963947789,11.142201245487907,Encoder
4,-6.646327963947789,10.864955419925659,Encoder
5,-6.646327963947789,10.714554920099076,Encoder
6,-6.646327963947789,10.802104932201184,Encoder
7,-6.646327963947789,11.043652002440645,Encoder
8,-6.646327963947789,11.160184037041757,Encoder
9,-6.646327963947789,10.896807222341018,Encoder
10,-6.646327963947789,10.282360569800142,Encoder
11,-6.646327963947789,9.491775311477229,Encoder
0,-6.489145111671525,12.0301096671551,Encoder
1,-6.489145111671525,11.752347649339704,Encoder
2,-6.489145111671525,11.467137418328637,Encoder
3,-6.489145111671525,11.167359017136357,Encoder
4,-6.489145111671525,10.885611490202585,Encoder
5,-6.489145111671525,10.731634091346685,Encoder
6,-6.489145111671525,10.815563042196455,Encoder
7,-6.489145111671525,11.052817717485304,Encoder
8,-6.489145111671525,11.164100645052251,Encoder
9,-6.489145111671525,10.894299621400977,Encoder
10,-6.489145111671525,10.272488974681986,Encoder
11,-6.489145111671525,9.474068864234141,Encoder
0,-6.331962259395262,12.075352570848478,Encoder
1,-6.331962259395262,11.788967059539923,Encoder
2,-6.331962259395262,11.49600760666333,Encoder
3,-6.331962259395262,11.190223333323255,Encoder
4,-6.331962259395262,10.904453944007946,Encoder
5,-6.331962259395262,10.747458871264882,Encoder
6,-6.331962259395262,10.828273241728473,Encoder
7,-6.331962259395262,11.061651226352485,Encoder
8,-6.331962259395262,11.168066040410045,Encoder
9,-6.331962259395262,10.89224198268046,Encoder
10,-6.331962259395262,10.26349776568836,Encoder
11,-6.331962259395262,9.457687949035758,Encoder
0,-6.174779407118999,12.117820304822661,Encoder
1,-6.174779407118999,11.822820018994813,Encoder
2,-6.174779407118999,11.522214028805319,Encoder
3,-6.174779407118999,11.210713887160086,Encoder
4,-6.174779407118999,10.921419276338819,Encoder
5,-6.174779407118999,10.761985336495954,Encoder
6,-6.174779407118999,10.840209342208365,Encoder
7,-6.174779407118999,11.070140896619016,Encoder
8,-6.174779407118999,11.172081931436981,Encoder
9,-6.174779407118999,10.890650061909804,Encoder
10,-6.174779407118999,10.255417770132697,Encoder
11,-6.174779407118999,9.442678980279883,Encoder
0,-6.017596554842735,12.157418982153697,Encoder
1,-6.017596554842735,11.85381293575252,Encoder
2,-6.017596554842735,11.545666566729667,Encoder
3,-6.017596554842735,11.228750371758336,Encoder
4,-6.017596554842735,10.93644398219228,Encoder
5,-6.017596554842735,10.775169563682184,Encoder
6,-6.017596554842735,10.851345155047248,Encoder
7,-6.017596554842735,11.078275095861722,Encoder
8,-6.017596554842735,11.176150026454904,Encoder
9,-6.017596554842735,10.889539614819354,Encoder
10,-6.017596554842735,10.248279815328425,Encoder
11,-6.017596554842735,9.429088372364319,Encoder
0,-5.860413702566472,12.194054715917625,Encoder
1,-5.860413702566472,11.881852217861185,Encoder
2,-5.860413702566472,11.56627510241143,Encoder
3,-5.860413702566472,11.24425248022949,Encoder
4,-5.860413702566472,10.949464556565408,Encoder
5,-5.860413702566472,10.786967629465854,Encoder
6,-5.860413702566472,10.861654491656248,Encoder
7,-5.860413702566472,11.08604219165743,Encoder
8,-5.860413702566472,11.180272033785656,Encoder
9,-5.860413702566472,10.888926397139443,Encoder
10,-5.860413702566472,10.242114728588978,Encoder
11,-5.860413702566472,9.416962539686871,Encoder
0,-5.703230850290208,12.227633685367149,Encoder
1,-5.703230850290208,11.906844342547577,Encoder
2,-5.703230850290208,11.583949587488704,Encoder
3,-5.703230850290208,11.257139970811957,Encoder
4,-5.703230850290208,10.960417549287317,Encoder
5,-5.703230850290208,10.797335651956743,Encoder
6,-5.703230850290208,10.871111191483038,Encoder
7,-5.703230850290208,11.09343056729393,Encoder
8,-5.703230850290208,11.184449665582072,Encoder
9,-5.703230850290208,10.888826156321908,Encoder
10,-5.703230850290208,10.236953316494073,Encoder
11,-5.703230850290208,9.406347863282392,Encoder
0,-5.546047998013945,12.258137337773121,Encoder
1,-5.546047998013945,11.92877446943565,Encoder
2,-5.546047998013945,11.598679206958673,Encoder
3,-5.546047998013945,11.267406675818977,Encoder
4,-5.546047998013945,10.96930187506484,Encoder
5,-5.546047998013945,10.806276913573472,Encoder
6,-5.546047998013945,10.879720982193584,Encoder
7,-5.546047998013945,11.10044647540033,Encoder
8,-5.546047998013945,11.188688991295306,Encoder
9,-5.546047998013945,10.889245224005474,Encoder
10,-5.546047998013945,10.23280280351109,Encoder
11,-5.546047998013945,9.397252777827509,Encoder
0,-5.388865145737681,12.285767001005446,Encoder
1,-5.388865145737681,11.947857613180119,Encoder
2,-5.388865145737681,11.610684610375275,Encoder
3,-5.388865145737681,11.27526282029401,Encoder
4,-5.388865145737681,10.976298635236095,Encoder
5,-5.388865145737681,10.813932477916305,Encoder
6,-5.388865145737681,10.887582746564243,Encoder
7,-5.388865145737681,11.107148370345175,Encoder
8,-5.388865145737681,11.193008809360038,Encoder
9,-5.388865145737681,10.890162425396854,Encoder
10,-5.388865145737681,10.229601523639516,Encoder
11,-5.388865145737681,9.389574865233195,Encoder
0,-5.231682293461418,12.310763939957386,Encoder
1,-5.231682293461418,11.964350537120092,Encoder
2,-5.231682293461418,11.620228488315853,Encoder
3,-5.231682293461418,11.280957932800524,Encoder
4,-5.231682293461418,10.981622021788311,Encoder
5,-5.231682293461418,10.820468433850557,Encoder
6,-5.231682293461418,10.894812287180747,Encoder
7,-5.231682293461418,11.113604187925105,Encoder
8,-5.231682293461418,11.197430230182603,Encoder
9,-5.231682293461418,10.891551589695723,Encoder
10,-5.231682293461418,10.227275298268635,Encoder
11,-5.231682293461418,9.383191573167055,Encoder
0,-5.074499441185154,12.333369419522207,Encoder
1,-5.074499441185154,11.978510004594675,Encoder
2,-5.074499441185154,11.627573531357754,Encoder
3,-5.074499441185154,11.284741541901981,Encoder
4,-5.074499441185154,10.985486226708723,Encoder
5,-5.074499441185154,10.826050870241545,Encoder
6,-5.074499441185154,10.901525406628828,Encoder
7,-5.074499441185154,11.119881863936758,Encoder
8,-5.074499441185154,11.201974364169336,Encoder
9,-5.074499441185154,10.89338654610176,Encoder
10,-5.074499441185154,10.225749948787735,Encoder
11,-5.074499441185154,9.377980349296699,Encoder
0,-4.917316588908891,12.35382470459317,Encoder
1,-4.917316588908891,11.990592778942975,Encoder
2,-4.917316588908891,11.632982430078323,Encoder
3,-4.917316588908891,11.286863176161846,Encoder
4,-4.917316588908891,10.988105441984562,Encoder
5,-4.917316588908891,10.830845875954584,Encoder
6,-4.917316588908891,10.907837907494214,Encoder
7,-4.917316588908891,11.126049334176768,Encoder
8,-4.917316588908891,11.206662321726572,Encoder
9,-4.917316588908891,10.895641123814647,Encoder
10,-4.917316588908891,10.224951296586104,Encoder
11,-4.917316588908891,9.373818641289732,Encoder
0,-4.760133736632627,12.372371060063545,Encoder
1,-4.760133736632627,12.000855623504103,Encoder
2,-4.760133736632627,11.636717875054904,Encoder
3,-4.760133736632627,11.287572364143585,Encoder
4,-4.760133736632627,10.98969385960306,Encoder
5,-4.760133736632627,10.835019539854985,Encoder
6,-4.760133736632627,10.913865592362635,Encoder
7,-4.760133736632627,11.132174534441774,Encoder
8,-4.760133736632627,11.211515213260647,Encoder
9,-4.760133736632627,10.89828915203406,Encoder
10,-4.760133736632627,10.22480516305303,Encoder
11,-4.760133736632627,9.370583896813763,Encoder
0,-4.602950884356364,12.38924975082659,Encoder
1,-4.602950884356364,12.009555301617164,Encoder
2,-4.602950884356364,11.639042556864842,Encoder
3,-4.602950884356364,11.287118634410662,Encoder
4,-4.602950884356364,10.99046567155145,Encoder
5,-4.602950884356364,10.838737950808067,Encoder
6,-4.602950884356364,10.919724263819825,Encoder
7,-4.602950884356364,11.138325400528412,Encoder
