verb_up,frequency,predic,log_freq,log_predic
flooring up,11937,9.2079532587414e-4,9.387398099095039,-6.989351557208715
flow up,122455,7.7678579012378e-4,11.715498894539728,-7.159568846347506
flowed up,16067,0.00466671894832539,9.684522758043336,-5.362621392807264
flowing up,50750,0.00314219889530812,10.834666896904034,-5.759685293049119
flown up,35539,0.00557698989114677,10.478385964002708,-5.1835134948110895
flows up,77615,0.00314401589851652,11.259515986460544,-5.759105378947548
fluctuate up,24953,0.00860440264866499,10.12474933443232,-4.746839636580458
fluctuated up,7964,0.00882646965596274,8.982686665184087,-4.721134503093607
fluctuates up,10060,0.00834698915140326,9.21632244365373,-4.777472365476307
fluff up,80723,0.00740881743166074,11.298778819847277,-4.897648044243765
fluffed up,54645,0.20930606679255545,10.908612998110774,-1.3291133412211942
fluffing up,19662,0.12369538548645843,9.88644311792687,-1.9578917893221093
fluffs up,12634,0.17589240964526368,9.444146871458646,-1.544428592925705
flung up,26833,0.01357212476865983,10.197387752301138,-4.286072171039367
fly up,412024,0.00578921930026213,12.92883687906224,-5.14595179057936
flying up,245887,0.00557400343212641,12.41262735978766,-5.1840521380252085
foam up,56591,0.00283502471622951,10.943605240947042,-5.862865572583321
foamed up,9014,0.03203462895768401,9.106534203250593,-3.408378840300278
foaming up,7403,0.00574314495952335,8.909640602443098,-5.153988616105179
foams up,30086,0.02843379733807639,10.31181522625777,-3.531330926546394
focus up,48794,1.7214207335407e-4,10.795362633462494,-8.66701825734358
focuses up,17161,4.2012476194929e-4,9.750394646402302,-7.774538625498851
fog up,121709,0.00825560053933506,11.709388228583103,-4.788573588967669
fogged up,68661,0.2658301360104379,11.13693663142645,-1.0158829057979861
fogging up,71041,0.14802552070744537,11.171012454143554,-1.7501718763877145
fogs up,17423,0.06825348945622069,9.765546451422905,-2.6138322329742683
fold up,561591,0.02636596156151154,13.2385291059243,-3.6089616590283664
folded up,459166,0.04723464498046386,13.037167079434417,-3.004241028983624
folding up,75155,0.00766570097840068,11.227307926567326,-4.8633040855078145
folds up,289231,0.05238316022059423,12.574980955776562,-2.895365073264761
follow up,12900203,0.04895806319059717,16.372753605642192,-2.966594080758489
followed up,4092993,0.02941018474211951,15.224787045236088,-3.4965629095174493
following up,2025157,0.00477489560282052,14.521157786381613,-5.339596836736211
follows up,594758,0.00702007464112733,13.295909879104585,-4.951936597066203
foot up,191455,0.00126381431126942,12.16240807304391,-6.672356286092363
force up,80254,5.3475371054767e-4,11.29295188398684,-7.5331693744379535
forced up,97582,0.00127142258522184,11.488448329163067,-6.666346628034264
forces up,38132,4.7448624190857e-4,10.548809103613468,-7.652803336412509
forcing up,24042,0.00123888216366271,10.0875575798642,-6.692306136648066
forecast up,30315,8.9451495468779e-4,10.319397918505832,-7.018334021395012
fork up,45252,0.00307510459820284,10.720002147046358,-5.781336520178693
forked up,6276,0.00496292436126863,8.744488113852924,-5.300784842449859
form up,161132,3.5202666387658e-4,11.989979183828446,-7.951451546945854
formed up,114062,0.0016456444065158,11.644497439187695,-6.407976235023081
forming up,49571,0.00210473943622144,10.811161264303168,-6.161456645264167
forms up,29333,2.6080756292674e-4,10.286468441091303,-8.25146688780088
fought up,14649,5.7587610986076e-4,9.59212735272977,-7.459041965460016
foul up,45780,0.00449275888566232,10.731602593506558,-5.400785433118359
fouled up,47758,0.03283880532153947,10.773901871142757,-3.382754272032468
fouling up,16953,0.01567133549765942,9.738200088297953,-4.140126570789833
found up,280264,3.8846919786086e-4,12.543487295083644,-7.852908131413641
frame up,104603,0.00115355953670936,11.557927510890012,-6.76374864231815
framed up,35095,0.00366344835764358,10.465813949164522,-5.6056802256982365
frames up,22920,8.5700703082286e-4,10.039765170828677,-7.061207060934849
framing up,17092,0.00231920745305239,9.746365796763916,-6.064207865751233
free up,3190714,0.00462014500649615,14.975755274167483,-5.372698336829322
freed up,651416,0.05149017880975874,13.386903734003427,-2.9135010570050923
freeing up,905604,0.23977365636265816,13.716357403382432,-1.1539208296602013
frees up,748401,0.26466344572673783,13.525694209565037,-1.0218692886736813
freeze up,336875,0.0196007663543267,12.727467220645398,-3.9123912047958482
freezes up,112048,0.03329968138129722,11.6266826298953,-3.368340710253284
freezing up,144575,0.01069351207259236,11.88155368302642,-4.527366971198242
fresh up,49270,2.8530954472883e-4,10.805070655538008,-8.161650494990445
freshen up,720716,0.3300781187384673,13.48800044130437,-0.707831760559378
freshened up,127153,0.48321242223750765,11.75314636475203,-0.06717556077907932
freshening up,137686,0.41156689314613154,11.832731009250223,-0.35749168684988536
freshens up,24669,0.254939853664586,10.113302673639005,-1.0724372991017423
fried up,61280,0.00386222909484993,11.023208804414473,-5.5526410697121955
fries up,10833,0.00133520876364327,9.290352309945568,-6.617331521145575
frizz up,6307,0.0051041713875059,8.749415406663651,-5.2725799122803645
front up,78253,2.7737859732734e-4,11.26770244632564,-8.18984979053799
fronted up,20438,0.0184914595296883,9.925151192172155,-3.9717817366771406
fronting up,17334,0.02090473835912155,9.76042516969429,-3.8466530938214674
fronts up,7313,0.00130905492606873,8.89740886527095,-6.637139920120213
froth up,12710,0.01160950060879088,9.4501443641835,-4.444254081059691
frowned up,11366,0.002880986074896,9.338381721857067,-5.846737512215363
froze up,123450,0.03824780737357,11.723591494773325,-3.2246705863970413
frozen up,53095,0.00186332622348361,10.879838040837946,-6.283527031776977
fry up,137387,0.00810343653019774,11.830557040029253,-4.807330596460867
frying up,41721,0.00762029345828464,10.63875987814672,-4.869290922195957
fucked up,1227621,0.31602542782150067,14.020588708130768,-0.7720980636147915
fucks up,124138,0.10058216084168224,11.729149128995266,-2.190772794326167
fuel up,242778,0.00290113051455793,12.399902724506997,-5.839749438397897
fueled up,73856,0.01308598895905118,11.209872530427717,-4.323040801374138
fueling up,59044,0.02223624865552117,10.986038207656888,-3.78354429821735
fuelled up,23299,0.01111101573349204,10.056165720177834,-4.488645050203972
fuelling up,12817,0.01428894733145519,9.458527693729824,-4.233876937093511
fulfill up,26983,6.159116903659e-4,10.20296231705686,-7.39179086306148
function up,403765,9.2143877350003e-4,12.908588304531682,-6.988652361716357
functioning up,11505,4.7057210565536e-4,9.350537002469466,-7.66109067456884
fund up,68238,2.9134118400437e-4,11.1307568734125,-8.14072414032441
funded up,16574,6.22867957818e-4,9.715590481408988,-7.380552945337333
funding up,54657,6.0721677082127e-4,10.908832573233795,-7.406017311133061
funk up,7032,0.00157713141505828,8.858226439365012,-6.45056926576377
funked up,14076,0.33029847944434015,9.552226498441476,-0.7068353925893516
funnel up,7769,0.00106962885985053,8.95789673495042,-6.839373349309875
fuzzed up,8306,0.06225406795032266,9.024733424190698,-2.712255169153123
gain up,110106,8.0859887541408e-4,11.60919881713873,-7.119398665572248
gained up,25228,5.6080197794955e-4,10.135709767783542,-7.485581735949744
gaining up,14952,6.2972581278199e-4,9.612600349135398,-7.369596126946457
