Model,Parameter,Estimate,Est.Error,Q2.5,Q97.5,% > 0
Encoder,Intercept,9.116586227355947,0.039581368813329826,9.0385034954885,9.192553505216974,100
Encoder,c_log_freq,0.14090295348101928,0.02918326200458711,0.08374900914669246,0.19778965233327672,100
Encoder,Ic_log_freqE2,0.028197448924424585,0.02198844084791357,-0.014945490385167357,0.07170385354538926,89.9
Encoder,c_log_predic,-0.09875001253250802,0.030868324833487743,-0.15848885133654195,-0.03893960226344996,0
Encoder,Ic_log_predicE2,0.08112556222850839,0.019183613079912364,0.043916572483789995,0.11857175436977242,100
Encoder,c_log_freq:c_log_predic,-0.06194402839015508,0.03540337542755637,-0.1313894233635534,0.007846731359265668,3.9
Decoder,Intercept,8.30105775232267,0.07280395696919953,8.15847930070268,8.440756236938858,100
Decoder,c_log_freq,-0.05448059137583055,0.052353018457928474,-0.15508132157826754,0.048848111485720304,15.1
Decoder,Ic_log_freqE2,0.02748686025210177,0.040596086131287186,-0.05218137427072304,0.10620697134828516,75.4
Decoder,c_log_predic,-0.5288758249070863,0.05715371236392873,-0.6418212074709204,-0.4168762310806459,0
Decoder,Ic_log_predicE2,0.2116455814129975,0.03464315647344034,0.14395957101091908,0.2804267287670084,100
Decoder,c_log_freq:c_log_predic,-0.2780707873708863,0.06354206978335239,-0.40443373266665444,-0.15491056863637884,0
