layer,log_predic,fit,panel
0,-7.951451546945854,13.573341794059926,Encoder
1,-7.951451546945854,13.437600061949963,Encoder
2,-7.951451546945854,13.314481724842015,Encoder
3,-7.951451546945854,13.216494153702138,Encoder
4,-7.951451546945854,13.142105811143054,Encoder
5,-7.951451546945854,13.062519511322767,Encoder
6,-7.951451546945854,12.947169860635906,Encoder
7,-7.951451546945854,12.796873613262562,Encoder
8,-7.951451546945854,12.643829671168293,Encoder
9,-7.951451546945854,12.518239016442145,Encoder
10,-7.951451546945854,12.42103763654839,Encoder
11,-7.951451546945854,12.338093160016834,Encoder
0,-7.7959979354011795,13.589000611634763,Encoder
1,-7.7959979354011795,13.447137336553645,Encoder
2,-7.7959979354011795,13.318152045938673,Encoder
3,-7.7959979354011795,13.21480507944984,Encoder
4,-7.7959979354011795,13.135621755199171,Encoder
5,-7.7959979354011795,13.051480861846045,Encoder
6,-7.7959979354011795,12.931473718222724,Encoder
7,-7.7959979354011795,12.776637261776237,Encoder
8,-7.7959979354011795,12.619954048568394,Encoder
9,-7.7959979354011795,12.492327526176894,Encoder
10,-7.7959979354011795,12.394476276267904,Encoder
11,-7.7959979354011795,12.311576885719141,Encoder
0,-7.6405443238565045,13.603822310863254,Encoder
1,-7.6405443238565045,13.45590895220587,Encoder
2,-7.6405443238565045,13.321114426254406,Encoder
3,-7.6405443238565045,13.212438555738759,Encoder
4,-7.6405443238565045,13.128480956288078,Encoder
5,-7.6405443238565045,13.03987389916236,Encoder
6,-7.6405443238565045,12.915445039358211,Encoder
7,-7.6405443238565045,12.756421052934547,Encoder
8,-7.6405443238565045,12.596427637012633,Encoder
9,-7.6405443238565045,12.466940869808747,Encoder
10,-7.6405443238565045,12.368466684400756,Encoder
11,-7.6405443238565045,12.285564683816535,Encoder
0,-7.485090712311829,13.617765996088492,Encoder
1,-7.485090712311829,13.463877504248256,Encoder
2,-7.485090712311829,13.323334280830705,Encoder
3,-7.485090712311829,13.209361487199793,Encoder
4,-7.485090712311829,13.1206513306128,Encoder
5,-7.485090712311829,13.02767085952475,Encoder
6,-7.485090712311829,12.899067578673117,Encoder
7,-7.485090712311829,12.736225970764053,Encoder
8,-7.485090712311829,12.573267496472411,Encoder
9,-7.485090712311829,12.44210468699438,Encoder
10,-7.485090712311829,12.34303581643276,Encoder
11,-7.485090712311829,12.26008117970615,Encoder
0,-7.329637100767154,13.630790771653565,Encoder
1,-7.329637100767154,13.471005588022393,Encoder
2,-7.329637100767154,13.324777024709032,Encoder
3,-7.329637100767154,13.205540778463874,Encoder
4,-7.329637100767154,13.112100794376378,Encoder
5,-7.329637100767154,13.0148439791863,Encoder
6,-7.329637100767154,12.882325090798235,Encoder
7,-7.329637100767154,12.716052999291303,Encoder
8,-7.329637100767154,12.550490686919135,Encoder
9,-7.329637100767154,12.41784461739045,Encoder
10,-7.329637100767154,12.31821062784976,Encoder
11,-7.329637100767154,12.235150998785125,Encoder
0,-7.174183489222479,13.642855741901572,Encoder
1,-7.174183489222479,13.47725579886988,Encoder
2,-7.174183489222479,13.325408072930871,Encoder
3,-7.174183489222479,13.200943334161904,Encoder
4,-7.174183489222479,13.102797263781826,Encoder
5,-7.174183489222479,13.001365494400051,Encoder
6,-7.174183489222479,12.865201330364332,Encoder
7,-7.174183489222479,12.695903122542855,Encoder
8,-7.174183489222479,12.528114268324204,Encoder
9,-7.174183489222479,12.39418630065363,Encoder
10,-7.174183489222479,12.29401807413759,Encoder
11,-7.174183489222479,12.210798766450585,Encoder
0,-7.018729877677804,13.6539200111756,Encoder
1,-7.018729877677804,13.482590732132309,Encoder
2,-7.018729877677804,13.325192840537705,Encoder
3,-7.018729877677804,13.195536058924814,Encoder
4,-7.018729877677804,13.092708655032194,Encoder
5,-7.018729877677804,12.987207641419058,Encoder
6,-7.018729877677804,12.847680052002177,Encoder
7,-7.018729877677804,12.675777324545273,Encoder
8,-7.018729877677804,12.506155300659016,Encoder
9,-7.018729877677804,12.371155376440589,Encoder
10,-7.018729877677804,12.270485110782063,Encoder
11,-7.018729877677804,12.18704910809967,Encoder
0,-6.863276266133129,13.663942683818748,Encoder
1,-6.863276266133129,13.486972983151292,Encoder
2,-6.863276266133129,13.324096742571005,Encoder
3,-6.863276266133129,13.189285857383512,Encoder
4,-6.863276266133129,13.081802884330509,Encoder
5,-6.863276266133129,12.972342656496387,Encoder
