Model,Predictor,edf,f_stat,p_value
OLMo-3 7B,Frequency,23.360788402089383,44489.41064473758,0
BabyLM 125M,Frequency,16.982387206867777,485.69140616670296,0
BabyLM 350M,Frequency,21.095059743443056,9188.772746077511,0
BabyLM 1.3B,Frequency,19.74338640250938,16171.79667177075,0
OLMo-3 7B,Predictability,23.120420610066972,48483.14243097856,0
BabyLM 125M,Predictability,20.522498655172267,331.0716061865777,0
BabyLM 350M,Predictability,22.19706149957194,8818.431218529435,0
BabyLM 1.3B,Predictability,21.82618131701067,15067.892778515823,0
