layer,log_predic,fit,panel
0,-8.873305728604587,9.874955598715355,OLMo-3 7B
1,-8.873305728604587,9.876208934603527,OLMo-3 7B
2,-8.873305728604587,9.895187187781614,OLMo-3 7B
3,-8.873305728604587,9.94961527553953,OLMo-3 7B
4,-8.873305728604587,10.057218115167192,OLMo-3 7B
5,-8.873305728604587,10.235720623954512,OLMo-3 7B
6,-8.873305728604587,10.502847719191404,OLMo-3 7B
7,-8.873305728604587,10.876324318167784,OLMo-3 7B
8,-8.873305728604587,11.373739328342294,OLMo-3 7B
9,-8.873305728604587,11.996224467589462,OLMo-3 7B
10,-8.873305728604587,12.712949143434505,OLMo-3 7B
11,-8.873305728604587,13.48941049795825,OLMo-3 7B
12,-8.873305728604587,14.29110567324153,OLMo-3 7B
13,-8.873305728604587,15.08353181136517,OLMo-3 7B
14,-8.873305728604587,15.832186054409998,OLMo-3 7B
15,-8.873305728604587,16.50256554445685,OLMo-3 7B
16,-8.873305728604587,17.061094255150326,OLMo-3 7B
17,-8.873305728604587,17.49551328610207,OLMo-3 7B
18,-8.873305728604587,17.81488086289074,OLMo-3 7B
19,-8.873305728604587,18.029182042658764,OLMo-3 7B
20,-8.873305728604587,18.148401882548594,OLMo-3 7B
21,-8.873305728604587,18.182525439702665,OLMo-3 7B
22,-8.873305728604587,18.14153777126341,OLMo-3 7B
23,-8.873305728604587,18.035423934373277,OLMo-3 7B
24,-8.873305728604587,17.873944536464546,OLMo-3 7B
25,-8.873305728604587,17.664906641195863,OLMo-3 7B
26,-8.873305728604587,17.415111445006282,OLMo-3 7B
27,-8.873305728604587,17.131351831382617,OLMo-3 7B
28,-8.873305728604587,16.820420683811687,OLMo-3 7B
29,-8.873305728604587,16.489110885780303,OLMo-3 7B
30,-8.873305728604587,16.144215320775285,OLMo-3 7B
31,-8.873305728604587,15.79252687228345,OLMo-3 7B
0,-8.707217698230503,9.855864660787226,OLMo-3 7B
1,-8.707217698230503,9.85035398068507,OLMo-3 7B
2,-8.707217698230503,9.862431210425198,OLMo-3 7B
3,-8.707217698230503,9.909684259849898,OLMo-3 7B
4,-8.707217698230503,10.00970103880146,OLMo-3 7B
5,-8.707217698230503,10.180069457122162,OLMo-3 7B
6,-8.707217698230503,10.438377424654295,OLMo-3 7B
7,-8.707217698230503,10.802212851240142,OLMo-3 7B
8,-8.707217698230503,11.289029521620117,OLMo-3 7B
9,-8.707217698230503,11.900052083207559,OLMo-3 7B
10,-8.707217698230503,12.604985784474813,OLMo-3 7B
11,-8.707217698230503,13.369914496143554,OLMo-3 7B
12,-8.707217698230503,14.16092208893546,OLMo-3 7B
13,-8.707217698230503,14.944092433572205,OLMo-3 7B
14,-8.707217698230503,15.685509400775466,OLMo-3 7B
15,-8.707217698230503,16.351256861266922,OLMo-3 7B
16,-8.707217698230503,16.908318927582766,OLMo-3 7B
17,-8.707217698230503,17.34438527399323,OLMo-3 7B
18,-8.707217698230503,17.66785113650256,OLMo-3 7B
19,-8.707217698230503,17.88801199292954,OLMo-3 7B
20,-8.707217698230503,18.014163321092937,OLMo-3 7B
21,-8.707217698230503,18.055600598811523,OLMo-3 7B
22,-8.707217698230503,18.021619303904085,OLMo-3 7B
23,-8.707217698230503,17.92151491418939,OLMo-3 7B
24,-8.707217698230503,17.76442380884705,OLMo-3 7B
25,-8.707217698230503,17.558097619641675,OLMo-3 7B
26,-8.707217698230503,17.309574980732727,OLMo-3 7B
27,-8.707217698230503,17.025888633737466,OLMo-3 7B
28,-8.707217698230503,16.714071320273153,OLMo-3 7B
29,-8.707217698230503,16.38115578195705,OLMo-3 7B
