layer,fit_low,fit_high,se_low,se_high,diff,se_diff,lo95,hi95,lo80,hi80,panel
0,16.032241328246243,14.45029327507445,0.08035616696006563,0.10727886903308467,-1.5819480531717929,0.1340368207230076,-1.8446602217888879,-1.3192358845546979,-1.7535151836972427,-1.410380922646343,OLMo-3 7B
1,14.700136963991694,12.637181710543734,0.07988651355607905,0.10657585847968093,-2.06295525344796,0.1331925998651073,-2.3240127491835705,-1.8018977577123498,-2.2334417812752974,-1.8924687256206227,OLMo-3 7B
2,13.409254663075014,10.87796700988266,0.07957844422836609,0.10611949371503614,-2.5312876531923543,0.1326426618103797,-2.7912672703406987,-2.27130803604401,-2.70107026030964,-2.3615050460750684,OLMo-3 7B
3,12.20081648883408,9.226546036960867,0.07941935362328027,0.10589026280385005,-2.9742704518732133,0.13236382242368216,-3.2337035438236303,-2.714837359922796,-3.1436961445755265,-2.8048447591709,OLMo-3 7B
4,11.116044504606762,7.736815655647998,0.07937931068738294,0.10584190743572214,-3.379228848958764,0.13230111237187706,-3.638539029207643,-3.119918668709885,-3.5485742727947667,-3.2098834251227615,OLMo-3 7B
5,10.196160773730934,6.4626727298136935,0.07941588208905026,0.1059088976063902,-3.733488043917241,0.1323766479413298,-3.9929462738822474,-3.4740298139522343,-3.902930153282143,-3.5640459345523388,OLMo-3 7B
6,9.482387359544468,5.4580141233275965,0.0794809188929999,0.10601693795819071,-4.024373236216872,0.1325021041421852,-4.284077360335554,-3.7646691120981886,-4.193975929518869,-3.8547705429148746,OLMo-3 7B
7,9.015946325385235,4.7767367000593435,0.0795290032416415,0.10609596738340588,-4.239209625325891,0.13259418030829914,-4.499094218730158,-3.979325031921625,-4.408930176120514,-4.069489074531268,OLMo-3 7B
8,8.837806903940933,4.472389230952411,0.07952749284838308,0.10609553241295808,-4.365417672988523,0.1325929263450304,-4.625299808624782,-4.105535537352263,-4.535136618710162,-4.195698727266883,OLMo-3 7B
9,8.958345819228363,4.556401242883784,0.07947548779262771,0.10601424017084289,-4.401944576344579,0.13249668780342125,-4.661638084439284,-4.142251068249873,-4.571540336732958,-4.2323488159561995,OLMo-3 7B
10,9.328524592473718,4.958400425080663,0.07940808925146295,0.1059067080432711,-4.370124167393055,0.13237022114936187,-4.629569800845804,-4.110678533940305,-4.539558050464238,-4.200690284321872,OLMo-3 7B
11,9.892478317348532,5.598615957763676,0.07936208898048847,0.10583026150830464,-4.293862359584856,0.13228146286711195,-4.553134026804395,-4.034590692365317,-4.463182632054759,-4.1245420871149525,OLMo-3 7B
12,10.594342087524335,6.397277021153453,0.07935960928021324,0.10581977439415079,-4.197065066370882,0.13227158514940796,-4.456317373263722,-3.9378127594780428,-4.3663726953621245,-4.02775743737964,OLMo-3 7B
13,11.378250996672662,7.274612795470624,0.07940088789227345,0.10587658405396651,-4.103638201202038,0.13234180008227941,-4.363028129363306,-3.8442482730407708,-4.273035705307356,-3.9342406970967208,OLMo-3 7B
14,12.188340138465044,8.150852460935816,0.07946432501574387,0.10596854920122434,-4.037487677529228,0.1324534347233777,-4.2970964095870485,-3.7778789454714077,-4.2070280739751515,-3.867947281083304,OLMo-3 7B
15,12.968744606573013,8.94622519776966,0.07951379580259436,0.10604127064856661,-4.022519408803353,0.1325412947111172,-4.282300346437142,-3.762738471169563,-4.192172266033583,-3.852866551573123,OLMo-3 7B
16,13.66473154562556,9.582993130048422,0.07951379580259434,0.10604127064856675,-4.081738415577139,0.1325412947111173,-4.341519353210929,-3.8219574779433487,-4.251391272807369,-3.9120855583469085,OLMo-3 7B
17,14.24760527227323,10.030176090527968,0.07946432501574377,0.10596854920122473,-4.217429181745262,0.13245343472337798,-4.477037913803082,-3.957820449687441,-4.386969578191185,-4.047888785299338,OLMo-3 7B
18,14.714707275188111,10.303551620643775,0.07940088789227318,0.10587658405396713,-4.411155654544336,0.13234180008227975,-4.670545582705604,-4.151765726383068,-4.580553158649654,-4.241758150439018,OLMo-3 7B
19,15.064511093999757,10.420930205686954,0.07935960928021295,0.10581977439415163,-4.643580888312803,0.13227158514940845,-4.902833195205644,-4.384328581419962,-4.812888517304046,-4.47427325932156,OLMo-3 7B
20,15.295490268337712,10.400122330948614,0.07936208898048817,0.10583026150830561,-4.895367937389098,0.13228146286711254,-5.154639604608639,-4.636096270169557,-5.0646882098590025,-4.726047664919194,OLMo-3 7B
21,15.406118337831533,10.258938481719866,0.07940808925146267,0.10590670804327218,-5.147179856111666,0.13237022114936256,-5.4066254895644175,-4.887734222658915,-5.31661373918285,-4.9777459730404825,OLMo-3 7B
22,15.394868842110768,10.015189143291822,0.07947548779262754,0.10601424017084399,-5.379679698818945,0.13249668780342203,-5.639373206913652,-5.119986190724238,-5.549275459207325,-5.210083938430565,OLMo-3 7B
23,15.260215320804964,9.686684800955593,0.07952749284838295,0.10609553241295908,-5.5735305198493705,0.13259292634503114,-5.833412655485631,-5.31364838421311,-5.743249465571011,-5.40381157412773,OLMo-3 7B
24,15.00187554693105,9.290550603033125,0.07952900324164139,0.10609596738340675,-5.7113249438979246,0.13259418030829978,-5.971209537302192,-5.451440350493657,-5.881045494692549,-5.5416043931033006,OLMo-3 7B
25,14.630396732247869,8.837946727929616,0.07948091889299966,0.10601693795819137,-5.792450004318253,0.13250210414218555,-6.0521541284369365,-5.5327458801995695,-5.96205269762025,-5.622847311016256,OLMo-3 7B
26,14.161902097398421,8.33696202911439,0.07941588208904993,0.10590889760639048,-5.824940068284031,0.13237664794132983,-6.084398298249037,-5.565481838319024,-5.994382177648933,-5.6554979589191285,OLMo-3 7B
27,13.612560945743748,7.7956599772060695,0.07937931068738242,0.10584190743572204,-5.816900968537679,0.13230111237187667,-6.076211148786557,-5.557590788288801,-5.986246392373681,-5.647555544701677,OLMo-3 7B
28,12.998542580644898,7.222104042823272,0.07941935362327955,0.10589026280384947,-5.776438537821626,0.13236382242368128,-6.035871629772041,-5.517005445871211,-5.945864230523938,-5.607012845119314,OLMo-3 7B
29,12.336016305462913,6.6243576965846165,0.07957844422836503,0.10611949371503504,-5.711658608878296,0.1326426618103782,-5.971638226026638,-5.451678991729954,-5.88144121599558,-5.541876001761012,OLMo-3 7B
30,11.641151423558837,6.010484409108724,0.0798865135560776,0.10657585847967929,-5.630667014450113,0.13319259986510512,-5.891724510185719,-5.3696095187145065,-5.801153542277447,-5.460180486622779,OLMo-3 7B
31,10.930117238293716,5.3885476510142105,0.08035616696006374,0.10727886903308251,-5.541569587279506,0.13403682072300474,-5.804281755896596,-5.278857418662416,-5.713136717804952,-5.37000245675406,OLMo-3 7B
0,10.81319341083239,10.279502766353897,0.03771416673738902,0.04373350666736505,-0.5336906444784937,0.057749268204194966,-0.6468792101587159,-0.42050207879827156,-0.6076097077798632,-0.45977158117712413,BabyLM 125M
1,11.007907232140068,10.437484110817373,0.03618588605514044,0.04200229295303122,-0.5704231213226958,0.05544015659166074,-0.6790858282423509,-0.4617604144030407,-0.6413865217600215,-0.49945972088537005,BabyLM 125M
2,11.04624923882211,10.424030555598868,0.03652867825972185,0.042419127663524375,-0.6222186832232417,0.05597969924121292,-0.7319388937360191,-0.5124984727104643,-0.6938726982519943,-0.5505646681944891,BabyLM 125M
3,10.772964861286301,10.068948325607966,0.036620979040815065,0.04251524029586782,-0.7040165356783348,0.0561127593629399,-0.8139975440296969,-0.5940355273269726,-0.7758408676628978,-0.6321922036937717,BabyLM 125M
4,10.167986178984192,9.352219721332716,0.0361808262123992,0.04200207479440936,-0.8157664576514758,0.05543668886619214,-0.9244223678292124,-0.7071105474737392,-0.8867254194002018,-0.7448074959027499,BabyLM 125M
5,9.473797854220932,8.545491322277213,0.03651881280991672,0.04242194344739744,-0.9283065319437185,0.055975396156703744,-1.0380183084108578,-0.8185947554765791,-0.9999550390242993,-0.8566580248631377,BabyLM 125M
6,8.954393951556343,7.944017119321229,0.036518812809916715,0.042421943447397414,-1.0103768322351137,0.055975396156703716,-1.120088608702253,-0.9006650557679744,-1.0820253393156944,-0.9387283251545329,BabyLM 125M
7,8.674675621654158,7.615283193627874,0.03618082621239919,0.042002074794409275,-1.0593924280262836,0.05543668886619206,-1.16804833820402,-0.9507365178485472,-1.1303513897750095,-0.9884334662775578,BabyLM 125M
8,8.500451101282016,7.399007716643586,0.036620979040815016,0.042515240295867666,-1.1014433846384293,0.056112759362939746,-1.2114243929897912,-0.9914623762870673,-1.1732677166229921,-1.0296190526538664,BabyLM 125M
9,8.300784580838059,7.13953581086336,0.036528678259721836,0.04241912766352414,-1.1612487699746987,0.05597969924121274,-1.2709689804874758,-1.0515285594619217,-1.232902785003451,-1.0895947549459464,BabyLM 125M
10,8.048420225178429,6.807676574951046,0.03618588605514039,0.04200229295303088,-1.2407436502273832,0.05544015659166045,-1.3494063571470376,-1.1320809433077288,-1.3117070506647086,-1.1697802497900578,BabyLM 125M
11,7.769486356220627,6.439354601682967,0.03771416673738897,0.04373350666736462,-1.3301317545376596,0.057749268204194605,-1.443320320217881,-1.2169431888574382,-1.4040508178390287,-1.2562126912362905,BabyLM 125M
0,12.878247221428754,12.977440072031303,0.05143625687818667,0.057551756949238565,0.09919285060254879,0.07718739048305127,-0.0520944347442317,0.2504801359493293,3.9299078424315237e-4,0.19799271042085442,BabyLM 350M
1,12.15651480039958,12.160936508636208,0.050686778918151196,0.056523509895361757,0.004421708236627353,0.0759213851822304,-0.14438420672054425,0.15322762319379896,-0.09275766479662757,0.10160108126988228,BabyLM 350M
2,11.455823357164801,11.36196660925011,0.05031826048194822,0.0560311080924004,-0.09385674791469079,0.07530878044419156,-0.24146195758530625,0.05374846175592468,-0.190251986883256,0.0025384910538744226,BabyLM 350M
3,10.797213869518805,10.598064037882018,0.050258708885350105,0.05597290121926539,-0.19914983163678635,0.0752256837105786,-0.3465921717095204,-0.0517074915640523,-0.29543870678632694,-0.10286095648724573,BabyLM 350M
4,10.201727315255987,9.886762458540929,0.05037051243894673,0.05615201723999809,-0.3149648567150578,0.07543366333065848,-0.46281483684314845,-0.16711487658696716,-0.41151994577830064,-0.21840976765181494,BabyLM 350M
5,9.690404672170738,9.245595535235847,0.05049313573746244,0.056338927492934225,-0.4448091369348912,0.07565468595966747,-0.5930923214158395,-0.296525952453943,-0.5416471349632656,-0.3479711389065169,BabyLM 350M
6,9.284169325855668,8.692012736896263,0.05049857374998753,0.05635085739150956,-0.5921565889594049,0.0756671994958263,-0.7404642999712245,-0.4438488779475854,-0.6890106043140626,-0.4953025736047473,BabyLM 350M
7,8.989716005487471,8.233275927831446,0.05038040559231343,0.05617874846281035,-0.7564400776560252,0.07546016860896697,-0.9043420081296004,-0.6085381471824499,-0.8530290934755029,-0.6598510618365474,BabyLM 350M
8,8.786105272823507,7.856861128666744,0.05026304280676325,0.05600175205386385,-0.9292441441567627,0.07525004787571207,-1.0767342379931584,-0.781754050320367,-1.0255642054376741,-0.8329240828758513,BabyLM 350M
9,8.64922270017296,7.547971092880843,0.05024595873574372,0.05596439815940616,-1.1012516072921166,0.07521083851825218,-1.2486648507878908,-0.9538383637963423,-1.1975214805954795,-1.0049817339887537,BabyLM 350M
10,8.554953859845005,7.2918085739524265,0.05033461050914388,0.05607798464499519,-1.2631452858925787,0.07535458431277776,-1.4108402711456232,-1.1154503006395342,-1.3595991538129342,-1.1666914179722232,BabyLM 350M
11,8.47918432414883,7.073576325360181,0.05043960853524786,0.05621913659146322,-1.4056079987886498,0.0755297651808785,-1.5536463385431718,-1.2575696590341279,-1.5022860982201742,-1.3089298993571254,BabyLM 350M
12,8.39842629893206,6.878764250177506,0.05043960853524784,0.056219136591463305,-1.5196620487545545,0.07552976518087856,-1.6677003885090764,-1.3716237090000325,-1.616340148186079,-1.4229839493230299,BabyLM 350M
13,8.303604561426635,6.69946669215622,0.05033461050914386,0.05607798464499544,-1.6041378692704154,0.07535458431277796,-1.7518328545234603,-1.4564428840173704,-1.700591737190771,-1.5076840013500596,BabyLM 350M
14,8.2000564602488,6.534382435726558,0.050245958735743695,0.05596439815940658,-1.665674024522243,0.07521083851825246,-1.813087268018018,-1.518260781026468,-1.7619438978256061,-1.5694041512188799,BabyLM 350M
15,8.093745977553253,6.382497414913472,0.050263042806763206,0.056001752053864415,-1.7112485626397804,0.07525004787571246,-1.8587386564761768,-1.563758468803384,-1.8075686239206923,-1.6149285013588686,BabyLM 350M
16,7.990637095494684,6.242797563741913,0.05038040559231342,0.05617874846281103,-1.7478395317527706,0.07546016860896745,-1.8957414622263469,-1.5999376012791944,-1.844428547572249,-1.6512505159332922,BabyLM 350M
17,7.896693796227789,6.114268816236832,0.0504985737499875,0.0563508573915103,-1.7824249799909575,0.07566719949582684,-1.930732691002778,-1.634117268979137,-1.879278995345616,-1.685570964636299,BabyLM 350M
18,7.8172574788626035,5.9958473050963175,0.05049313573746243,0.056338927492935016,-1.821410173766286,0.07565468595966805,-1.9696933582472353,-1.6731269892853367,-1.9182481717946611,-1.7245721757379109,BabyLM 350M
