layer,log_freq,fit,panel
0,8.233768709217097,9.722890677324374,OLMo-3 7B
1,8.233768709217097,9.548996720899439,OLMo-3 7B
2,8.233768709217097,9.398118956072334,OLMo-3 7B
3,8.233768709217097,9.293273574440892,OLMo-3 7B
4,8.233768709217097,9.257476767602943,OLMo-3 7B
5,8.233768709217097,9.313744727156319,OLMo-3 7B
6,8.233768709217097,9.48509364469885,OLMo-3 7B
7,8.233768709217097,9.794539711828367,OLMo-3 7B
8,8.233768709217097,10.264922584625642,OLMo-3 7B
9,8.233768709217097,10.897721121607159,OLMo-3 7B
10,8.233768709217097,11.65292833478025,OLMo-3 7B
11,8.233768709217097,12.485770777191622,OLMo-3 7B
12,8.233768709217097,13.351475001887982,OLMo-3 7B
13,8.233768709217097,14.205267561916036,OLMo-3 7B
14,8.233768709217097,15.002375010322494,OLMo-3 7B
15,8.233768709217097,15.698023900154059,OLMo-3 7B
16,8.233768709217097,16.24873932687945,OLMo-3 7B
17,8.233768709217097,16.640912861673566,OLMo-3 7B
18,8.233768709217097,16.890802551417515,OLMo-3 7B
19,8.233768709217097,17.01596498541441,OLMo-3 7B
20,8.233768709217097,17.033956752967352,OLMo-3 7B
21,8.233768709217097,16.962334443379454,OLMo-3 7B
22,8.233768709217097,16.81865464595382,OLMo-3 7B
23,8.233768709217097,16.620473949993567,OLMo-3 7B
24,8.233768709217097,16.38440985644823,OLMo-3 7B
25,8.233768709217097,16.11890631948629,OLMo-3 7B
26,8.233768709217097,15.82819878621023,OLMo-3 7B
27,8.233768709217097,15.516487922672402,OLMo-3 7B
28,8.233768709217097,15.187974394925163,OLMo-3 7B
29,8.233768709217097,14.846858869020863,OLMo-3 7B
30,8.233768709217097,14.497342011011858,OLMo-3 7B
31,8.233768709217097,14.1436244869505,OLMo-3 7B
0,8.367794334331995,9.712978519740936,OLMo-3 7B
1,8.367794334331995,9.5368589589627,OLMo-3 7B
2,8.367794334331995,9.383817270992513,OLMo-3 7B
3,8.367794334331995,9.27693132863843,OLMo-3 7B
4,8.367794334331995,9.239279004708502,OLMo-3 7B
5,8.367794334331995,9.29393817201078,OLMo-3 7B
6,8.367794334331995,9.463986703353317,OLMo-3 7B
7,8.367794334331995,9.772502471544161,OLMo-3 7B
8,8.367794334331995,10.242386287068282,OLMo-3 7B
9,8.367794334331995,10.875114419317045,OLMo-3 7B
10,8.367794334331995,11.630553491756245,OLMo-3 7B
11,8.367794334331995,12.463789445128315,OLMo-3 7B
12,8.367794334331995,13.329908220175685,OLMo-3 7B
13,8.367794334331995,14.183995757640783,OLMo-3 7B
14,8.367794334331995,14.981137998266043,OLMo-3 7B
15,8.367794334331995,15.676420882793892,OLMo-3 7B
16,8.367794334331995,16.226233793911682,OLMo-3 7B
17,8.367794334331995,16.616945279039935,OLMo-3 7B
18,8.367794334331995,16.86490305033233,OLMo-3 7B
19,8.367794334331995,16.987758261887485,OLMo-3 7B
20,8.367794334331995,17.003162067804002,OLMo-3 7B
21,8.367794334331995,16.928765622180485,OLMo-3 7B
22,8.367794334331995,16.782220079115543,OLMo-3 7B
23,8.367794334331995,16.581176592707788,OLMo-3 7B
24,8.367794334331995,16.342339480370434,OLMo-3 7B
25,8.367794334331995,16.074172073551324,OLMo-3 7B
26,8.367794334331995,15.78089447262675,OLMo-3 7B
27,8.367794334331995,15.466691709947622,OLMo-3 7B
