Model,Predictor,edf,f_stat,p_value
Encoder,Frequency,7.376857700922502,289.17483584338055,0
Decoder,Frequency,20.417226538217083,1144.5001740886053,0
Encoder,Predictability,13.426117112164297,132.55330106955583,0
Decoder,Predictability,21.794560458719,1184.4483026289697,0
