Model,Parameter,Estimate,Est.Error,Q2.5,Q97.5,% > 0
Encoder,Intercept,9.720652848158334,0.04357130827209992,9.6353835675,9.805333090000001,100
Encoder,c_log_freq,0.0557921250900365,0.04169128946435669,-0.026558901875,0.135731932,91
Encoder,c_log_predic,-0.07083484755404712,0.0445248102756184,-0.157637804,0.016796571825,5.5
Encoder,c_duration,-0.11722873709008333,0.02311153087823959,-0.16382676424999998,-0.07204890250000003,0
Encoder,c_log_freq:c_log_predic,0.014500857795796334,0.039992280979494595,-0.0636560754,0.09308778435,64.3
Decoder,Intercept,6.150544089175,0.06370539572330737,6.02713379,6.2781151575,100
Decoder,c_log_freq,-0.17566070171312834,0.05905636474684185,-0.29057749075,-0.06020719490000002,0.1
Decoder,c_log_predic,-0.7037530140875,0.06505489138163272,-0.8298181760000001,-0.5769559562500001,0
Decoder,c_duration,0.06933666358853442,0.027977194606245332,0.014889294925,0.12413834649999998,99.5
Decoder,c_log_freq:c_log_predic,-0.047422951403670914,0.05719054726069227,-0.16006766925,0.06443378519999997,20.8
