c_log_freq,c_log_predic,label,freq_mean,freq_sd,predic_mean,predic_sd,fit,q025,q975
-3.8606463016811583,-4.012466092323517,Encoder — final layer,0,1,0,1,10.014110228109304,8.87464484667935,11.147890076417523
-3.688046646675215,-4.012466092323517,Encoder — final layer,0,1,0,1,10.013697356767947,8.92538895314487,11.10239206119899
-3.5154469916692728,-4.012466092323517,Encoder — final layer,0,1,0,1,10.013284485426588,8.980834972550912,11.051593011595712
-3.34284733666333,-4.012466092323517,Encoder — final layer,0,1,0,1,10.012871614085231,9.030802291412789,10.999217244817943
-3.1702476816573872,-4.012466092323517,Encoder — final layer,0,1,0,1,10.012458742743872,9.078810429589169,10.945161019908616
-2.9976480266514445,-4.012466092323517,Encoder — final layer,0,1,0,1,10.012045871402515,9.131537413159613,10.892467520248298
-2.8250483716455013,-4.012466092323517,Encoder — final layer,0,1,0,1,10.011633000061156,9.18279734937016,10.843329556199546
-2.6524487166395585,-4.012466092323517,Encoder — final layer,0,1,0,1,10.011220128719799,9.233181191760163,10.793413232052627
-2.4798490616336157,-4.012466092323517,Encoder — final layer,0,1,0,1,10.01080725737844,9.280827905450366,10.742463558973606
-2.307249406627673,-4.012466092323517,Encoder — final layer,0,1,0,1,10.010394386037083,9.327398426402405,10.69162191490981
-2.13464975162173,-4.012466092323517,Encoder — final layer,0,1,0,1,10.009981514695724,9.376713648142472,10.644848009326756
-1.9620500966157872,-4.012466092323517,Encoder — final layer,0,1,0,1,10.009568643354367,9.415977892955082,10.596878223334814
-1.7894504416098442,-4.012466092323517,Encoder — final layer,0,1,0,1,10.009155772013008,9.46063652622271,10.55379438939063
-1.6168507866039017,-4.012466092323517,Encoder — final layer,0,1,0,1,10.00874290067165,9.508496604268146,10.512854574953538
-1.4442511315979587,-4.012466092323517,Encoder — final layer,0,1,0,1,10.008330029330292,9.544939814029643,10.472041690304476
-1.271651476592016,-4.012466092323517,Encoder — final layer,0,1,0,1,10.007917157988935,9.576594171869926,10.435512920500987
-1.0990518215860732,-4.012466092323517,Encoder — final layer,0,1,0,1,10.007504286647576,9.609191880713599,10.405157654327262
-0.9264521665801304,-4.012466092323517,Encoder — final layer,0,1,0,1,10.007091415306219,9.637483071078522,10.37905895946397
-0.7538525115741876,-4.012466092323517,Encoder — final layer,0,1,0,1,10.00667854396486,9.655675971224,10.362928776540526
-0.5812528565682449,-4.012466092323517,Encoder — final layer,0,1,0,1,10.006265672623503,9.6630677656281,10.350192575844316
-0.4086532015623021,-4.012466092323517,Encoder — final layer,0,1,0,1,10.005852801282144,9.66461642080383,10.345004454858135
-0.2360535465563589,-4.012466092323517,Encoder — final layer,0,1,0,1,10.005439929940787,9.659564683875377,10.348108823461173
-0.06345389155041614,-4.012466092323517,Encoder — final layer,0,1,0,1,10.005027058599428,9.64648335396151,10.365524789494438
0,-4.012466092323517,Encoder — final layer,0,1,0,1,10.004875272123853,9.640947781993262,10.373786024733961
0.10914576345552662,-4.012466092323517,Encoder — final layer,0,1,0,1,10.00461418725807,9.625209391345036,10.38999357293793
0.28174541846146983,-4.012466092323517,Encoder — final layer,0,1,0,1,10.004201315916712,9.601584415735067,10.42239456797725
0.4543450734674126,-4.012466092323517,Encoder — final layer,0,1,0,1,10.003788444575354,9.567457581859903,10.453626561092467
