layer,log_freq,fit,panel
0,8.233768709217097,16.31990840446707,OLMo-3 7B
1,8.233768709217097,15.013680959548761,OLMo-3 7B
2,8.233768709217097,13.747847536739576,OLMo-3 7B
3,8.233768709217097,12.562802158148639,OLMo-3 7B
4,8.233768709217097,11.498938845885071,OLMo-3 7B
5,8.233768709217097,10.596651622058003,OLMo-3 7B
6,8.233768709217097,9.896334508776555,OLMo-3 7B
7,8.233768709217097,9.43838152814985,OLMo-3 7B
8,8.233768709217097,9.262941042518563,OLMo-3 7B
9,8.233768709217097,9.380436582240579,OLMo-3 7B
10,8.233768709217097,9.743561632087387,OLMo-3 7B
11,8.233768709217097,10.29837686308225,OLMo-3 7B
12,8.233768709217097,10.990942946248431,OLMo-3 7B
13,8.233768709217097,11.767320552609197,OLMo-3 7B
14,8.233768709217097,12.57357035318781,OLMo-3 7B
15,8.233768709217097,13.35575301900753,OLMo-3 7B
16,8.233768709217097,14.060981511182998,OLMo-3 7B
17,8.233768709217097,14.66057146293037,OLMo-3 7B
18,8.233768709217097,15.150041179567332,OLMo-3 7B
19,8.233768709217097,15.525961256502935,OLMo-3 7B
20,8.233768709217097,15.784902289146235,OLMo-3 7B
21,8.233768709217097,15.923434872906281,OLMo-3 7B
22,8.233768709217097,15.938129603192134,OLMo-3 7B
23,8.233768709217097,15.825557075412847,OLMo-3 7B
24,8.233768709217097,15.583722549387206,OLMo-3 7B
25,8.233768709217097,15.223118178870536,OLMo-3 7B
26,8.233768709217097,14.760665539602522,OLMo-3 7B
27,8.233768709217097,14.213339343041717,OLMo-3 7B
28,8.233768709217097,13.598114300646683,OLMo-3 7B
29,8.233768709217097,12.931965123875974,OLMo-3 7B
30,8.233768709217097,12.231866524188149,OLMo-3 7B
31,8.233768709217097,11.514793213041768,OLMo-3 7B
0,8.367794334331995,16.27264399512956,OLMo-3 7B
1,8.367794334331995,14.964910461738326,OLMo-3 7B
2,8.367794334331995,13.697670202599275,OLMo-3 7B
3,8.367794334331995,12.511416491964594,OLMo-3 7B
4,8.367794334331995,11.446642604086462,OLMo-3 7B
5,8.367794334331995,10.543841813217066,OLMo-3 7B
6,8.367794334331995,9.843507393608588,OLMo-3 7B
7,8.367794334331995,9.386132619513212,OLMo-3 7B
8,8.367794334331995,9.21196416611085,OLMo-3 7B
9,8.367794334331995,9.33141022083651,OLMo-3 7B
10,8.367794334331995,9.696928189141289,OLMo-3 7B
11,8.367794334331995,10.254317301524948,OLMo-3 7B
12,8.367794334331995,10.94937678848724,OLMo-3 7B
13,8.367794334331995,11.72790588052793,OLMo-3 7B
14,8.367794334331995,12.535703808146769,OLMo-3 7B
15,8.367794334331995,13.318569801843516,OLMo-3 7B
16,8.367794334331995,14.023366290117485,OLMo-3 7B
17,8.367794334331995,14.62140925545767,OLMo-3 7B
18,8.367794334331995,15.108468234342759,OLMo-3 7B
19,8.367794334331995,15.48137596125099,OLMo-3 7B
20,8.367794334331995,15.7369651706606,OLMo-3 7B
21,8.367794334331995,15.872068597049829,OLMo-3 7B
22,8.367794334331995,15.88351897489692,OLMo-3 7B
23,8.367794334331995,15.768149038680104,OLMo-3 7B
24,8.367794334331995,15.524200727851252,OLMo-3 7B
25,8.367794334331995,15.162181284410462,OLMo-3 7B
