layer,log_predic,fit,panel
0,-7.951451546945854,10.883159119327127,Encoder
1,-7.951451546945854,10.636693090411187,Encoder
2,-7.951451546945854,10.432419033324459,Encoder
3,-7.951451546945854,10.312409140912829,Encoder
4,-7.951451546945854,10.304242349041218,Encoder
5,-7.951451546945854,10.407349532495822,Encoder
6,-7.951451546945854,10.615150981726925,Encoder
7,-7.951451546945854,10.857206296097313,Encoder
8,-7.951451546945854,10.999214383882231,Encoder
9,-7.951451546945854,10.920674931700281,Encoder
10,-7.951451546945854,10.645371795817832,Encoder
11,-7.951451546945854,10.271379830490153,Encoder
0,-7.7959979354011795,10.916334836022758,Encoder
1,-7.7959979354011795,10.667276234793786,Encoder
2,-7.7959979354011795,10.458673274650224,Encoder
3,-7.7959979354011795,10.330876551672395,Encoder
4,-7.7959979354011795,10.31152621632314,Encoder
5,-7.7959979354011795,10.403576842866086,Encoder
6,-7.7959979354011795,10.604225152219833,Encoder
7,-7.7959979354011795,10.843470186536255,Encoder
8,-7.7959979354011795,10.984113309200445,Encoder
9,-7.7959979354011795,10.90288579964727,Encoder
10,-7.7959979354011795,10.623189872511508,Encoder
11,-7.7959979354011795,10.243947670764864,Encoder
0,-7.6405443238565045,10.948094485626415,Encoder
1,-7.6405443238565045,10.696539452047364,Encoder
2,-7.6405443238565045,10.483737651323413,Encoder
3,-7.6405443238565045,10.34835177590358,Encoder
4,-7.6405443238565045,10.318089129101836,Encoder
5,-7.6405443238565045,10.399380018804601,Encoder
6,-7.6405443238565045,10.593144908620747,Encoder
7,-7.6405443238565045,10.829803435948131,Encoder
8,-7.6405443238565045,10.9692744119736,Encoder
9,-7.6405443238565045,10.885536280588315,Encoder
10,-7.6405443238565045,10.601617419542363,Encoder
11,-7.6405443238565045,10.21729106614722,Encoder
0,-7.485090712311829,10.978368889157366,Encoder
1,-7.485090712311829,10.724418259906974,Encoder
2,-7.485090712311829,10.507554035007919,Encoder
3,-7.485090712311829,10.364786342419452,Encoder
4,-7.485090712311829,10.323895866660765,Encoder
5,-7.485090712311829,10.3947383401154,Encoder
6,-7.485090712311829,10.581902707353827,Encoder
7,-7.485090712311829,10.816209432719754,Encoder
8,-7.485090712311829,10.954710500330082,Encoder
9,-7.485090712311829,10.868647850892016,Encoder
10,-7.485090712311829,10.58068421130241,Encoder
11,-7.485090712311829,10.191447904751527,Encoder
0,-7.329637100767154,11.007088867634879,Encoder
1,-7.329637100767154,10.750848176107665,Encoder
2,-7.329637100767154,10.530064297367632,Encoder
3,-7.329637100767154,10.380131780033064,Encoder
4,-7.329637100767154,10.32891120828335,Encoder
5,-7.329637100767154,10.389631086602474,Encoder
6,-7.329637100767154,10.570491004843245,Encoder
7,-7.329637100767154,10.802691565237923,Encoder
8,-7.329637100767154,10.940434382398264,Encoder
9,-7.329637100767154,10.85224198692698,Encoder
10,-7.329637100767154,10.56042002218367,Encoder
11,-7.329637100767154,10.166456074692091,Encoder
0,-7.174183489222479,11.034185242078228,Encoder
1,-7.174183489222479,10.775764718384451,Encoder
2,-7.174183489222479,10.55121031006644,Encoder
3,-7.174183489222479,10.3943396175575,Encoder
4,-7.174183489222479,10.333099933253022,Encoder
5,-7.174183489222479,10.384037538069839,Encoder
6,-7.174183489222479,10.558902257513155,Encoder
7,-7.174183489222479,10.789253221889451,Encoder
8,-7.174183489222479,10.926458866306522,Encoder
9,-7.174183489222479,10.836340165061829,Encoder
10,-7.174183489222479,10.540854626578138,Encoder
11,-7.174183489222479,10.142353464083216,Encoder
0,-7.018729877677804,11.059588833506677,Encoder
1,-7.018729877677804,10.799103404472397,Encoder
2,-7.018729877677804,10.570933944768248,Encoder
3,-7.018729877677804,10.40736138380581,Encoder
4,-7.018729877677804,10.33642682085322,Encoder
5,-7.018729877677804,10.37793697432151,Encoder
6,-7.018729877677804,10.547128921787728,Encoder
7,-7.018729877677804,10.775897791061139,Encoder
8,-7.018729877677804,10.91279676018323,Encoder
9,-7.018729877677804,10.820963861665156,Encoder
10,-7.018729877677804,10.522017798877858,Encoder
11,-7.018729877677804,10.119177961039215,Encoder
0,-6.863276266133129,11.083230462939499,Encoder
1,-6.863276266133129,10.820799752106542,Encoder
2,-6.863276266133129,10.589177073136936,Encoder
3,-6.863276266133129,10.419148607591064,Encoder
4,-6.863276266133129,10.33885665036738,Encoder
5,-6.863276266133129,10.371308675161497,Encoder
6,-6.863276266133129,10.535163454091133,Encoder
7,-6.863276266133129,10.7626286611398,Encoder
8,-6.863276266133129,10.899460872156773,Encoder
9,-6.863276266133129,10.806134553105586,Encoder
10,-6.863276266133129,10.50393931347481,Encoder
11,-6.863276266133129,10.096967453674392,Encoder
0,-6.707822654588454,11.105040951395965,Encoder
1,-6.707822654588454,10.840789279021921,Encoder
2,-6.707822654588454,10.605881566836413,Encoder
3,-6.707822654588454,10.429652817726328,Encoder
4,-6.707822654588454,10.340354201078924,Encoder
5,-6.707822654588454,10.364131920393802,Encoder
6,-6.707822654588454,10.522998310847537,Encoder
7,-6.707822654588454,10.749449220512233,Encoder
8,-6.707822654588454,10.88646401035552,Encoder
9,-6.707822654588454,10.791873715751723,Encoder
10,-6.707822654588454,10.486648944761017,Encoder
11,-6.707822654588454,10.075759830103054,Encoder
0,-6.552369043043779,11.124951119895341,Encoder
1,-6.552369043043779,10.859007502953578,Encoder
2,-6.552369043043779,10.620989297530553,Encoder
3,-6.552369043043779,10.438825543024661,Encoder
4,-6.552369043043779,10.340884252271307,Encoder
5,-6.552369043043779,10.356385989822444,Encoder
6,-6.552369043043779,10.510625948481099,Encoder
7,-6.552369043043779,10.73636285756526,Encoder
8,-6.552369043043779,10.87381898290784,Encoder
9,-6.552369043043779,10.778202825972183,Encoder
10,-6.552369043043779,10.470176467128493,Encoder
11,-6.552369043043779,10.055592978439506,Encoder
0,-6.396915431499103,11.142891789456895,Encoder
1,-6.396915431499103,10.875389941636548,Encoder
2,-6.396915431499103,10.634442136883264,Encoder
3,-6.396915431499103,10.44661831229913,Encoder
4,-6.396915431499103,10.340411583227938,Encoder
5,-6.396915431499103,10.348050163251429,Encoder
6,-6.396915431499103,10.49803882341599,Encoder
7,-6.396915431499103,10.723372960685666,Encoder
8,-6.396915431499103,10.86153859794213,Encoder
9,-6.396915431499103,10.765143360135564,Encoder
10,-6.396915431499103,10.454551654969245,Encoder
11,-6.396915431499103,10.036504786798057,Encoder
0,-6.241461819954428,11.158793781099906,Encoder
1,-6.241461819954428,10.889872112805893,Encoder
2,-6.241461819954428,10.646181956558435,Encoder
3,-6.241461819954428,10.45298265436281,Encoder
4,-6.241461819954428,10.338900973232274,Encoder
5,-6.241461819954428,10.339103720484767,Encoder
6,-6.241461819954428,10.485229392076377,Encoder
7,-6.241461819954428,10.710482918260283,Encoder
8,-6.241461819954428,10.849635663586753,Encoder
9,-6.241461819954428,10.752716794610489,Encoder
10,-6.241461819954428,10.439804282675299,Encoder
11,-6.241461819954428,10.018533143293016,Encoder
0,-6.086008208409753,11.172587915843636,Encoder
1,-6.086008208409753,10.90238953419664,Encoder
2,-6.086008208409753,10.656150628219958,Encoder
3,-6.086008208409753,10.457870098028751,Encoder
4,-6.086008208409753,10.336317201567727,Encoder
5,-6.086008208409753,10.329525941326468,Encoder
6,-6.086008208409753,10.472190110886418,Encoder
7,-6.086008208409753,10.697696118675896,Encoder
8,-6.086008208409753,10.838122987970085,Encoder
9,-6.086008208409753,10.74094460576556,Encoder
10,-6.086008208409753,10.42596412463865,Encoder
11,-6.086008208409753,10.001715936038684,Encoder
0,-5.930554596865078,11.184205014707352,Encoder
1,-5.930554596865078,10.912877723543826,Encoder
2,-5.930554596865078,10.664290023531718,Encoder
3,-5.930554596865078,10.461232172110028,Encoder
4,-5.930554596865078,10.332625047517746,Encoder
5,-5.930554596865078,10.319296105580543,Encoder
6,-5.930554596865078,10.458913436270288,Encoder
7,-5.930554596865078,10.68501595031932,Encoder
8,-5.930554596865078,10.827013379220507,Encoder
9,-5.930554596865078,10.729848269969386,Encoder
10,-5.930554596865078,10.413060955251318,Encoder
11,-5.930554596865078,9.986091053149375,Encoder
0,-5.775100985320403,11.193575898710328,Encoder
1,-5.775100985320403,10.921272198582507,Encoder
2,-5.775100985320403,10.670542014157617,Encoder
3,-5.775100985320403,10.463020405419705,Encoder
4,-5.775100985320403,10.327789290365763,Encoder
5,-5.775100985320403,10.30839349305101,Encoder
6,-5.775100985320403,10.445391824652141,Encoder
7,-5.775100985320403,10.672445801577368,Encoder
8,-5.775100985320403,10.816319645466388,Encoder
9,-5.775100985320403,10.719449263590583,Encoder
10,-5.775100985320403,10.401124548905315,Encoder
11,-5.775100985320403,9.971696382739392,Encoder
0,-5.619647373775727,11.200631388871836,Encoder
1,-5.619647373775727,10.92750847704771,Encoder
2,-5.619647373775727,10.674848471761553,Encoder
3,-5.619647373775727,10.463186326770838,Encoder
4,-5.619647373775727,10.321774709395205,Encoder
5,-5.619647373775727,10.296797383541868,Encoder
6,-5.619647373775727,10.431617732456157,Encoder
7,-5.619647373775727,10.659989060836839,Encoder
8,-5.619647373775727,10.806054594836118,Encoder
9,-5.619647373775727,10.709769062997767,Encoder
10,-5.619647373775727,10.390184679992652,Encoder
11,-5.619647373775727,9.958569812923042,Encoder
0,-5.464193762231053,11.20530230621114,Encoder
1,-5.464193762231053,10.931522076674483,Encoder
2,-5.464193762231053,10.677151268007396,Encoder
3,-5.464193762231053,10.461681464976504,Encoder
4,-5.464193762231053,10.314546083889512,Encoder
5,-5.464193762231053,10.284487056857126,Encoder
6,-5.464193762231053,10.417583616106487,Encoder
7,-5.464193762231053,10.647649116484542,Encoder
8,-5.464193762231053,10.796231035458058,Encoder
9,-5.464193762231053,10.700829144559528,Encoder
10,-5.464193762231053,10.380271122905338,Encoder
11,-5.464193762231053,9.94674923181463,Encoder
0,-5.308740150686377,11.207519471747512,Encoder
1,-5.308740150686377,10.933248515197871,Encoder
2,-5.308740150686377,10.677392274559073,Encoder
3,-5.308740150686377,10.45845734884976,Encoder
4,-5.308740150686377,10.306068193132113,Encoder
5,-5.308740150686377,10.271441792800806,Encoder
6,-5.308740150686377,10.403281932027308,Encoder
7,-5.308740150686377,10.635429356907279,Encoder
8,-5.308740150686377,10.786861775460599,Encoder
9,-5.308740150686377,10.6926509846445,Encoder
10,-5.308740150686377,10.371413652035393,Encoder
11,-5.308740150686377,9.936272527528468,Encoder
0,-5.153286539141702,11.207213706500223,Encoder
1,-5.153286539141702,10.932623310352914,Encoder
2,-5.153286539141702,10.675513363080448,Encoder
3,-5.153286539141702,10.453465507203672,Encoder
4,-5.153286539141702,10.29630581640645,Encoder
5,-5.153286539141702,10.257640871176912,Encoder
6,-5.153286539141702,10.388705136642775,Encoder
7,-5.153286539141702,10.623333170491872,Encoder
8,-5.153286539141702,10.777959622972102,Encoder
9,-5.153286539141702,10.685256059621278,Encoder
10,-5.153286539141702,10.363642041774822,Encoder
11,-5.153286539141702,9.927177588178859,Encoder
0,-4.9978329275970275,11.204315831488538,Encoder
1,-4.9978329275970275,10.929581979874643,Encoder
2,-4.9978329275970275,10.671456405235434,Encoder
3,-4.9978329275970275,10.446657468851308,Encoder
4,-4.9978329275970275,10.285223732995952,Encoder
5,-4.9978329275970275,10.243063571789452,Encoder
6,-4.9978329275970275,10.373845686377068,Encoder
7,-4.9978329275970275,10.611363945625119,Encoder
8,-4.9978329275970275,10.769537386120959,Encoder
9,-4.9978329275970275,10.678665845858475,Encoder
10,-4.9978329275970275,10.35698606651564,Encoder
11,-4.9978329275970275,9.91950230188011,Encoder
0,-4.8423793160523525,11.198770526706191,Encoder
1,-4.8423793160523525,10.924073706626963,Encoder
2,-4.8423793160523525,10.665176555703972,Encoder
3,-4.8423793160523525,10.437997285737591,Encoder
4,-4.8423793160523525,10.272797768467445,Encoder
5,-4.8423793160523525,10.227697397002808,Encoder
6,-4.8423793160523525,10.358699483575904,Encoder
7,-4.8423793160523525,10.599522498244625,Encoder
8,-4.8423793160523525,10.761600068892507,Encoder
9,-4.8423793160523525,10.672891422822287,Encoder
10,-4.8423793160523525,10.351464970543795,Encoder
11,-4.8423793160523525,9.913275127537318,Encoder
0,-4.6869257045076775,11.190813748861896,Encoder
1,-4.6869257045076775,10.916334876098459,Encoder
2,-4.6869257045076775,10.656908140853462,Encoder
3,-4.6869257045076775,10.427712210863286,Encoder
4,-4.6869257045076775,10.25923591023717,Encoder
5,-4.6869257045076775,10.211702664304303,Encoder
6,-4.6869257045076775,10.343334854177135,Encoder
7,-4.6869257045076775,10.587755578631471,Encoder
8,-4.6869257045076775,10.753988654106452,Encoder
9,-4.6869257045076775,10.667725356293795,Encoder
10,-4.6869257045076775,10.346876684893584,Encoder
11,-4.6869257045076775,9.90832634856341,Encoder
0,-4.531472092963002,11.180958236480162,Encoder
1,-4.531472092963002,10.906874784243547,Encoder
2,-4.531472092963002,10.647150766225971,Encoder
3,-4.531472092963002,10.416279600524074,Encoder
4,-4.531472092963002,10.24496675442409,Encoder
5,-4.531472092963002,10.19540390644823,Encoder
6,-4.531472092963002,10.327888943671631,Encoder
7,-4.531472092963002,10.575958561897316,Encoder
8,-4.531472092963002,10.746388265656192,Encoder
9,-4.531472092963002,10.662752572337492,Encoder
10,-4.531472092963002,10.342808840631955,Encoder
11,-4.531472092963002,9.904297934751495,Encoder
0,-4.376018481418328,11.16972768571208,Encoder
1,-4.376018481418328,10.896213531378775,Encoder
2,-4.376018481418328,10.636414539607491,Encoder
3,-4.376018481418328,10.404186712455543,Encoder
4,-4.376018481418328,10.230427630913825,Encoder
5,-4.376018481418328,10.179132157373129,Encoder
6,-4.376018481418328,10.312501622075217,Encoder
7,-4.376018481418328,10.564024789241584,Encoder
8,-4.376018481418328,10.738477857073422,Encoder
9,-4.376018481418328,10.657549776685652,Encoder
10,-4.376018481418328,10.338840743175872,Encoder
11,-4.376018481418328,9.900824400671077,Encoder
0,-4.220564869873652,11.157645792708752,Encoder
1,-4.220564869873652,10.88487121782072,Encoder
2,-4.220564869873652,10.625209568784001,Encoder
3,-4.220564869873652,10.391920804393262,Encoder
4,-4.220564869873652,10.216055869591969,Encoder
5,-4.220564869873652,10.163218451017523,Encoder
6,-4.220564869873652,10.297312759403715,Encoder
7,-4.220564869873652,10.551847601863669,Encoder
8,-4.220564869873652,10.729936381889857,Encoder
9,-4.220564869873652,10.651693675070568,Encoder
10,-4.220564869873652,10.334551697942334,Encoder
11,-4.220564869873652,9.89754026089166,Encoder
0,-4.065111258328977,11.145236253621265,Encoder
1,-4.065111258328977,10.873367943885938,Encoder
2,-4.065111258328977,10.614045961541482,Encoder
3,-4.065111258328977,10.379969134072814,Encoder
4,-4.065111258328977,10.20228880034413,Encoder
5,-4.065111258328977,10.147993821319949,Encoder
6,-4.065111258328977,10.282462225672955,Encoder
7,-4.065111258328977,10.539320340963021,Encoder
8,-4.065111258328977,10.720442793637195,Encoder
9,-4.065111258328977,10.644760973224498,Encoder
10,-4.065111258328977,10.329521010348317,Encoder
11,-4.065111258328977,9.89408002998275,Encoder
0,-3.909657646784302,11.133022764600721,Encoder
1,-3.909657646784302,10.862223809890994,Encoder
2,-3.909657646784302,10.603433825665935,Encoder
3,-3.909657646784302,10.368818959229783,Encoder
4,-3.909657646784302,10.18956375305592,Encoder
5,-3.909657646784302,10.133789302218931,Encoder
6,-3.909657646784302,10.268089890898755,Encoder
7,-3.909657646784302,10.52633634773904,Encoder
8,-3.909657646784302,10.709676045847141,Encoder
9,-3.909657646784302,10.636328376879746,Encoder
10,-3.909657646784302,10.323327985810817,Encoder
11,-3.909657646784302,9.890078222513846,Encoder
0,-3.754204035239627,11.121522526616662,Encoder
1,-3.754204035239627,10.851952081631124,Encoder
2,-3.754204035239627,10.593876160198732,Encoder
3,-3.754204035239627,10.358950286801406,Encoder
4,-3.754204035239627,10.178311098302085,Encoder
5,-3.754204035239627,10.120930449824371,Encoder
6,-3.754204035239627,10.254333569626006,Encoder
7,-3.754204035239627,10.512791691284313,Encoder
8,-3.754204035239627,10.697322053696183,Encoder
9,-3.754204035239627,10.62598148444904,Encoder
10,-3.754204035239627,10.315560572196473,Encoder
11,-3.754204035239627,9.885176650651688,Encoder
0,-3.598750423694952,11.11102116273555,Encoder
1,-3.598750423694952,10.842822348245933,Encoder
2,-3.598750423694952,10.585622510423915,Encoder
3,-3.598750423694952,10.350584605211692,Encoder
4,-3.598750423694952,10.16871308078098,Encoder
5,-3.598750423694952,10.109547514840045,Encoder
6,-3.598750423694952,10.241257791050122,Encoder
7,-3.598750423694952,10.498679700449069,Encoder
8,-3.598750423694952,10.683314941451327,Encoder
9,-3.598750423694952,10.61362295219491,Encoder
10,-3.598750423694952,10.306114853543026,Encoder
11,-3.598750423694952,9.879277313634427,Encoder
0,-3.443296812150276,11.101515041574338,Encoder
1,-3.443296812150276,10.83479983237057,Encoder
2,-3.443296812150276,10.578605842944754,Encoder
3,-3.443296812150276,10.343620498025325,Encoder
4,-3.443296812150276,10.16064202134749,Encoder
5,-3.443296812150276,10.09952680000672,Encoder
6,-3.443296812150276,10.228835546645763,Encoder
7,-3.443296812150276,10.484115187252973,Encoder
8,-3.443296812150276,10.667898861162307,Encoder
9,-3.443296812150276,10.599551460320741,Encoder
10,-3.443296812150276,10.295271794126585,Encoder
11,-3.443296812150276,9.872607199687081,Encoder
0,-3.287843200605601,11.092982322123055,Encoder
1,-3.287843200605601,10.827830595654012,Encoder
2,-3.287843200605601,10.572739194577164,Encoder
3,-3.287843200605601,10.33793622076349,Encoder
4,-3.287843200605601,10.153950730015522,Encoder
5,-3.287843200605601,10.090739250647525,Encoder
6,-3.287843200605601,10.217034065252866,Encoder
7,-3.287843200605601,10.469220611526149,Encoder
8,-3.287843200605601,10.651337482263196,Encoder
9,-3.287843200605601,10.584090620187364,Encoder
10,-3.287843200605601,10.283336587843783,Encoder
11,-3.287843200605601,9.865413756281603,Encoder
0,-3.132389589060926,11.085401163371728,Encoder
1,-3.132389589060926,10.82186069974527,Encoder
2,-3.132389589060926,10.567935602137071,Encoder
3,-3.132389589060926,10.333410028947398,Encoder
4,-3.132389589060926,10.148492016799006,Encoder
5,-3.132389589060926,10.083055812085576,Encoder
6,-3.132389589060926,10.205820575711348,Encoder
7,-3.132389589060926,10.454118433098682,Encoder
8,-3.132389589060926,10.633894474188093,Encoder
9,-3.132389589060926,10.567564043155585,Encoder
10,-3.132389589060926,10.27061442859126,Encoder
11,-3.132389589060926,9.857944430889942,Encoder
0,-2.976935977516251,11.078749724310388,Encoder
1,-2.976935977516251,10.81683620629334,Encoder
2,-2.976935977516251,10.564108102440386,Encoder
3,-2.976935977516251,10.329920178098254,Encoder
4,-2.976935977516251,10.144118691711844,Encoder
5,-2.976935977516251,10.076347429643972,Encoder
6,-2.976935977516251,10.195162306861116,Encoder
7,-2.976935977516251,10.438931111800684,Encoder
8,-2.976935977516251,10.615833506371052,Encoder
9,-2.976935977516251,10.550295340586217,Encoder
10,-2.976935977516251,10.257410510265665,Encoder
11,-2.976935977516251,9.850446670984043,Encoder
0,-2.821482365971576,11.073006163929064,Encoder
1,-2.821482365971576,10.812703176947212,Encoder
2,-2.821482365971576,10.561169732303023,Encoder
3,-2.821482365971576,10.327344923737256,Encoder
4,-2.821482365971576,10.140683564767954,Encoder
5,-2.821482365971576,10.070485048645839,Encoder
6,-2.821482365971576,10.185026487542105,Encoder
7,-2.821482365971576,10.423781107462258,Encoder
8,-2.821482365971576,10.597418248246168,Encoder
9,-2.821482365971576,10.532608123840086,Encoder
10,-2.821482365971576,10.24403002676362,Encoder
11,-2.821482365971576,9.843167924035859,Encoder
0,-2.6660287544269012,11.068148641217782,Encoder
1,-2.6660287544269012,10.809407673355897,Encoder
2,-2.6660287544269012,10.559033528540896,Encoder
3,-2.6660287544269012,10.325562521385613,Encoder
4,-2.6660287544269012,10.13803944598125,Encoder
5,-2.6660287544269012,10.065339614414281,Encoder
6,-2.6660287544269012,10.175380346594228,Encoder
7,-2.6660287544269012,10.408790879913502,Encoder
8,-2.6660287544269012,10.578912369247504,Encoder
9,-2.6660287544269012,10.514826004277994,Encoder
