layer,log_freq,fit,panel
0,9.379323364330956,11.786092320762767,Encoder
1,9.379323364330956,11.447797360367428,Encoder
2,9.379323364330956,11.143343229334643,Encoder
3,9.379323364330956,10.90646333362653,Encoder
4,9.379323364330956,10.757892847755127,Encoder
5,9.379323364330956,10.693122447135128,Encoder
6,9.379323364330956,10.702891992308526,Encoder
7,9.379323364330956,10.735382533401568,Encoder
8,9.379323364330956,10.696216310124811,Encoder
9,9.379323364330956,10.500838826968057,Encoder
10,9.379323364330956,10.166299560368886,Encoder
11,9.379323364330956,9.761963223384777,Encoder
0,9.512335201135029,11.761366377171887,Encoder
1,9.512335201135029,11.42372486687951,Encoder
2,9.512335201135029,11.119881968174301,Encoder
3,9.512335201135029,10.883532444913627,Encoder
4,9.512335201135029,10.735805485651872,Encoder
5,9.512335201135029,10.673426062445882,Encoder
6,9.512335201135029,10.688383302891003,Encoder
7,9.512335201135029,10.728231352159282,Encoder
8,9.512335201135029,10.696089372999523,Encoder
9,9.512335201135029,10.505091080369358,Encoder
10,9.512335201135029,10.172349054859763,Encoder
11,9.512335201135029,9.768513931281454,Encoder
0,9.6453470379391,11.736662132584039,Encoder
1,9.6453470379391,11.399828338961806,Encoder
2,9.6453470379391,11.096702663958188,Encoder
3,9.6453470379391,10.860893275486585,Encoder
4,9.6453470379391,10.713914306130699,Encoder
5,9.6453470379391,10.653791472751251,Encoder
6,9.6453470379391,10.673836119218398,Encoder
7,9.6453470379391,10.72099839855102,Encoder
8,9.6453470379391,10.695867272916766,Encoder
9,9.6453470379391,10.509237600956133,Encoder
10,9.6453470379391,10.17827743017582,Encoder
11,9.6453470379391,9.77492568405191,Encoder
0,9.778358874743173,11.711980678033537,Encoder
1,9.778358874743173,11.376116624231578,Encoder
2,9.778358874743173,11.073819493591062,Encoder
3,9.778358874743173,10.838560493104508,Encoder
4,9.778358874743173,10.692229173328109,Encoder
5,9.778358874743173,10.634221785127597,Encoder
6,9.778358874743173,10.6592485057846,Encoder
7,9.778358874743173,10.713679561030423,Encoder
8,9.778358874743173,10.695545225046033,Encoder
9,9.778358874743173,10.513273072441374,Encoder
10,9.778358874743173,10.184078596397859,Encoder
11,9.778358874743173,9.781191494978378,Encoder
0,9.911370711547246,11.687323104554682,Encoder
1,9.911370711547246,11.352598570306109,Encoder
2,9.911370711547246,11.051246633977689,Encoder
3,9.911370711547246,10.816548765526509,Encoder
4,9.911370711547246,10.670759951380598,Encoder
5,9.911370711547246,10.614720106651271,Encoder
6,9.911370711547246,10.644618527083514,Encoder
7,9.911370711547246,10.706270728051145,Encoder
8,9.911370711547246,10.695118444556837,Encoder
9,9.911370711547246,10.517192178538057,Encoder
10,9.911370711547246,10.189746463606676,Encoder
11,9.911370711547246,9.787304377343089,Encoder
0,10.044382548351317,11.662690503181787,Encoder
1,10.044382548351317,11.329283024802688,Encoder
2,10.044382548351317,11.028998262022847,Encoder
3,10.044382548351317,10.794872760511668,Encoder
4,10.044382548351317,10.649516504424652,Encoder
5,10.044382548351317,10.59528954439862,Encoder
6,10.044382548351317,10.629944247609012,Encoder
7,10.044382548351317,10.698767788066835,Encoder
8,10.044382548351317,10.694582146618682,Encoder
9,10.044382548351317,10.520989602959165,Encoder
10,10.044382548351317,10.195274941883081,Encoder
11,10.044382548351317,9.793257344428275,Encoder
0,10.17739438515539,11.63808396494916,Encoder
1,10.17739438515539,11.306178835338583,Encoder
2,10.17739438515539,11.00708855463131,Encoder
3,10.17739438515539,10.773547145819107,Encoder
4,10.17739438515539,10.628508696596777,Encoder
5,10.17739438515539,10.575933205446004,Encoder
6,10.17739438515539,10.61522373185499,Encoder
7,10.17739438515539,10.691166629531141,Encoder
8,10.17739438515539,10.693931546401062,Encoder
9,10.17739438515539,10.524660029417674,Encoder
10,10.17739438515539,10.20065794130787,Encoder
11,10.17739438515539,9.799043409516175,Encoder
0,10.310406221959461,11.61350458089111,Encoder
1,10.310406221959461,11.283294849531062,Encoder
2,10.310406221959461,10.985531688707834,Encoder
3,10.310406221959461,10.752586589207928,Encoder
4,10.310406221959461,10.60774639203346,Encoder
