component,verb_up,frequency,predic,log_freq,log_predic,r,vif
encoder,act up,266394,0.0014913729688361,12.492731694872212,-6.50656564153722,0.306847430018338,1.1039420443905608
encoder,acted up,64734,0.00376269963439607,11.078041844779396,-5.578848794942774,0.306847430018338,1.1039420443905608
encoder,acting up,586506,0.01075114601644694,13.281938177202367,-4.521933566722116,0.306847430018338,1.1039420443905608
encoder,acts up,116385,0.00219807453316908,11.66465893999616,-6.117973020190686,0.306847430018338,1.1039420443905608
encoder,add up,7598054,0.01706133852740439,15.843402719837908,-4.053731719910233,0.306847430018338,1.1039420443905608
encoder,added up,982400,0.00358715852603261,13.797753836375016,-5.626801279001013,0.306847430018338,1.1039420443905608
encoder,adding up,1038874,0.00931665039911353,13.853647992275151,-4.666591792274944,0.306847430018338,1.1039420443905608
encoder,adds up,2470859,0.04451388558478685,14.720076421424402,-3.066419055191499,0.306847430018338,1.1039420443905608
encoder,advanced up,37823,3.9390840127375e-4,10.540672662176004,-7.838998173768162,0.306847430018338,1.1039420443905608
encoder,advancing up,25937,0.00239130033928308,10.163425799678814,-6.033523821915822,0.306847430018338,1.1039420443905608
encoder,age up,100133,3.4062335969576e-4,11.514254581303659,-7.984392526745432,0.306847430018338,1.1039420443905608
encoder,allows up,307085,0.00151723725495754,12.634879861211259,-6.489345803952525,0.306847430018338,1.1039420443905608
encoder,amp up,421546,0.03203062568703514,12.951684184514438,-3.4085079508330254,0.306847430018338,1.1039420443905608
encoder,amped up,395565,0.5445695853828776,12.88807040161145,0.17875279305574032,0.306847430018338,1.1039420443905608
encoder,amping up,105205,0.6995664490045616,11.563666106673413,0.8452341832088923,0.306847430018338,1.1039420443905608
encoder,answer up,39171,1.6935109253633e-4,10.575691956076149,-8.683367161936026,0.306847430018338,1.1039420443905608
encoder,are up,10203800,0.00115754191839113,16.13827075789495,-6.760298345679364,0.306847430018338,1.1039420443905608
encoder,arise up,10868,4.4605302991001e-4,9.293577970546238,-7.714626559327716,0.306847430018338,1.1039420443905608
encoder,ascended up,30994,0.01586809118034351,10.34154891634728,-4.127449692933367,0.306847430018338,1.1039420443905608
encoder,ate up,245605,0.01147305731600388,12.411479833354086,-4.456214453834747,0.306847430018338,1.1039420443905608
encoder,back up,23878851,0.01720315631669484,16.988503729753194,-4.045309555317738,0.306847430018338,1.1039420443905608
encoder,backed up,5305406,0.2187980800855165,15.484236858675816,-1.2726843608842726,0.306847430018338,1.1039420443905608
encoder,backing up,2175570,0.11890331981816002,14.592801257136365,-2.0028566346530616,0.306847430018338,1.1039420443905608
encoder,backs up,967373,0.0646636809848512,13.782339429120048,-2.671706465101797,0.306847430018338,1.1039420443905608
encoder,balled up,105629,0.28833754620050334,11.567688233764917,-0.9034718880003767,0.306847430018338,1.1039420443905608
encoder,bandaged up,41071,0.08720235251653449,10.623057555327177,-2.3482829123399007,0.306847430018338,1.1039420443905608
encoder,bang up,144201,0.01185344801012649,11.8789634386217,-4.4232122221454375,0.306847430018338,1.1039420443905608
encoder,banged up,511120,0.2967568204659556,13.144359675276226,-0.8627897317246761,0.306847430018338,1.1039420443905608
encoder,banked up,19713,0.01867672207563347,9.889033595565978,-3.961624004794966,0.306847430018338,1.1039420443905608
encoder,barking up,166068,0.04573443524714159,12.02015262201393,-3.038090481813854,0.306847430018338,1.1039420443905608
encoder,based up,89467,1.9015540230112e-4,11.401625121187028,-8.567478739775188,0.306847430018338,1.1039420443905608
encoder,beads up,26597,0.00269750663448496,10.18855370645454,-5.9127262498794355,0.306847430018338,1.1039420443905608
encoder,beamed up,33373,0.0252957985613692,10.415502468813338,-3.651495724652828,0.306847430018338,1.1039420443905608
encoder,bear up,96033,0.00160750376658522,11.472447161381478,-6.4314639615358455,0.306847430018338,1.1039420443905608
