layer,fit_low,fit_high,se_low,se_high,diff,se_diff,lo95,hi95,lo80,hi80,panel
0,9.667722270995204,9.686139131367066,0.06837690044803489,0.0919072986349602,0.018416860371861077,0.11455283522137823,-0.20610669666204023,0.2429404174057624,-0.12821076871150305,0.1650444894552252,OLMo-3 7B
1,9.469846090733672,9.106204377233844,0.0678148108720245,0.09107079171241175,-0.36364171349982755,0.11354619181960238,-0.5861922494662481,-0.1410911775334069,-0.5089808390289186,-0.2183025879707365,OLMo-3 7B
2,9.295365344189046,8.55476839509948,0.06744520175125734,0.09052584278970568,-0.7405969490895661,0.11288836721316468,-0.9618581488273689,-0.5193357493517633,-0.8850940591224169,-0.5960998390567153,OLMo-3 7B
3,9.167675465078233,8.060329956962832,0.06725387981510783,0.09025076644353586,-1.107345508115401,0.11255347704016357,-1.3279503231141214,-0.8867406931166804,-1.2514139587268103,-0.9632770575039915,OLMo-3 7B
4,9.11017188711814,7.6513878348227635,0.06720538526083544,0.09019124156071644,-1.4587840522953766,0.11247677032312416,-1.6792385221286998,-1.2383295824620533,-1.6027543183089754,-1.3148137862817777,OLMo-3 7B
5,9.146250044025674,7.3564408006781274,0.06724890968750123,0.09026943167805368,-1.7898092433475465,0.11256547494519134,-2.0104375742401217,-1.5691809124549716,-1.9338930512773915,-1.6457254354177016,OLMo-3 7B
6,9.299305369517741,7.203987626527788,0.06732666229675076,0.09039686852327775,-2.0953177429899537,0.11271412198493799,-2.316237422080432,-1.8743980638994753,-2.2395918191306743,-1.951043666849233,OLMo-3 7B
7,9.592733297311248,7.222527084370597,0.06738415840990263,0.09049018359627248,-2.3702062129406514,0.11282330491480008,-2.5913398905736593,-2.1490725353076434,-2.5146200432315955,-2.2257923826497072,OLMo-3 7B
8,10.049749641398499,7.44034808739767,0.06738228236025627,0.09048942375177221,-2.6094015540008293,0.11282157500675613,-2.8305318410140714,-2.388271266987587,-2.7538131700094772,-2.4649899379921814,OLMo-3 7B
9,10.671836229094668,7.860346633062169,0.06731995452392993,0.09039292304179934,-2.811489596032499,0.11270695104182639,-3.0323952200744784,-2.5905839719905193,-2.9557544933660367,-2.667224698698961,OLMo-3 7B
10,11.41826425243291,8.436101898995647,0.06723922724775716,0.09026551786760112,-2.982162353437264,0.11255655199401653,-3.2027731953455363,-2.761551511528992,-3.1262347399896053,-2.838089966884923,OLMo-3 7B
11,12.243455170882065,9.115526875020361,0.06718421867577035,0.09017532748681466,-3.127928295861704,0.11245136249253719,-3.3483329663470767,-2.907523625376331,-3.2718660398521515,-2.983990551871256,OLMo-3 7B
12,13.10183044391097,9.84653455095857,0.06718147232159713,0.09016379271839918,-3.2552958929524003,0.11244047198702065,-3.475679218046961,-3.0349125678578397,-3.399219697095787,-3.1113720888090137,OLMo-3 7B
13,13.947811530988464,10.57703791663253,0.06723124181674897,0.09023237837894602,-3.370773614355933,0.11252520599467242,-3.591323018105491,-3.150224210606375,-3.514805878029114,-3.2267413506827523,OLMo-3 7B
14,14.73581989158338,11.254949961864504,0.06730754582186362,0.09034263318848626,-3.4808699297188763,0.11265920777278549,-3.701681976953536,-3.2600578824842166,-3.6250737156680417,-3.336666143769711,OLMo-3 7B
15,15.420276985164564,11.828183676476748,0.06736699825462387,0.0904296382651116,-3.592093308687817,0.11276449765151013,-3.8131117240847767,-3.371074893290857,-3.73643186568175,-3.447754751693884,OLMo-3 7B
16,15.956933350248697,12.246192356862172,0.06736699825462376,0.0904296382651117,-3.7107409933865245,0.11276449765151014,-3.9317594087834844,-3.4897225779895646,-3.8550795503804576,-3.5664024363925915,OLMo-3 7B
17,16.332108343453015,12.493856350538755,0.06730754582186343,0.09034263318848645,-3.8382519929142607,0.11265920777278554,-4.05906404014892,-3.617439945679601,-3.982455778863426,-3.6940482069650953,OLMo-3 7B
18,16.5626901394953,12.591483056149528,0.06723124181674857,0.09023237837894635,-3.971207083345771,0.11252520599467244,-4.191756487095329,-3.750657679596213,-4.115239347018951,-3.82717481967259,OLMo-3 7B
19,16.666895992141185,12.56092017890818,0.06718147232159653,0.09016379271839968,-4.105975813233005,0.11244047198702069,-4.3263591383275655,-3.8855924881384447,-4.249899617376392,-3.9620520090896187,OLMo-3 7B
20,16.662943155156302,12.4240154240284,0.06718421867576949,0.0901753274868153,-4.238927731127902,0.11245136249253719,-4.459332401613275,-4.018523060642528,-4.382865475118349,-4.094989987137454,OLMo-3 7B
21,16.569048882306284,12.202616496723879,0.06723922724775605,0.0902655178676019,-4.366432385582405,0.11255655199401648,-4.587043227490677,-4.145821543674132,-4.5105047721347455,-4.222359999030064,OLMo-3 7B
22,16.403430427356753,11.918571102208306,0.06731995452392864,0.09039292304180022,-4.484859325148447,0.11270695104182633,-4.705764949190427,-4.263953701106467,-4.629124222481985,-4.340594427814909,OLMo-3 7B
23,16.184305044073355,11.593726945695368,0.06738228236025486,0.09048942375177323,-4.590578098377987,0.1128215750067561,-4.8117083853912295,-4.369447811364745,-4.734989714386635,-4.44616648236934,OLMo-3 7B
24,15.928887934608795,11.248517946850033,0.06738415840990106,0.09049018359627353,-4.680369987758763,0.11282330491479999,-4.901503665391771,-4.459236310125754,-4.824783818049706,-4.535956157467819,OLMo-3 7B
25,15.645672740781173,10.89107285482061,0.06732666229674918,0.09039686852327883,-4.7545998859605625,0.11271412198493792,-4.975519565051041,-4.533680206870084,-4.898873962101283,-4.610325809819842,OLMo-3 7B
26,15.338662428661806,10.523184565000024,0.06724890968749975,0.09026943167805478,-4.815477863661782,0.11256547494519133,-5.036106194554357,-4.5948495327692065,-4.959561671591627,-4.671394055731937,OLMo-3 7B
27,15.011822851299318,10.14659361035347,0.06720538526083407,0.09019124156071753,-4.8652292409458475,0.11247677032312421,-5.085683710779171,-4.644774771112524,-5.009199506959447,-4.7212589749322484,OLMo-3 7B
28,14.669119861742336,9.76304052384614,0.06725387981510664,0.09025076644353694,-4.906079337896196,0.11255347704016372,-5.126684152894917,-4.685474522897476,-5.050147788507606,-4.762010887284787,OLMo-3 7B
29,14.314519313039483,9.374265838443229,0.06744520175125633,0.09052584278970674,-4.940253474596254,0.11288836721316493,-5.161514674334057,-4.718992274858451,-5.084750584629105,-4.795756364563403,OLMo-3 7B
30,13.95198705823938,8.982010087109929,0.06781481087202364,0.09107079171241278,-4.9699769711294515,0.11354619181960268,-5.192527507095873,-4.74742643516303,-5.1153160966585425,-4.8246378456003605,OLMo-3 7B
31,13.585488950390657,8.588013802811435,0.0683769004480342,0.09190729863496128,-4.997475147579221,0.11455283522137867,-5.2219987046131235,-4.772951590545319,-5.144102776662586,-4.850847518495857,OLMo-3 7B
0,12.809260330502534,12.470162997809007,0.07999084313905457,0.09144926063879796,-0.3390973326935267,0.12149692283131962,-0.5772313014429131,-0.10096336394414027,-0.49461339391761583,-0.1835812714694376,BabyLM 125M
1,12.979340363936323,12.390327905890253,0.07599057702493538,0.08654518597353489,-0.5890124580460707,0.11517220589958489,-0.8147499816092572,-0.36327493448288434,-0.7364328815975394,-0.44159203449460205,BabyLM 125M
2,13.138609341568559,12.37689263404037,0.07686974296911657,0.08775699307665076,-0.7617167075281888,0.11666296420884126,-0.9903761173775176,-0.5330572976788599,-0.9110453017155056,-0.612388113340872,BabyLM 125M
3,13.276179262169244,12.495413627861637,0.07711490276294544,0.08806431042182153,-0.7807656343076061,0.11705567478003565,-1.010194756876476,-0.5513365117387363,-0.9305968980260517,-0.6309343705891606,BabyLM 125M
4,13.371851727667089,12.709399022498005,0.07597084760099682,0.08658526223365838,-0.662452705169084,0.11518931079438435,-0.8882237543260774,-0.43668165601209075,-0.809895022985896,-0.5150103873522721,BabyLM 125M
