layer,log_predic,fit,panel
0,-8.873305728604587,18.438039546920443,OLMo-3 7B
1,-8.873305728604587,16.99841874323774,OLMo-3 7B
2,-8.873305728604587,15.598664368817396,OLMo-3 7B
3,-8.873305728604587,14.278642852921777,OLMo-3 7B
4,-8.873305728604587,13.078220624813245,OLMo-3 7B
5,-8.873305728604587,12.037264113754164,OLMo-3 7B
6,-8.873305728604587,11.195639749006894,OLMo-3 7B
7,-8.873305728604587,10.593213959833797,OLMo-3 7B
8,-8.873305728604587,10.269637452042167,OLMo-3 7B
9,-8.873305728604587,10.238458393375833,OLMo-3 7B
10,-8.873305728604587,10.462529939637188,OLMo-3 7B
11,-8.873305728604587,10.898880713341732,OLMo-3 7B
12,-8.873305728604587,11.504539337004976,OLMo-3 7B
13,-8.873305728604587,12.236534433142419,OLMo-3 7B
14,-8.873305728604587,13.051894624269565,OLMo-3 7B
15,-8.873305728604587,13.90764853290192,OLMo-3 7B
16,-8.873305728604587,14.761220278471633,OLMo-3 7B
17,-8.873305728604587,15.579130409493743,OLMo-3 7B
18,-8.873305728604587,16.336995903566173,OLMo-3 7B
19,-8.873305728604587,17.01082923520349,OLMo-3 7B
20,-8.873305728604587,17.576642878920268,OLMo-3 7B
21,-8.873305728604587,18.010449309231067,OLMo-3 7B
22,-8.873305728604587,18.28826100065046,OLMo-3 7B
23,-8.873305728604587,18.386090427693027,OLMo-3 7B
24,-8.873305728604587,18.28354162731658,OLMo-3 7B
25,-8.873305728604587,17.991478531818423,OLMo-3 7B
26,-8.873305728604587,17.536860594074877,OLMo-3 7B
27,-8.873305728604587,16.946780287793512,OLMo-3 7B
28,-8.873305728604587,16.24833008668189,OLMo-3 7B
29,-8.873305728604587,15.468602464447574,OLMo-3 7B
30,-8.873305728604587,14.63468989479813,OLMo-3 7B
31,-8.873305728604587,13.773684851441125,OLMo-3 7B
0,-8.707217698230503,18.265077532304407,OLMo-3 7B
1,-8.707217698230503,16.832746518047927,OLMo-3 7B
2,-8.707217698230503,15.440323532658136,OLMo-3 7B
3,-8.707217698230503,14.127716605001718,OLMo-3 7B
4,-8.707217698230503,12.934833763945358,OLMo-3 7B
5,-8.707217698230503,11.901583038355747,OLMo-3 7B
6,-8.707217698230503,11.067872457099572,OLMo-3 7B
7,-8.707217698230503,10.473610049043517,OLMo-3 7B
8,-8.707217698230503,10.158486465829604,OLMo-3 7B
9,-8.707217698230503,10.135889714915225,OLMo-3 7B
10,-8.707217698230503,10.368124155961183,OLMo-3 7B
11,-8.707217698230503,10.81162496356229,OLMo-3 7B
12,-8.707217698230503,11.422827312313355,OLMo-3 7B
13,-8.707217698230503,12.158166376809188,OLMo-3 7B
14,-8.707217698230503,12.974077331644601,OLMo-3 7B
15,-8.707217698230503,13.826995351414405,OLMo-3 7B
16,-8.707217698230503,14.673788741524703,OLMo-3 7B
17,-8.707217698230503,15.481287816041306,OLMo-3 7B
18,-8.707217698230503,16.22628489768973,OLMo-3 7B
19,-8.707217698230503,16.886005440006794,OLMo-3 7B
20,-8.707217698230503,17.43767489652931,OLMo-3 7B
21,-8.707217698230503,17.85851872079408,OLMo-3 7B
22,-8.707217698230503,18.125762366337923,OLMo-3 7B
23,-8.707217698230503,18.216631286697655,OLMo-3 7B
24,-8.707217698230503,18.111810724513077,OLMo-3 7B
25,-8.707217698230503,17.822098901653817,OLMo-3 7B
26,-8.707217698230503,17.373799020784418,OLMo-3 7B
27,-8.707217698230503,16.793342424906562,OLMo-3 7B
28,-8.707217698230503,16.107160457021948,OLMo-3 7B
29,-8.707217698230503,15.34168446013226,OLMo-3 7B
30,-8.707217698230503,14.523345777239193,OLMo-3 7B
31,-8.707217698230503,13.678575751344436,OLMo-3 7B
0,-8.54112966785642,18.094321250313044,OLMo-3 7B
1,-8.54112966785642,16.66869610670611,OLMo-3 7B
2,-8.54112966785642,15.283035671501713,OLMo-3 7B
3,-8.54112966785642,13.977304653102387,OLMo-3 7B
4,-8.54112966785642,12.791467759910667,OLMo-3 7B
5,-8.54112966785642,11.765489700329091,OLMo-3 7B
6,-8.54112966785642,10.939335182760194,OLMo-3 7B
7,-8.54112966785642,10.352968915606512,OLMo-3 7B
8,-8.54112966785642,10.046136454300921,OLMo-3 7B
9,-8.54112966785642,10.032065844947379,OLMo-3 7B
10,-8.54112966785642,10.27248418577963,OLMo-3 7B
11,-8.54112966785642,10.723201444850586,OLMo-3 7B
12,-8.54112966785642,11.340027590213163,OLMo-3 7B
13,-8.54112966785642,12.07877258992027,OLMo-3 7B
14,-8.54112966785642,12.89524641202482,OLMo-3 7B
15,-8.54112966785642,13.74525902457973,OLMo-3 7B
16,-8.54112966785642,14.585092203114378,OLMo-3 7B
17,-8.54112966785642,15.381879295117027,OLMo-3 7B
18,-8.54112966785642,16.113605220034806,OLMo-3 7B
19,-8.54112966785642,16.75872670479132,OLMo-3 7B
20,-8.54112966785642,17.295700476310174,OLMo-3 7B
21,-8.54112966785642,17.702983261514962,OLMo-3 7B
22,-8.54112966785642,17.959031787329295,OLMo-3 7B
23,-8.54112966785642,18.042302780676774,OLMo-3 7B
24,-8.54112966785642,17.934579584319096,OLMo-3 7B
25,-8.54112966785642,17.646599419608783,OLMo-3 7B
26,-8.54112966785642,17.204007675172782,OLMo-3 7B
27,-8.54112966785642,16.632572947632042,OLMo-3 7B
28,-8.54112966785642,15.958063833607504,OLMo-3 7B
29,-8.54112966785642,15.206248929720122,OLMo-3 7B
30,-8.54112966785642,14.402896832590844,OLMo-3 7B
31,-8.54112966785642,13.573776138840618,OLMo-3 7B
0,-8.375041637482337,17.925932025935865,OLMo-3 7B
1,-8.375041637482337,16.506386126989927,OLMo-3 7B
2,-8.375041637482337,15.126877798844404,OLMo-3 7B
3,-8.375041637482337,13.827444612299708,OLMo-3 7B
4,-8.375041637482337,12.64812413815625,OLMo-3 7B
5,-8.375041637482337,11.628953947214445,OLMo-3 7B
6,-8.375041637482337,10.809971610274705,OLMo-3 7B
7,-8.375041637482337,10.23121469813744,OLMo-3 7B
8,-8.375041637482337,9.932499721991864,OLMo-3 7B
9,-8.375041637482337,9.926894980071248,OLMo-3 7B
10,-8.375041637482337,10.175519761975451,OLMo-3 7B
11,-8.375041637482337,10.633524747801765,OLMo-3 7B
12,-8.375041637482337,11.256060617647485,OLMo-3 7B
13,-8.375041637482337,11.998278051609903,OLMo-3 7B
14,-8.375041637482337,12.815327729786311,OLMo-3 7B
15,-8.375041637482337,13.662360332274009,OLMo-3 7B
16,-8.375041637482337,14.495038142349628,OLMo-3 7B
17,-8.375041637482337,15.28079031641468,OLMo-3 7B
18,-8.375041637482337,15.998812883995566,OLMo-3 7B
19,-8.375041637482337,16.628813477798012,OLMo-3 7B
20,-8.375041637482337,17.150499730527756,OLMo-3 7B
21,-8.375041637482337,17.543579274890526,OLMo-3 7B
22,-8.375041637482337,17.787759743592062,OLMo-3 7B
23,-8.375041637482337,17.862748769338104,OLMo-3 7B
24,-8.375041637482337,17.751445925093886,OLMo-3 7B
25,-8.375041637482337,17.46453248608337,OLMo-3 7B
26,-8.375041637482337,17.0269943486935,OLMo-3 7B
27,-8.375041637482337,16.463935629320837,OLMo-3 7B
28,-8.375041637482337,15.800460444361935,OLMo-3 7B
29,-8.375041637482337,15.061672910213357,OLMo-3 7B
30,-8.375041637482337,14.272677143271661,OLMo-3 7B
31,-8.375041637482337,13.458577259933406,OLMo-3 7B
0,-8.208953607108255,17.760071184162374,OLMo-3 7B
1,-8.208953607108255,16.345935196677022,OLMo-3 7B
2,-8.208953607108255,14.971926928182494,OLMo-3 7B
3,-8.208953607108255,13.678174097669611,OLMo-3 7B
4,-8.208953607108255,12.504804424129194,OLMo-3 7B
5,-8.208953607108255,11.491945626552065,OLMo-3 7B
6,-8.208953607108255,10.679725423929048,OLMo-3 7B
7,-8.208953607108255,10.108271535250964,OLMo-3 7B
8,-8.208953607108255,9.817488573438178,OLMo-3 7B
9,-8.208953607108255,9.820285316885792,OLMo-3 7B
10,-8.208953607108255,10.077140617431578,OLMo-3 7B
11,-8.208953607108255,10.542509463010969,OLMo-3 7B
12,-8.208953607108255,11.170846841559408,OLMo-3 7B
13,-8.208953607108255,11.916607741012328,OLMo-3 7B
14,-8.208953607108255,12.734247149305169,OLMo-3 7B
15,-8.208953607108255,13.57822005437337,OLMo-3 7B
16,-8.208953607108255,14.403534038339421,OLMo-3 7B
17,-8.208953607108255,15.177906349628037,OLMo-3 7B
18,-8.208953607108255,15.881763902966167,OLMo-3 7B
19,-8.208953607108255,16.4960862072678,OLMo-3 7B
20,-8.208953607108255,17.00185277144694,OLMo-3 7B
21,-8.208953607108255,17.380043104417584,OLMo-3 7B
22,-8.208953607108255,17.61163671509372,OLMo-3 7B
23,-8.208953607108255,17.677613112389356,OLMo-3 7B
24,-8.208953607108255,17.562007465196697,OLMo-3 7B
25,-8.208953607108255,17.27545050147762,OLMo-3 7B
26,-8.208953607108255,16.842266832800085,OLMo-3 7B
