Model,Predictor,edf,f_stat,p_value
Encoder,Frequency,13.433188885521806,81.32903749778995,0
Decoder,Frequency,21.17164510202577,9361.710884537255,0
Encoder,Predictability,17.38867714919536,60.28546509252422,0
Decoder,Predictability,22.288996781289818,9258.614729400957,0
