layer,fit_low,fit_high,se_low,se_high,diff,se_diff,lo95,hi95,lo80,hi80,panel
0,11.455063842536523,10.792217295214304,0.07529672852809027,0.082186459578105,-0.6628465473222196,0.11146394692911431,-0.8813158833032837,-0.44437721134115554,-0.8055203993914859,-0.5201726952529533,Encoder
1,11.141036760520652,10.543011953067783,0.06378607576154206,0.07239329277309897,-0.5980248074528696,0.0964855030540278,-0.7871363934387641,-0.40891322146697506,-0.7215262513620252,-0.474523363543714,Encoder
2,10.85544298379324,10.299076689878056,0.06603426409949141,0.07415392542035802,-0.5563662939151843,0.09929415234750433,-0.7509828325162928,-0.3617497553140758,-0.6834628089199899,-0.42926977891037876,Encoder
3,10.626688788656109,10.065913983257584,0.06660974062854126,0.0746868114966966,-0.5607748053985251,0.10007485877154478,-0.7569215285907529,-0.36462808220629733,-0.6888706246261024,-0.4326789861709478,Encoder
4,10.47990994402863,9.877146548156002,0.06342195566232402,0.07209992582904023,-0.6027633958726284,0.09602470392866044,-0.7909718155728028,-0.41455497617245396,-0.7256750169013138,-0.47985177484394304,Encoder
5,10.433890406971695,9.821010783607562,0.06623346449956305,0.07429922945591383,-0.6128796233641332,0.099535156187939,-0.8079685294924936,-0.4177907172357727,-0.7402846232846951,-0.48547462344357123,Encoder
6,10.503516657448662,9.98534339247962,0.06623346449956366,0.07429922945590947,-0.5181732649690414,0.09953515618793617,-0.7132621710973963,-0.3230843588406865,-0.6455782648895997,-0.39076826504848305,Encoder
7,10.630818202877977,10.30446850062424,0.0634219556623252,0.07209992582902985,-0.3263497022537365,0.09602470392865343,-0.5145581219538973,-0.13814128255357577,-0.44926132328241286,-0.2034380812250601,Encoder
8,10.684967578133177,10.559197656878203,0.06660974062854151,0.07468681149668355,-0.12576992125497455,0.1000748587715352,-0.32191664444718354,0.07037680193723445,-0.2538657404825396,0.0023258979725905016,Encoder
9,10.547544042028832,10.548414053515488,0.0660342640994901,0.07415392542034101,8.700114866559971e-4,0.09929415234749076,-0.1937465271144259,0.19548655008773788,-0.12622650351813217,0.12796652649144416,Encoder
10,10.235681976486273,10.286383633819328,0.06378607576153877,0.07239329277307567,0.05070165733305565,0.09648550305400815,-0.1384099286528003,0.2398132433189116,-0.07279978657607478,0.17420310124218608,Encoder
11,9.836312231069064,9.898271544784073,0.07529672852808465,0.08218645957807799,0.0619593137150094,0.11146394692909059,-0.15651002226600816,0.280428649696027,-0.08071453835422657,0.20463316578424537,Encoder
0,12.665236112630314,12.787217444261975,0.05275063440642385,0.05728349234983715,0.1219813316316607,0.07787186864377944,-0.03064753091014702,0.27461019417346844,0.022305339767623,0.2216573234956984,Decoder
1,11.234592544183004,11.272626027836289,0.04727049757628121,0.05333714779526126,0.03803348365328496,0.07126956767122102,-0.10165486898230822,0.17772183628887814,-0.053191562965877945,0.12925853027244788,Decoder
2,9.982242721414359,9.879386102695221,0.04845612707233138,0.05411085999870286,-0.10285661871913732,0.07263595129582284,-0.2452230832589501,0.03950984582067546,-0.19583063637779055,-0.00988260106048408,Decoder
3,9.085479274232615,8.728399839844709,0.04880254574967981,0.05433671854233526,-0.3570794343879058,0.07303538494181126,-0.5002287888738559,-0.21393007990195573,-0.4505647271134242,-0.26359414166238737,Decoder
4,8.600459824318962,7.886201656568024,0.04723933435384704,0.053262012314005666,-0.7142581677509385,0.07119267283879602,-0.8537958065149787,-0.5747205289868984,-0.8053847889845974,-0.6231315465172796,Decoder
5,8.348079787293932,7.313735704654101,0.04844047394670845,0.054122849024475256,-1.034344082639831,0.07263444295035161,-1.17670759082252,-0.8919805744571417,-1.127316169616281,-0.9413719956633808,Decoder
6,8.126946160747748,6.958446006168876,0.048440473946706995,0.054122849024472126,-1.1685001545788714,0.07263444295034831,-1.310863662761554,-1.0261366463961887,-1.2614722415553172,-1.0755280676024255,Decoder
7,7.8447252210370975,6.736301492622667,0.047239334353842415,0.053262012313997804,-1.1084237284144303,0.07119267283878707,-1.2479613671784529,-0.9688860896504077,-1.1995503496480777,-1.0172971071807828,Decoder
8,7.518142523285071,6.53179600497012,0.04880254574967282,0.05433671854232551,-0.9863465183149511,0.07303538494179934,-1.1294958728008777,-0.8431971638290244,-1.0798318110404543,-0.8928612255894479,Decoder
9,7.167604064359178,6.239556992455649,0.04845612707232615,0.05411085999869138,-0.9280470719035296,0.0726359512958108,-1.0704135364433187,-0.7856806073637405,-1.0210210895621674,-0.8350730542448919,Decoder
10,6.8042788960681415,5.854322691903055,0.047270497576280594,0.05333714779525034,-0.9499562041650869,0.07126956767121242,-1.0896445568006632,-0.8102678515295105,-1.0411812507842388,-0.858731157545935,Decoder
11,6.4345800261691215,5.422377745655686,0.05275063440642848,0.05728349234982833,-1.0122022805134359,0.07787186864377608,-1.164831143055237,-0.8595734179716348,-1.1118782723774692,-0.9125262886494024,Decoder
