verb_up,frequency,predic,log_freq,log_predic,r,vif
acted up,64734,0.003762699634396,11.078041844779396,-5.578848794942792,0.33718249055673205,1.1282759898758947
acting up,586506,0.0107511460164469,13.281938177202367,-4.52193356672212,0.33718249055673205,1.1282759898758947
activate up,14768,8.382009397181e-4,9.600217956742634,-7.083414148932969,0.33718249055673205,1.1282759898758947
acts up,116385,0.0021980745331689998,11.66465893999616,-6.117973020190722,0.33718249055673205,1.1282759898758947
add up,7598054,0.0170613385274043,15.843402719837908,-4.053731719910238,0.33718249055673205,1.1282759898758947
added up,982400,0.0035871585260326,13.797753836375016,-5.626801279001016,0.33718249055673205,1.1282759898758947
adding up,1038874,0.0093166503991135,13.853647992275151,-4.6665917922749465,0.33718249055673205,1.1282759898758947
address up,57866,2.474797574337e-4,10.965885271736585,-8.303934257061426,0.33718249055673205,1.1282759898758947
addressed up,15712,4.068228584732e-4,9.662180030594246,-7.806725798798108,0.33718249055673205,1.1282759898758947
adds up,2470859,0.0445138855847868,14.720076421424402,-3.0664190551915005,0.33718249055673205,1.1282759898758947
adjust up,56149,4.111593069023e-4,10.935764150568996,-7.796118566677769,0.33718249055673205,1.1282759898758947
adjusted up,143021,0.0054675090899283,11.87074675160703,-5.203449632252987,0.33718249055673205,1.1282759898758947
adjusting up,10180,7.968984524357e-4,9.228180290104513,-7.133986083398209,0.33718249055673205,1.1282759898758947
adjusts up,13603,0.0042698382056823,9.51804563563343,-5.451900363403637,0.33718249055673205,1.1282759898758947
administered up,13147,7.333356351753e-4,9.483948874696605,-7.217173463758211,0.33718249055673205,1.1282759898758947
admit up,28035,6.690115200275e-4,10.241209008557773,-7.309040042804161,0.33718249055673205,1.1282759898758947
admits up,7256,6.798046217532e-4,8.889583991794973,-7.293025086236182,0.33718249055673205,1.1282759898758947
adopted up,34786,7.595385230314e-4,10.456970285968099,-7.182039688527521,0.33718249055673205,1.1282759898758947
advance up,70632,9.05550407838e-4,11.165238578581418,-7.006061653011516,0.33718249055673205,1.1282759898758947
advanced up,37823,3.939084012737e-4,10.540672662176004,-7.838998173768289,0.33718249055673205,1.1282759898758947
advances up,13909,6.515708107894e-4,9.54029139160713,-7.335472695274714,0.33718249055673205,1.1282759898758947
advancing up,25937,0.002391300339283,10.163425799678814,-6.033523821915856,0.33718249055673205,1.1282759898758947
affect up,87315,5.399745379881e-4,11.377277548373945,-7.5234484510147865,0.33718249055673205,1.1282759898758947
affected up,21428,2.525586978861e-4,9.972453757000851,-8.283614278793248,0.33718249055673205,1.1282759898758947
affecting up,48127,0.0018701824402276,10.781598629168116,-6.279847357840587,0.33718249055673205,1.1282759898758947
affects up,86932,0.0024400890930611,11.372881482825592,-6.013277655831875,0.33718249055673205,1.1282759898758947
afford up,16241,1.400591397798e-4,9.695294188174604,-8.873305728604587,0.33718249055673205,1.1282759898758947
age up,100133,3.406233596957e-4,11.514254581303659,-7.984392526745609,0.33718249055673205,1.1282759898758947
aged up,106778,0.0028370247539164,11.578507191779497,-5.8621583410724485,0.33718249055673205,1.1282759898758947
aggregate up,9542,6.954941787895e-4,9.163458386076051,-7.270192180309732,0.33718249055673205,1.1282759898758947
aggregating up,12605,0.0116653987891306,9.44184883962202,-4.439394213908596,0.33718249055673205,1.1282759898758947
aging up,18931,7.924397289957e-4,9.84855606900991,-7.13960135297003,0.33718249055673205,1.1282759898758947
agree up,36895,2.418984333288e-4,10.515831319492467,-8.326750689197976,0.33718249055673205,1.1282759898758947
agreed up,26663,3.433373622645e-4,10.191032115533917,-7.976453634410552,0.33718249055673205,1.1282759898758947
aim up,21536,1.725736369809e-4,9.977481232444454,-8.664513943002433,0.33718249055673205,1.1282759898758947
aimed up,18438,4.720025896399e-4,9.82216903135854,-7.658053971850631,0.33718249055673205,1.1282759898758947
air up,171239,4.239524039394e-4,12.050815520484765,-7.7654653215961025,0.33718249055673205,1.1282759898758947
aired up,18592,0.0020832215174193,9.830486659651637,-6.171754382539369,0.33718249055673205,1.1282759898758947
airing up,10763,0.0025836028236956,9.283869605264298,-5.955983464790762,0.33718249055673205,1.1282759898758947
allocate up,24951,0.0032637717800617,10.124669180536797,-5.721602655148641,0.33718249055673205,1.1282759898758947
allocated up,14064,9.509574655468e-4,9.551373619924957,-6.957089812535266,0.33718249055673205,1.1282759898758947
allow up,392178,0.0015264434438746,12.879471097341387,-6.483287186371809,0.33718249055673205,1.1282759898758947
allowed up,159413,0.0010489674948192,11.979253597847134,-6.858899418828127,0.33718249055673205,1.1282759898758947
allowing up,101260,0.0011427671428106,11.525446745523901,-6.773159218900225,0.33718249055673205,1.1282759898758947
allows up,307085,0.0015172372549575,12.634879861211259,-6.489345803952552,0.33718249055673205,1.1282759898758947
alter up,11307,1.760536927172e-4,9.333177281935246,-8.644545468002395,0.33718249055673205,1.1282759898758947
ambled up,13727,0.0561507279101064,9.52711997525166,-2.8219268392296226,0.33718249055673205,1.1282759898758947
amended up,7189,6.639164327859e-4,8.880307358983872,-7.3166901337233545,0.33718249055673205,1.1282759898758947
amount up,198025,6.566456619638e-4,12.19614856433248,-7.327709150920946,0.33718249055673205,1.1282759898758947
amounting up,9595,0.0042041384145205,9.1689974084418,-5.467472901376005,0.33718249055673205,1.1282759898758947
amounts up,83370,0.0015376806456598,11.331043811404658,-6.475941207983439,0.33718249055673205,1.1282759898758947
amp up,421546,0.0320306256870351,12.951684184514438,-3.4085079508330267,0.33718249055673205,1.1282759898758947
amped up,395565,0.5445695853828776,12.88807040161145,0.17875279305574032,0.33718249055673205,1.1282759898758947
amping up,105205,0.6995664490045616,11.563666106673413,0.8452341832088923,0.33718249055673205,1.1282759898758947
amps up,109642,0.0267318452780046,11.604975791768043,-3.5948040782877024,0.33718249055673205,1.1282759898758947
analyze up,17809,5.359635160795e-4,9.787459226476006,-7.530908359030129,0.33718249055673205,1.1282759898758947
anchor up,26188,0.0016146861214928,10.173056569560982,-6.426998702081054,0.33718249055673205,1.1282759898758947
anchored up,16371,0.0034007726781536,9.703266755854342,-5.680346046449447,0.33718249055673205,1.1282759898758947
angle up,52274,0.0011038565483997,10.8642543945108,-6.807840811366902,0.33718249055673205,1.1282759898758947
angled up,54479,0.0180297204613945,10.905570585295168,-3.9975395096481825,0.33718249055673205,1.1282759898758947
angles up,31931,0.0017830354487951,10.371332603727652,-6.327653431804982,0.33718249055673205,1.1282759898758947
announce up,21600,7.881684242944e-4,9.980448593672257,-7.145010275338225,0.33718249055673205,1.1282759898758947
announced up,43649,3.251915571155e-4,10.683935651497876,-8.030770898313744,0.33718249055673205,1.1282759898758947
answer up,39171,1.693510925363e-4,10.575691956076149,-8.683367161936204,0.33718249055673205,1.1282759898758947
ante up,70828,0.0115673490065566,11.168009681726108,-4.4479341192928175,0.33718249055673205,1.1282759898758947
anted up,10444,0.0387141734501727,9.25378292981902,-3.212066018909227,0.33718249055673205,1.1282759898758947
appear up,106897,8.421615520277e-4,11.579621033008495,-7.078696178740508,0.33718249055673205,1.1282759898758947
appearance up,23454,3.10934217726e-4,10.06279633502101,-8.07561820415637,0.33718249055673205,1.1282759898758947
appeared up,47622,5.635494017461e-4,10.77105011831893,-7.480691850602227,0.33718249055673205,1.1282759898758947
appearing up,10650,5.3851638584e-4,9.273315171137572,-7.526153971720669,0.33718249055673205,1.1282759898758947
appears up,34268,3.175972255489e-4,10.441967253083934,-8.054408916636488,0.33718249055673205,1.1282759898758947
applied up,49002,4.355184618784e-4,10.79961639258633,-7.738537756869754,0.33718249055673205,1.1282759898758947
applies up,16926,4.624652331391e-4,9.736606180230051,-7.678476603225289,0.33718249055673205,1.1282759898758947
apply up,66838,4.117389853768e-4,11.110027060059378,-7.794709116245769,0.33718249055673205,1.1282759898758947
applying up,15527,3.224529065494e-4,9.65033572298117,-8.039230953689055,0.33718249055673205,1.1282759898758947
appoint up,11829,4.510905052903e-4,9.378309422545737,-7.703391369398671,0.33718249055673205,1.1282759898758947
apprised up,97,1.5330902516e-4,4.574710978503383,-8.782901580503728,0.33718249055673205,1.1282759898758947
approach up,39062,1.623572270978e-4,10.572905406396837,-8.72554917445848,0.33718249055673205,1.1282759898758947
approve up,13377,8.853437780558e-4,9.501292093295586,-7.02864880267653,0.33718249055673205,1.1282759898758947
approved up,26717,3.666686818324e-4,10.19305534589812,-7.9106851560332485,0.33718249055673205,1.1282759898758947
are up,10203800,0.0011575419183911,16.13827075789495,-6.76029834567939,0.33718249055673205,1.1282759898758947
arise up,10868,4.4605302991e-4,9.293577970546238,-7.714626559327738,0.33718249055673205,1.1282759898758947
arm up,234954,0.0022853525373731,12.367145029284954,-6.07894701528116,0.33718249055673205,1.1282759898758947
armor up,38721,0.0024132717042537,10.564137367503298,-6.024355710152367,0.33718249055673205,1.1282759898758947
arrange up,7027,3.50018982814e-4,8.857515151192198,-7.957173088086382,0.33718249055673205,1.1282759898758947
arranged up,21596,8.4976914854e-4,9.980263391338177,-7.069695704913069,0.33718249055673205,1.1282759898758947
arrive up,75970,0.0016792292406307,11.238093804497268,-6.3877397354536205,0.33718249055673205,1.1282759898758947
arrived up,56985,7.964862189643e-4,10.950543354289836,-7.134503927172045,0.33718249055673205,1.1282759898758947
arrives up,15732,8.857707117312e-4,9.6634521335517,-7.028166267983888,0.33718249055673205,1.1282759898758947
arriving up,10752,6.149336921666e-4,9.282847062762931,-7.393380990744341,0.33718249055673205,1.1282759898758947
ascend up,35491,0.0117907517796091,10.477034422194833,-4.428578988330117,0.33718249055673205,1.1282759898758947
ascended up,30994,0.0158680911803435,10.34154891634728,-4.127449692933367,0.33718249055673205,1.1282759898758947
ascending up,22057,0.0050518665475369,10.001385290812587,-5.282932820245754,0.33718249055673205,1.1282759898758947
ascends up,11669,0.0190673050213238,9.364691031806107,-3.9405287593307032,0.33718249055673205,1.1282759898758947
ask up,62511,2.520250215114e-4,11.04309782023831,-8.285730126884888,0.33718249055673205,1.1282759898758947
asked up,27382,1.101491491163e-4,10.2176411421937,-9.113565054302361,0.33718249055673205,1.1282759898758947
assemble up,11302,4.8972848451e-4,9.33273498018979,-7.62116958524131,0.33718249055673205,1.1282759898758947
assembled up,8053,5.799385897388e-4,8.993799971795545,-7.4520082329709885,0.33718249055673205,1.1282759898758947
assess up,10870,7.287129815229963e-5,9.293761980115255,-9.526742837854465,0.33718249055673205,1.1282759898758947
assessed up,13734,5.075375460082e-4,9.527629789180622,-7.585432201115934,0.33718249055673205,1.1282759898758947
assign up,15789,3.800184658792e-4,9.667068774021889,-7.8749106213143705,0.33718249055673205,1.1282759898758947
assigned up,11293,2.527052134497e-4,9.331938343723671,-8.283034175649979,0.33718249055673205,1.1282759898758947
assist up,22612,1.796281528824e-4,10.026236017795181,-8.624442016849967,0.33718249055673205,1.1282759898758947
assurance up,5942,4.520165972704e-4,8.689801056022553,-7.701339540393845,0.33718249055673205,1.1282759898758947
ate up,245605,0.0114730573160038,12.411479833354086,-4.456214453834754,0.33718249055673205,1.1282759898758947
attach up,15820,5.569143397099e-4,9.669030241321645,-7.492542049061213,0.33718249055673205,1.1282759898758947
attached up,9489,1.700192263811e-4,9.15788851197376,-8.679428997268223,0.33718249055673205,1.1282759898758947
attack up,49844,3.438706108799e-4,10.816653407062757,-7.97490117276109,0.33718249055673205,1.1282759898758947
attain up,11949,6.077589903215e-4,9.388402871849754,-7.405124208331216,0.33718249055673205,1.1282759898758947
attend up,29670,3.284494476115e-4,10.297891713284868,-8.020799117032189,0.33718249055673205,1.1282759898758947
attended up,11046,2.233447602573e-4,9.309823650461134,-8.406570600519666,0.33718249055673205,1.1282759898758947
attending up,8905,2.536582764693e-4,9.094368195723762,-8.279268874544039,0.33718249055673205,1.1282759898758947
attract up,48029,3.553484033541e-4,10.779560274121492,-7.9420564203111095,0.33718249055673205,1.1282759898758947
attracted up,18442,7.778875119486e-4,9.822385951099086,-7.158150440200358,0.33718249055673205,1.1282759898758947
attracting up,14897,0.0013423360648314,9.608915129379593,-6.612000613090008,0.33718249055673205,1.1282759898758947
attracts up,24268,0.0025875298504749,10.096913889062188,-5.954460700749933,0.33718249055673205,1.1282759898758947
authorize up,28521,0.0068584842752156,10.25839593702714,-4.9753867010193815,0.33718249055673205,1.1282759898758947
authorized up,16856,7.675923039308e-4,9.732461955484025,-7.1714839329726345,0.33718249055673205,1.1282759898758947
avail up,23765,4.564381060613e-4,10.07596918904811,-7.691600908471325,0.33718249055673205,1.1282759898758947
average up,119398,5.524093399197e-4,11.690217729381589,-7.500668666705613,0.33718249055673205,1.1282759898758947
averaging up,14758,0.0014633882723679,9.599540587618312,-6.52553633743778,0.33718249055673205,1.1282759898758947
avoid up,34962,1.812161654149e-4,10.46201703637113,-8.615638722641087,0.33718249055673205,1.1282759898758947
award up,68583,8.6626236795e-4,11.13579996959208,-7.050456092196307,0.33718249055673205,1.1282759898758947
awarded up,44992,0.0010717045163536,10.714239975170337,-6.837432612856167,0.33718249055673205,1.1282759898758947
awarding up,11478,0.0035705497769417,9.348187438668308,-5.631458756499922,0.33718249055673205,1.1282759898758947
awards up,54237,0.0013115968624693,10.901118611350125,-6.635197447378065,0.33718249055673205,1.1282759898758947
back up,23878851,0.0172031563166948,16.988503729753194,-4.04530955531774,0.33718249055673205,1.1282759898758947
backed up,5305406,0.2187980800855165,15.484236858675816,-1.2726843608842726,0.33718249055673205,1.1282759898758947
backing up,2175570,0.11890331981816,14.592801257136365,-2.002856634653062,0.33718249055673205,1.1282759898758947
backs up,967373,0.0646636809848512,13.782339429120048,-2.671706465101797,0.33718249055673205,1.1282759898758947
backup up,24240,7.325798097196e-4,10.095759440183251,-7.218205419482211,0.33718249055673205,1.1282759898758947
bag up,137573,0.001534543685661,11.831909964297303,-6.477986493018688,0.33718249055673205,1.1282759898758947
bagged up,60804,0.0223509687294494,11.01541085526391,-3.778281078176479,0.33718249055673205,1.1282759898758947
bagging up,23569,0.01952946655033,10.067687568216387,-3.9161081624649405,0.33718249055673205,1.1282759898758947
bags up,70103,0.0016168889905365,11.157720868112664,-6.4256331546700896,0.33718249055673205,1.1282759898758947
bait up,16043,0.0015326429641198,9.683027896351076,-6.4792277876726665,0.33718249055673205,1.1282759898758947
baited up,5698,0.0089518566697459,8.647870515057853,-4.706902153799454,0.33718249055673205,1.1282759898758947
baiting up,5690,0.0070359401759603,8.646465527120377,-4.949663145584245,0.33718249055673205,1.1282759898758947
bake up,105366,0.0073805126894721,11.56519528240391,-4.901504289234715,0.33718249055673205,1.1282759898758947
baked up,58527,0.0035665565261457,10.97724346520537,-5.632581775327069,0.33718249055673205,1.1282759898758947
bakes up,33878,0.0321089570133495,10.430521115146327,-3.4059844961464423,0.33718249055673205,1.1282759898758947
baking up,55815,0.0016001264161505,10.929797929448833,-6.43607123477775,0.33718249055673205,1.1282759898758947
balance up,51608,4.536633057009e-4,10.851431978212078,-7.697701486214014,0.33718249055673205,1.1282759898758947
balanced up,11739,3.610478488818e-4,9.370671910878523,-7.92613894999346,0.33718249055673205,1.1282759898758947
balances up,28236,0.0031172378861205,10.248353038515363,-5.767685855581328,0.33718249055673205,1.1282759898758947
ball up,749557,0.004869030601008,13.527237644333548,-5.319979493987245,0.33718249055673205,1.1282759898758947
balled up,105629,0.2883375462005033,11.567688233764917,-0.9034718880003768,0.33718249055673205,1.1282759898758947
balling up,20073,0.0734962433544721,9.907130907450927,-2.5341838062913937,0.33718249055673205,1.1282759898758947
balloon up,36866,0.0038430045194341,10.515044996056119,-5.557650383548216,0.33718249055673205,1.1282759898758947
ballooned up,25082,0.042038186669527,10.129905736383995,-3.12622950472937,0.33718249055673205,1.1282759898758947
balls up,67949,0.002654814908816,11.12651270276754,-5.928721995732536,0.33718249055673205,1.1282759898758947
bandaged up,41071,0.0872023525165344,10.623057555327177,-2.348282912339902,0.33718249055673205,1.1282759898758947
bang up,144201,0.0118534480101264,11.8789634386217,-4.4232122221454455,0.33718249055673205,1.1282759898758947
banged up,511120,0.2967568204659556,13.144359675276226,-0.8627897317246761,0.33718249055673205,1.1282759898758947
banging up,14264,0.0046777105322273,9.565494159542977,-5.360257806008799,0.33718249055673205,1.1282759898758947
bank up,42027,2.177149619376e-4,10.646067547864224,-8.43210612609994,0.33718249055673205,1.1282759898758947
banked up,19713,0.0186767220756334,9.889033595565978,-3.96162400479497,0.33718249055673205,1.1282759898758947
bar up,153609,5.327640879109e-4,11.942165691729162,-7.536898937522258,0.33718249055673205,1.1282759898758947
bark up,14898,0.0010752785958931,9.608982254736222,-6.834099634885392,0.33718249055673205,1.1282759898758947
barking up,166068,0.0457344352471415,12.02015262201393,-3.0380904818138563,0.33718249055673205,1.1282759898758947
barreling up,8303,0.022116032592048,9.02437217426203,-3.7890882181030747,0.33718249055673205,1.1282759898758947
base up,83269,4.406850698122e-4,11.32983161003082,-7.726739282837832,0.33718249055673205,1.1282759898758947
based up,89467,1.901554023011e-4,11.401625121187028,-8.567478739775293,0.33718249055673205,1.1282759898758947
bash up,8996,7.678135561597e-4,9.104535313079205,-7.1711955112299925,0.33718249055673205,1.1282759898758947
bashed up,21485,0.0274410180956176,9.975110296209095,-3.5678918186472517,0.33718249055673205,1.1282759898758947
bashing up,8266,0.0035080571576503,9.019905995071678,-5.649178686271306,0.33718249055673205,1.1282759898758947
batch up,20485,5.363725245301e-4,9.927448189980971,-7.53014511342459,0.33718249055673205,1.1282759898758947
batter up,16751,4.048354722394e-4,9.726213236963687,-7.811624897340076,0.33718249055673205,1.1282759898758947
be up,11850677,0.0013082958951681,16.2878955547152,-6.637720679522017,0.33718249055673205,1.1282759898758947
bead up,36173,0.0071151284550849,10.496068263171036,-4.938391431786467,0.33718249055673205,1.1282759898758947
beaded up,8078,0.0062864253523954,8.996899596123358,-5.063056408144483,0.33718249055673205,1.1282759898758947
beading up,9748,0.0120790366509792,9.184817414745098,-4.404131256046489,0.33718249055673205,1.1282759898758947
beads up,26597,0.0026975066344849,10.18855370645454,-5.912726249879458,0.33718249055673205,1.1282759898758947
beam up,33969,0.0014233730517924,10.43320362298215,-6.553301448549006,0.33718249055673205,1.1282759898758947
beamed up,33373,0.0252957985613692,10.415502468813338,-3.651495724652828,0.33718249055673205,1.1282759898758947
beaming up,11813,0.0074989700263381,9.37695589894852,-4.885462369027571,0.33718249055673205,1.1282759898758947
bear up,96033,0.0016075037665852,11.472447161381478,-6.431463961535858,0.33718249055673205,1.1282759898758947
bearing up,33052,0.0015509496000035,10.405837357821074,-6.467335736910511,0.33718249055673205,1.1282759898758947
bears up,23978,0.0014089623354952,10.0848920222676,-6.563491821939797,0.33718249055673205,1.1282759898758947
beat up,1969115,0.0242912195392142,14.493094761197609,-3.693049211999124,0.33718249055673205,1.1282759898758947
beaten up,937242,0.056812386048444,13.750696798952234,-2.809510851006416,0.33718249055673205,1.1282759898758947
beating up,568880,0.0261898874568679,13.2514247945574,-3.6158429669840118,0.33718249055673205,1.1282759898758947
beats up,127468,0.008234170113505,11.755620631687611,-4.791194437815751,0.33718249055673205,1.1282759898758947
became up,48928,2.574872639504e-4,10.79810510872879,-8.264282779050998,0.33718249055673205,1.1282759898758947
become up,86799,2.03547883294e-4,11.37135037984475,-8.49940571341604,0.33718249055673205,1.1282759898758947
becomes up,32551,2.760718016355e-4,10.39056336913101,-8.194573465310759,0.33718249055673205,1.1282759898758947
becoming up,22019,2.131711171385e-4,9.999660995984785,-8.45320215409252,0.33718249055673205,1.1282759898758947
bedrooms up,109014,0.0070383546879074,11.599231593330495,-4.949317604484195,0.33718249055673205,1.1282759898758947
beef up,764319,0.02523801668131,13.54674052027041,-3.6538418653320903,0.33718249055673205,1.1282759898758947
beefed up,478402,0.7460774176846433,13.078206662211826,1.0777999453510914,0.33718249055673205,1.1282759898758947
beefing up,299064,0.7972000010662601,12.608412876290814,1.3688853232168108,0.33718249055673205,1.1282759898758947
beefs up,46281,0.2539563213345039,10.742486788680049,-1.077621859998512,0.33718249055673205,1.1282759898758947
been up,3811185,0.0015527713491721,15.153450722367111,-6.4661599992058,0.33718249055673205,1.1282759898758947
began up,45606,2.548478722323e-4,10.727794565794095,-8.274588889959901,0.33718249055673205,1.1282759898758947
begin up,70355,4.439697156301e-4,11.161309133222357,-7.719310137599274,0.33718249055673205,1.1282759898758947
beginning up,63811,4.195884186836e-4,11.063680868264434,-7.775816606201888,0.33718249055673205,1.1282759898758947
begins up,30068,4.423552992231e-4,10.31121676229736,-7.722954701233103,0.33718249055673205,1.1282759898758947
believe up,32526,1.011305890565e-4,10.389795048488393,-9.198996779618682,0.33718249055673205,1.1282759898758947
believed up,17381,2.889336804527e-4,9.76313293456348,-8.14902440015886,0.33718249055673205,1.1282759898758947
bellied up,18934,0.1494997986561283,9.848714526688836,-1.7385296025236914,0.33718249055673205,1.1282759898758947
belly up,277099,0.0171821719224191,12.532130122039073,-4.046551450442931,0.33718249055673205,1.1282759898758947
bellying up,10166,0.5157002992948816,9.226804098006848,0.06282185000881481,0.33718249055673205,1.1282759898758947
belt up,33146,0.0011071293807908,10.40867732468349,-6.804877014233982,0.33718249055673205,1.1282759898758947
belted up,5338,0.0064275616927919,8.58260632996447,-5.040711713202579,0.33718249055673205,1.1282759898758947
bend up,46658,0.0034990908048486,10.750599681390584,-5.651746887334916,0.33718249055673205,1.1282759898758947
bending up,18429,0.002285623146396,9.821680789832037,-6.078828340874484,0.33718249055673205,1.1282759898758947
benefit up,32739,2.254188317215e-4,10.3963223067812,-8.397324967595969,0.33718249055673205,1.1282759898758947
benefits up,39486,2.154253932723e-4,10.583701457684175,-8.442680462674641,0.33718249055673205,1.1282759898758947
bent up,98862,0.0070996305193196,11.501480217285486,-4.940587583001515,0.33718249055673205,1.1282759898758947
bet up,93409,6.08989841157e-4,11.444742979317672,-7.403099796229912,0.33718249055673205,1.1282759898758947
betting up,12343,2.861784392472e-4,9.42084437974393,-8.15860880884964,0.33718249055673205,1.1282759898758947
bid up,146925,0.0040338699563241,11.897677531480852,-5.508987048919017,0.33718249055673205,1.1282759898758947
bidding up,49939,0.0060432981821094,10.818557539604447,-5.102743726615807,0.33718249055673205,1.1282759898758947
big up,196338,4.29051950235e-4,12.187592942783303,-7.7535034062295605,0.33718249055673205,1.1282759898758947
bigging up,21103,0.5437376001649017,9.957170489452313,0.17539869560028123,0.33718249055673205,1.1282759898758947
bike up,260364,0.0035186579118353,12.469835930911373,-5.64615077417427,0.33718249055673205,1.1282759898758947
