layer,component,verb_up,frequency,classifier_pred,up_probability,logit
0,encoder,end up,70924084,1,1.0,17.7776
0,encoder,end up,70924084,1,0.9994,7.4071
0,encoder,end up,70924084,1,0.9998,8.6391
0,encoder,end up,70924084,1,1.0,19.4586
0,encoder,end up,70924084,1,0.9989,6.8545
0,encoder,came up,23263138,0,0.0029,-5.8465
0,encoder,came up,23263138,1,1.0,12.9486
0,encoder,came up,23263138,1,0.984,4.118
0,encoder,came up,23263138,1,1.0,13.5355
0,encoder,came up,23263138,1,1.0,12.8699
0,encoder,came up,23263138,1,1.0,15.8448
0,encoder,came up,23263138,1,1.0,10.6857
0,encoder,came up,23263138,1,0.9994,7.4485
0,encoder,came up,23263138,1,1.0,17.6287
0,encoder,came up,23263138,1,0.9997,7.9701
0,encoder,came up,23263138,1,0.9989,6.7787
0,encoder,came up,23263138,1,1.0,11.5208
0,encoder,came up,23263138,1,0.9053,2.258
0,encoder,came up,23263138,1,0.9051,2.2552
0,encoder,came up,23263138,1,0.884,2.0306
0,encoder,came up,23263138,1,1.0,14.643
0,encoder,came up,23263138,1,1.0,10.867
0,encoder,came up,23263138,1,1.0,17.437
0,encoder,came up,23263138,1,0.9999,9.6813
0,encoder,came up,23263138,1,1.0,14.2848
0,encoder,ended up,49589762,1,1.0,18.6263
0,encoder,ended up,49589762,1,1.0,12.8234
0,encoder,ended up,49589762,1,1.0,13.7504
0,encoder,ended up,49589762,1,0.9999,9.6586
0,encoder,ended up,49589762,1,0.9999,9.4187
0,encoder,ended up,49589762,1,1.0,17.1696
0,encoder,ended up,49589762,1,0.9999,9.7667
0,encoder,ended up,49589762,1,0.9953,5.3584
0,encoder,ended up,49589762,1,1.0,12.6723
0,encoder,ended up,49589762,1,1.0,15.8426
0,encoder,ended up,49589762,1,1.0,12.89
0,encoder,ended up,49589762,1,0.9998,8.4125
0,encoder,ended up,49589762,1,1.0,18.8377
0,encoder,ended up,49589762,1,1.0,13.3068
0,encoder,ended up,49589762,1,1.0,23.921
0,encoder,ended up,49589762,1,0.9997,8.2752
0,encoder,ended up,49589762,1,1.0,21.4575
0,encoder,ended up,49589762,1,0.8082,1.4385
0,encoder,ended up,49589762,1,0.9996,7.7237
0,encoder,ended up,49589762,1,1.0,16.6174
0,encoder,coming up,19257169,1,1.0,10.6231
0,encoder,coming up,19257169,1,0.9875,4.3723
0,encoder,coming up,19257169,1,1.0,19.1133
0,encoder,coming up,19257169,0,0.1027,-2.1677
0,encoder,coming up,19257169,1,1.0,10.2847
0,encoder,coming up,19257169,1,1.0,17.3643
0,encoder,coming up,19257169,1,1.0,15.4377
0,encoder,coming up,19257169,1,1.0,11.1541
0,encoder,coming up,19257169,1,0.9956,5.433
0,encoder,coming up,19257169,1,1.0,10.8829
0,encoder,coming up,19257169,1,1.0,11.3112
0,encoder,coming up,19257169,0,0.0076,-4.8772
0,encoder,coming up,19257169,0,0.2545,-1.0748
0,encoder,coming up,19257169,1,0.9721,3.5504
0,encoder,coming up,19257169,1,0.9985,6.4722
0,encoder,coming up,19257169,1,1.0,10.9532
0,encoder,coming up,19257169,0,0.2534,-1.0805
0,encoder,coming up,19257169,1,1.0,10.3343
0,encoder,coming up,19257169,1,1.0,19.158
0,encoder,coming up,19257169,1,0.9999,8.8072
0,encoder,grew up,29647067,0,0.0268,-3.5908
0,encoder,grew up,29647067,1,0.6548,0.6402
0,encoder,grew up,29647067,0,0.2572,-1.0606
0,encoder,grew up,29647067,1,1.0,14.7673
0,encoder,grew up,29647067,1,1.0,20.1161
0,encoder,grew up,29647067,1,1.0,16.9853
0,encoder,grew up,29647067,1,1.0,10.314
0,encoder,grew up,29647067,1,0.9998,8.3057
0,encoder,grew up,29647067,1,0.9987,6.6491
0,encoder,grew up,29647067,1,1.0,12.5658
0,encoder,grew up,29647067,1,0.9992,7.1211
0,encoder,grew up,29647067,0,0.384,-0.4726
0,encoder,grew up,29647067,1,0.9999,9.0992
0,encoder,grew up,29647067,1,1.0,19.368
0,encoder,grew up,29647067,1,1.0,16.8261
0,encoder,grew up,29647067,1,1.0,15.6522
0,encoder,grew up,29647067,1,1.0,14.9897
0,encoder,grew up,29647067,1,1.0,14.1411
0,encoder,grew up,29647067,1,0.5238,0.0954
0,encoder,grew up,29647067,1,1.0,16.078
0,encoder,pick up,47130414,1,0.9978,6.1137
0,encoder,pick up,47130414,1,1.0,15.9102
0,encoder,pick up,47130414,1,0.9808,3.9339
0,encoder,pick up,47130414,1,1.0,12.1675
0,encoder,pick up,47130414,1,0.8966,2.1601
0,encoder,pick up,47130414,1,1.0,10.4157
0,encoder,pick up,47130414,1,1.0,17.9866
0,encoder,pick up,47130414,1,1.0,12.1394
0,encoder,pick up,47130414,1,1.0,12.3436
0,encoder,pick up,47130414,1,1.0,11.0956
0,encoder,pick up,47130414,1,1.0,10.9253
0,encoder,pick up,47130414,1,1.0,13.2656
0,encoder,pick up,47130414,1,0.9996,7.8852
0,encoder,pick up,47130414,0,0.0049,-5.3137
0,encoder,pick up,47130414,0,0.003,-5.8093
0,encoder,pick up,47130414,1,0.9949,5.2706
0,encoder,pick up,47130414,1,1.0,13.5621
0,encoder,pick up,47130414,1,1.0,16.8411
0,encoder,pick up,47130414,1,1.0,16.1211
0,encoder,pick up,47130414,1,0.632,0.5407
0,encoder,made up,30311015,1,1.0,13.344
0,encoder,made up,30311015,1,0.7507,1.1023
0,encoder,made up,30311015,1,1.0,23.9114
0,encoder,made up,30311015,1,0.9976,6.03
0,encoder,made up,30311015,1,1.0,17.73
0,encoder,made up,30311015,1,0.9346,2.6594
0,encoder,made up,30311015,1,1.0,11.9344
0,encoder,made up,30311015,1,1.0,14.9189
0,encoder,made up,30311015,1,0.9996,7.7819
0,encoder,made up,30311015,1,1.0,11.665
0,encoder,made up,30311015,1,1.0,16.8804
0,encoder,made up,30311015,0,0.0013,-6.6607
0,encoder,made up,30311015,1,0.7093,0.8919
0,encoder,made up,30311015,1,0.9979,6.142
0,encoder,made up,30311015,1,0.9998,8.3918
0,encoder,made up,30311015,1,1.0,17.0836
0,encoder,made up,30311015,1,0.9999,9.5302
0,encoder,made up,30311015,0,0.1661,-1.6136
0,encoder,made up,30311015,1,0.9946,5.2089
0,encoder,made up,30311015,1,1.0,14.1405
0,encoder,go up,14885945,1,0.9998,8.5776
0,encoder,go up,14885945,1,0.9997,8.2145
0,encoder,go up,14885945,1,0.9272,2.5439
0,encoder,go up,14885945,0,0.0338,-3.3534
0,encoder,go up,14885945,1,1.0,10.2051
0,encoder,go up,14885945,1,1.0,14.494
0,encoder,go up,14885945,1,0.9999,9.0277
0,encoder,go up,14885945,1,0.9875,4.3733
0,encoder,go up,14885945,1,0.9997,8.0727
0,encoder,go up,14885945,1,1.0,17.4003
0,encoder,go up,14885945,1,1.0,15.8776
0,encoder,go up,14885945,1,1.0,14.6821
0,encoder,go up,14885945,1,1.0,10.7143
0,encoder,go up,14885945,1,1.0,15.9879
0,encoder,go up,14885945,1,0.7034,0.8633
0,encoder,go up,14885945,1,0.9998,8.5383
0,encoder,go up,14885945,1,1.0,10.451
0,encoder,go up,14885945,1,0.9998,8.4329
0,encoder,go up,14885945,1,1.0,13.738
0,encoder,go up,14885945,1,1.0,12.5117
0,encoder,picked up,35329217,1,1.0,16.7007
0,encoder,picked up,35329217,1,0.9793,3.859
0,encoder,picked up,35329217,1,1.0,14.4534
0,encoder,picked up,35329217,1,0.9975,5.9815
0,encoder,picked up,35329217,1,1.0,14.3076
0,encoder,picked up,35329217,1,1.0,17.6908
0,encoder,picked up,35329217,1,0.9998,8.7947
0,encoder,picked up,35329217,1,1.0,16.1607
0,encoder,picked up,35329217,1,1.0,14.9295
0,encoder,picked up,35329217,1,1.0,13.9842
0,encoder,picked up,35329217,1,0.9975,5.9756
0,encoder,picked up,35329217,1,0.9986,6.5749
0,encoder,picked up,35329217,1,0.9999,8.8809
0,encoder,picked up,35329217,1,1.0,14.6859
0,encoder,picked up,35329217,1,0.9998,8.3039
0,encoder,picked up,35329217,1,0.9931,4.9643
0,encoder,picked up,35329217,1,1.0,12.6856
0,encoder,picked up,35329217,1,0.9991,6.9941
0,encoder,picked up,35329217,1,1.0,10.695
0,encoder,picked up,35329217,1,1.0,13.7863
0,encoder,show up,26201459,1,1.0,23.7884
0,encoder,show up,26201459,1,1.0,11.4389
0,encoder,show up,26201459,1,0.9751,3.6697
0,encoder,show up,26201459,0,0.4587,-0.1654
0,encoder,show up,26201459,1,1.0,15.7822
0,encoder,show up,26201459,1,1.0,12.4286
0,encoder,show up,26201459,0,0.3961,-0.4217
0,encoder,show up,26201459,1,1.0,24.0818
0,encoder,show up,26201459,1,1.0,17.1831
0,encoder,show up,26201459,0,0.0002,-8.6121
0,encoder,show up,26201459,1,1.0,10.5715
0,encoder,show up,26201459,1,0.9994,7.4665
0,encoder,show up,26201459,1,0.9977,6.0527
0,encoder,show up,26201459,1,0.9996,7.9234
0,encoder,show up,26201459,1,0.9999,9.6179
0,encoder,show up,26201459,1,1.0,17.6828
0,encoder,show up,26201459,1,0.9944,5.178
0,encoder,show up,26201459,0,0.4585,-0.1663
0,encoder,show up,26201459,1,1.0,13.0131
0,encoder,show up,26201459,1,1.0,10.9078
0,encoder,give up,26969854,1,0.9932,4.9769
0,encoder,give up,26969854,1,1.0,18.9975
0,encoder,give up,26969854,1,0.9998,8.7958
0,encoder,give up,26969854,1,1.0,14.3865
0,encoder,give up,26969854,1,0.9992,7.1756
0,encoder,give up,26969854,1,0.9992,7.1851
0,encoder,give up,26969854,1,0.9988,6.6896
0,encoder,give up,26969854,1,1.0,23.6465
0,encoder,give up,26969854,1,1.0,21.0363
0,encoder,give up,26969854,1,0.6818,0.7619
0,encoder,give up,26969854,1,1.0,10.7345
0,encoder,give up,26969854,1,1.0,16.502
0,encoder,give up,26969854,1,1.0,15.2074
0,encoder,give up,26969854,1,1.0,20.5208
0,encoder,give up,26969854,1,0.9997,8.0548
0,encoder,give up,26969854,1,1.0,14.916
0,encoder,give up,26969854,1,1.0,11.7953
0,encoder,give up,26969854,1,1.0,14.5545
0,encoder,give up,26969854,1,1.0,17.1458
0,encoder,give up,26969854,1,1.0,11.3307
0,encoder,get up,16607830,1,1.0,13.6827
0,encoder,get up,16607830,1,1.0,17.8707
0,encoder,get up,16607830,1,0.9997,8.2878
0,encoder,get up,16607830,1,1.0,26.4757
0,encoder,get up,16607830,1,1.0,13.1352
0,encoder,get up,16607830,1,1.0,19.3066
0,encoder,get up,16607830,1,1.0,9.9238
0,encoder,get up,16607830,1,1.0,10.5962
0,encoder,get up,16607830,1,0.9999,9.1187
0,encoder,get up,16607830,1,1.0,11.881
0,encoder,get up,16607830,1,1.0,12.3775
0,encoder,get up,16607830,1,1.0,16.2453
0,encoder,get up,16607830,1,1.0,15.6208
0,encoder,get up,16607830,1,1.0,19.8839
0,encoder,get up,16607830,1,1.0,14.8636
0,encoder,get up,16607830,1,0.9985,6.4684
0,encoder,get up,16607830,1,1.0,15.2447
0,encoder,get up,16607830,1,0.6195,0.4874
0,encoder,get up,16607830,1,1.0,10.9309
0,encoder,get up,16607830,1,1.0,16.1788
0,encoder,growing up,15594252,1,1.0,11.3718
0,encoder,growing up,15594252,1,1.0,13.7194
0,encoder,growing up,15594252,1,1.0,11.5714
0,encoder,growing up,15594252,1,0.9999,9.6036
0,encoder,growing up,15594252,1,0.5261,0.1044
0,encoder,growing up,15594252,0,0.0815,-2.4221
0,encoder,growing up,15594252,1,0.9999,9.2576
0,encoder,growing up,15594252,1,1.0,11.0384
0,encoder,growing up,15594252,1,1.0,16.2575
0,encoder,growing up,15594252,1,0.9831,4.0652
0,encoder,growing up,15594252,1,0.8555,1.7786
0,encoder,growing up,15594252,1,0.999,6.9415
0,encoder,growing up,15594252,1,0.9975,5.9898
0,encoder,growing up,15594252,1,0.995,5.2904
0,encoder,growing up,15594252,1,0.9969,5.7885
0,encoder,growing up,15594252,1,1.0,17.0774
0,encoder,growing up,15594252,1,1.0,12.9517
0,encoder,growing up,15594252,1,1.0,10.3035
0,encoder,growing up,15594252,1,0.9974,5.931
0,encoder,growing up,15594252,1,1.0,14.3123
0,encoder,open up,16790767,1,0.9994,7.3473
0,encoder,open up,16790767,1,0.5593,0.2385
0,encoder,open up,16790767,1,1.0,13.4921
0,encoder,open up,16790767,1,0.9999,9.1476
0,encoder,open up,16790767,1,1.0,11.8673
0,encoder,open up,16790767,1,0.7738,1.2299
0,encoder,open up,16790767,1,0.9402,2.7549
0,encoder,open up,16790767,1,0.9548,3.0505
0,encoder,open up,16790767,1,1.0,17.2353
0,encoder,open up,16790767,0,0.0097,-4.6226
0,encoder,open up,16790767,1,1.0,12.9198
0,encoder,open up,16790767,1,1.0,14.1026
0,encoder,open up,16790767,1,1.0,16.5489
0,encoder,open up,16790767,1,0.9998,8.7317
0,encoder,open up,16790767,1,0.9998,8.3035
0,encoder,open up,16790767,1,1.0,11.0621
0,encoder,open up,16790767,1,1.0,18.1007
0,encoder,open up,16790767,1,0.9449,2.8421
0,encoder,open up,16790767,1,0.937,2.7003
0,encoder,open up,16790767,1,1.0,11.1298
0,encoder,wake up,18775631,1,0.9792,3.8533
0,encoder,wake up,18775631,1,1.0,10.3347
0,encoder,wake up,18775631,1,1.0,10.7615
0,encoder,wake up,18775631,1,1.0,10.1646
0,encoder,wake up,18775631,1,1.0,10.295
0,encoder,wake up,18775631,1,0.9987,6.6169
0,encoder,wake up,18775631,1,1.0,20.2758
0,encoder,wake up,18775631,1,1.0,10.6077
0,encoder,wake up,18775631,1,1.0,15.2472
0,encoder,wake up,18775631,1,0.9999,9.2509
0,encoder,wake up,18775631,1,0.9735,3.6031
0,encoder,wake up,18775631,1,1.0,17.2494
0,encoder,wake up,18775631,1,1.0,13.8915
0,encoder,wake up,18775631,1,0.9999,9.1428
0,encoder,wake up,18775631,1,0.9819,3.9947
0,encoder,wake up,18775631,1,1.0,17.3279
0,encoder,wake up,18775631,0,0.4717,-0.1134
0,encoder,wake up,18775631,1,1.0,13.5084
0,encoder,wake up,18775631,1,0.9979,6.1731
0,encoder,wake up,18775631,1,0.9998,8.3164
0,encoder,make up,31755825,1,0.9982,6.3384
0,encoder,make up,31755825,1,0.9934,5.0077
0,encoder,make up,31755825,1,1.0,15.756
0,encoder,make up,31755825,1,1.0,12.4629
0,encoder,make up,31755825,1,1.0,12.7695
0,encoder,make up,31755825,1,1.0,10.5517
0,encoder,make up,31755825,1,0.9997,8.0759
0,encoder,make up,31755825,1,1.0,19.9338
0,encoder,make up,31755825,1,0.909,2.301
0,encoder,make up,31755825,1,1.0,14.7345
0,encoder,make up,31755825,1,0.9992,7.1165
0,encoder,make up,31755825,1,0.6956,0.8263
0,encoder,make up,31755825,1,1.0,17.4467
0,encoder,make up,31755825,1,1.0,19.8489
0,encoder,make up,31755825,1,1.0,24.1344
0,encoder,make up,31755825,1,0.9991,6.9608
0,encoder,make up,31755825,1,1.0,9.9076
0,encoder,make up,31755825,1,1.0,11.6897
0,encoder,make up,31755825,1,0.9999,9.1439
0,encoder,make up,31755825,1,0.9994,7.4277
0,encoder,looked up,8070131,1,0.9371,2.7012
0,encoder,looked up,8070131,1,1.0,13.3118
0,encoder,looked up,8070131,1,1.0,15.5008
0,encoder,looked up,8070131,1,0.9998,8.5631
0,encoder,looked up,8070131,1,1.0,9.9925
0,encoder,looked up,8070131,1,0.9998,8.5934
0,encoder,looked up,8070131,1,1.0,12.6932
0,encoder,looked up,8070131,1,1.0,10.097
0,encoder,looked up,8070131,1,1.0,12.687
0,encoder,looked up,8070131,1,1.0,20.8231
0,encoder,looked up,8070131,1,0.999,6.8765
0,encoder,looked up,8070131,1,0.9998,8.5688
0,encoder,looked up,8070131,1,0.9893,4.525
0,encoder,looked up,8070131,1,1.0,14.9298
0,encoder,looked up,8070131,1,0.9945,5.2004
0,encoder,looked up,8070131,1,1.0,12.3031
0,encoder,looked up,8070131,1,0.9995,7.5784
0,encoder,looked up,8070131,1,0.9997,8.0109
0,encoder,looked up,8070131,1,1.0,10.0494
0,encoder,looked up,8070131,1,1.0,18.0298
0,encoder,went up,7824522,1,1.0,15.9795
0,encoder,went up,7824522,1,1.0,20.8252
0,encoder,went up,7824522,1,1.0,10.7287
0,encoder,went up,7824522,1,1.0,16.7839
0,encoder,went up,7824522,1,1.0,16.7142
0,encoder,went up,7824522,1,1.0,18.6407
0,encoder,went up,7824522,1,0.9999,9.6389
0,encoder,went up,7824522,1,0.9993,7.2492
0,encoder,went up,7824522,1,0.9995,7.5883
0,encoder,went up,7824522,1,0.9914,4.7456
0,encoder,went up,7824522,1,1.0,16.1535
0,encoder,went up,7824522,1,1.0,11.188
0,encoder,went up,7824522,1,0.998,6.195
0,encoder,went up,7824522,1,0.9999,8.9893
0,encoder,went up,7824522,1,1.0,12.9343
0,encoder,went up,7824522,1,1.0,16.7969
0,encoder,went up,7824522,1,1.0,14.5599
0,encoder,went up,7824522,1,1.0,11.7383
0,encoder,went up,7824522,1,1.0,11.0464
0,encoder,went up,7824522,1,1.0,21.9258
0,encoder,put up,18339481,1,1.0,15.4431
0,encoder,put up,18339481,1,1.0,19.4627
0,encoder,put up,18339481,1,1.0,14.3664
0,encoder,put up,18339481,1,0.9999,9.6639
0,encoder,put up,18339481,1,0.9976,6.0166
0,encoder,put up,18339481,1,1.0,19.0068
0,encoder,put up,18339481,1,1.0,13.8347
0,encoder,put up,18339481,1,1.0,10.0375
0,encoder,put up,18339481,1,0.9999,9.8625
0,encoder,put up,18339481,1,1.0,22.1923
0,encoder,put up,18339481,1,1.0,16.8269
0,encoder,put up,18339481,1,0.9903,4.6259
0,encoder,put up,18339481,1,1.0,16.0046
0,encoder,put up,18339481,1,1.0,13.3189
0,encoder,put up,18339481,1,0.9984,6.454
0,encoder,put up,18339481,1,0.996,5.5177
0,encoder,put up,18339481,1,0.9884,4.446
0,encoder,put up,18339481,1,0.9994,7.3802
0,encoder,put up,18339481,1,0.9884,4.4464
0,encoder,put up,18339481,1,1.0,18.4437
0,encoder,brought up,9457116,1,1.0,14.1426
0,encoder,brought up,9457116,0,0.0378,-3.2378
0,encoder,brought up,9457116,1,0.9999,9.1705
0,encoder,brought up,9457116,1,0.9463,2.87
0,encoder,brought up,9457116,1,1.0,14.012
0,encoder,brought up,9457116,1,1.0,13.8085
0,encoder,brought up,9457116,1,1.0,11.3363
0,encoder,brought up,9457116,1,1.0,13.3183
0,encoder,brought up,9457116,1,0.9958,5.4606
0,encoder,brought up,9457116,1,1.0,13.428
0,encoder,brought up,9457116,1,1.0,17.1268
0,encoder,brought up,9457116,1,0.9997,8.2475
0,encoder,brought up,9457116,1,1.0,11.6349
0,encoder,brought up,9457116,1,1.0,12.2041
0,encoder,brought up,9457116,1,0.9999,9.5615
0,encoder,brought up,9457116,1,0.9997,7.9896
0,encoder,brought up,9457116,1,0.8944,2.1363
0,encoder,brought up,9457116,1,1.0,11.4063
0,encoder,brought up,9457116,1,0.9999,9.7034
0,encoder,brought up,9457116,1,1.0,16.0198
0,encoder,stand up,13437753,1,1.0,10.7116
0,encoder,stand up,13437753,1,1.0,14.1142
0,encoder,stand up,13437753,1,1.0,14.5519
0,encoder,stand up,13437753,1,1.0,23.9292
0,encoder,stand up,13437753,1,1.0,10.8235
0,encoder,stand up,13437753,1,0.9901,4.6059
0,encoder,stand up,13437753,1,1.0,21.3577
0,encoder,stand up,13437753,1,1.0,13.0426
0,encoder,stand up,13437753,1,0.9999,8.8136
0,encoder,stand up,13437753,1,1.0,13.5124
0,encoder,stand up,13437753,1,0.9998,8.7201
0,encoder,stand up,13437753,1,1.0,24.872
0,encoder,stand up,13437753,1,1.0,13.1837
0,encoder,stand up,13437753,1,1.0,11.2649
0,encoder,stand up,13437753,1,0.9982,6.3145
0,encoder,stand up,13437753,1,0.8387,1.6486
0,encoder,stand up,13437753,1,1.0,14.9064
0,encoder,stand up,13437753,1,0.9999,9.2632
0,encoder,stand up,13437753,1,1.0,14.9275
0,encoder,stand up,13437753,1,1.0,11.2948
0,encoder,look up,11355995,1,1.0,15.0118
0,encoder,look up,11355995,1,0.9946,5.2142
0,encoder,look up,11355995,1,1.0,11.5091
0,encoder,look up,11355995,1,1.0,14.7442
0,encoder,look up,11355995,1,1.0,10.2283
0,encoder,look up,11355995,1,0.9891,4.5045
0,encoder,look up,11355995,1,1.0,12.0688
0,encoder,look up,11355995,1,0.969,3.4437
0,encoder,look up,11355995,1,1.0,15.0735
0,encoder,look up,11355995,1,1.0,10.3695
0,encoder,look up,11355995,1,1.0,18.6368
0,encoder,look up,11355995,1,1.0,11.1368
0,encoder,look up,11355995,1,0.9992,7.1291
0,encoder,look up,11355995,1,0.9993,7.2564
0,encoder,look up,11355995,1,1.0,16.0746
0,encoder,look up,11355995,1,1.0,18.7861
0,encoder,look up,11355995,1,0.9957,5.4434
0,encoder,look up,11355995,1,1.0,20.4844
0,encoder,look up,11355995,1,0.9994,7.4051
0,encoder,look up,11355995,1,1.0,13.7259
0,encoder,got up,7071719,1,1.0,17.1233
0,encoder,got up,7071719,1,1.0,14.2699
0,encoder,got up,7071719,1,1.0,11.8517
0,encoder,got up,7071719,1,0.9999,8.9078
0,encoder,got up,7071719,1,1.0,16.5581
0,encoder,got up,7071719,1,1.0,11.7907
0,encoder,got up,7071719,1,1.0,12.2002
0,encoder,got up,7071719,1,1.0,15.798
0,encoder,got up,7071719,1,1.0,16.2657
0,encoder,got up,7071719,1,1.0,15.9805
0,encoder,got up,7071719,1,1.0,10.4142
0,encoder,got up,7071719,1,1.0,10.396
0,encoder,got up,7071719,1,1.0,24.6156
0,encoder,got up,7071719,1,1.0,13.1333
0,encoder,got up,7071719,1,1.0,16.2081
0,encoder,got up,7071719,1,1.0,17.5295
0,encoder,got up,7071719,1,1.0,17.4507
0,encoder,got up,7071719,1,1.0,14.0649
0,encoder,got up,7071719,1,1.0,12.5088
0,encoder,got up,7071719,1,1.0,10.8725
0,encoder,sign up,29467592,1,1.0,19.112
0,encoder,sign up,29467592,1,1.0,17.5967
0,encoder,sign up,29467592,1,0.9935,5.0299
0,encoder,sign up,29467592,1,0.9999,9.6714
0,encoder,sign up,29467592,1,1.0,11.1727
0,encoder,sign up,29467592,1,1.0,12.4399
0,encoder,sign up,29467592,1,1.0,14.3221
0,encoder,sign up,29467592,1,0.9998,8.6507
0,encoder,sign up,29467592,1,0.9986,6.5441
0,encoder,sign up,29467592,1,0.9397,2.7462
0,encoder,sign up,29467592,1,1.0,24.3006
0,encoder,sign up,29467592,1,0.9997,8.2244
0,encoder,sign up,29467592,1,1.0,11.2455
0,encoder,sign up,29467592,1,1.0,17.4963
0,encoder,sign up,29467592,1,1.0,11.982
0,encoder,sign up,29467592,1,0.9993,7.3337
0,encoder,sign up,29467592,1,0.9998,8.5812
0,encoder,sign up,29467592,1,0.999,6.8898
0,encoder,sign up,29467592,1,1.0,16.8951
0,encoder,sign up,29467592,1,1.0,10.559
0,encoder,going up,7625872,1,0.9999,9.6351
0,encoder,going up,7625872,1,1.0,14.2274
0,encoder,going up,7625872,1,0.9999,9.5343
0,encoder,going up,7625872,1,1.0,10.3289
0,encoder,going up,7625872,1,1.0,11.4675
0,encoder,going up,7625872,1,0.8173,1.4984
0,encoder,going up,7625872,1,1.0,17.2692
0,encoder,going up,7625872,1,1.0,16.0699
0,encoder,going up,7625872,1,0.9796,3.871
0,encoder,going up,7625872,1,0.9999,9.4424
0,encoder,going up,7625872,1,1.0,10.7146
0,encoder,going up,7625872,1,1.0,10.3031
0,encoder,going up,7625872,1,1.0,18.358
0,encoder,going up,7625872,1,1.0,11.0784
0,encoder,going up,7625872,1,1.0,14.1745
0,encoder,going up,7625872,1,1.0,24.3817
0,encoder,going up,7625872,1,1.0,10.1917
0,encoder,going up,7625872,1,1.0,10.5347
0,encoder,going up,7625872,0,0.0179,-4.0044
0,encoder,going up,7625872,1,1.0,17.78
0,encoder,grow up,10576653,1,1.0,14.6423
0,encoder,grow up,10576653,1,1.0,21.1922
0,encoder,grow up,10576653,1,1.0,10.0502
0,encoder,grow up,10576653,1,1.0,12.0744
0,encoder,grow up,10576653,1,1.0,15.1734
0,encoder,grow up,10576653,1,1.0,21.8792
